,housing_cat,other_parties_cat,credit_history_cat,num_dependents_num,job_cat,other_payment_plans_cat,existing_credits_num,purpose_cat,duration_num,savings_status_cat
988,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,24.0,<100
989,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,radio/tv,24.0,<100
990,own,none,critical/other existing credit,2.0,unskilled resident,none,2.0,education,12.0,no known savings
991,own,none,all paid,2.0,unskilled resident,bank,1.0,radio/tv,15.0,100<=X<500
992,rent,none,existing paid,1.0,unskilled resident,none,2.0,radio/tv,18.0,no known savings
993,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,36.0,<100
994,own,none,existing paid,1.0,skilled,none,1.0,new car,12.0,no known savings
995,own,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,12.0,<100
996,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,30.0,<100
997,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
998,for free,none,existing paid,1.0,skilled,none,1.0,radio/tv,45.0,<100
999,own,none,critical/other existing credit,1.0,skilled,none,1.0,used car,45.0,100<=X<500
