,lenght_num,area_num,eccen_num,blackand_num,height_num,p_and_num
2225,16,112,2.286,112,7,1.0
2226,17,119,2.429,107,7,0.899
2227,11,77,1.571,68,7,0.883
2228,25,175,3.571,156,7,0.891
2229,7,49,1.0,46,7,0.939
2230,14,98,2.0,77,7,0.786
2231,35,245,5.0,189,7,0.771
2232,23,138,3.833,123,6,0.891
2233,58,348,9.667,259,6,0.744
2234,11,55,2.2,49,5,0.891
2235,47,329,6.714,274,7,0.833
2236,7,35,1.4,35,5,1.0
2237,40,280,5.714,262,7,0.936
2238,8,64,1.0,61,8,0.953
2239,11,77,1.571,52,7,0.675
2240,13,91,1.857,79,7,0.868
2241,41,369,4.556,241,9,0.653
2242,18,126,2.571,117,7,0.929
2243,10,70,1.429,49,7,0.7
2244,41,287,5.857,208,7,0.725
2245,45,315,6.429,211,7,0.67
2246,201,1809,22.333,825,9,0.456
2247,202,1818,22.444,462,9,0.254
2248,9,45,1.8,43,5,0.956
2249,10,70,1.429,55,7,0.786
2250,19,171,2.111,110,9,0.643
2251,19,152,2.375,149,8,0.98
2252,42,378,4.667,213,9,0.563
2253,17,102,2.833,88,6,0.863
2254,7,42,1.167,39,6,0.929
2255,29,174,4.833,168,6,0.966
2256,184,1656,20.444,1091,9,0.659
2257,35,315,3.889,291,9,0.924
2258,5,30,0.833,26,6,0.867
2259,5,30,0.833,25,6,0.833
2260,32,160,6.4,157,5,0.981
2261,11,55,2.2,51,5,0.927
2262,33,165,6.6,150,5,0.909
2263,42,378,4.667,228,9,0.603
2264,7,63,0.778,49,9,0.778
2265,39,351,4.333,245,9,0.698
2266,8,56,1.143,44,7,0.786
2267,4,28,0.571,19,7,0.679
2268,31,217,4.429,154,7,0.71
2269,54,432,6.75,317,8,0.734
2270,18,126,2.571,111,7,0.881
2271,11,77,1.571,71,7,0.922
2272,54,378,7.714,331,7,0.876
2273,13,91,1.857,89,7,0.978
2274,23,161,3.286,161,7,1.0
2275,31,217,4.429,183,7,0.843
2276,23,161,3.286,141,7,0.876
2277,10,60,1.667,33,6,0.55
2278,20,120,3.333,117,6,0.975
2279,3,15,0.6,14,5,0.933
2280,10,50,2.0,50,5,1.0
2281,21,147,3.0,126,7,0.857
2282,29,203,4.143,159,7,0.783
2283,13,91,1.857,75,7,0.824
2284,53,477,5.889,282,9,0.591
2285,44,396,4.889,239,9,0.604
2286,10,80,1.25,65,8,0.813
2287,19,133,2.714,88,7,0.662
2288,20,120,3.333,116,6,0.967
2289,7,49,1.0,29,7,0.592
2290,29,261,3.222,131,9,0.502
2291,4,20,0.8,15,5,0.75
2292,44,264,7.333,214,6,0.811
2293,6,30,1.2,27,5,0.9
2294,43,215,8.6,176,5,0.819
2295,398,3184,49.75,2113,8,0.664
2296,10,60,1.667,51,6,0.85
2297,65,65,65.0,65,1,1.0
2298,39,390,3.9,213,10,0.546
2299,15,120,1.875,94,8,0.783
2300,20,160,2.5,116,8,0.725
2301,19,152,2.375,110,8,0.724
2302,46,368,5.75,225,8,0.611
2303,9,72,1.125,57,8,0.792
2304,48,384,6.0,283,8,0.737
2305,12,84,1.714,62,7,0.738
2306,7,42,1.167,42,6,1.0
2307,8,56,1.143,43,7,0.768
2308,9,72,1.125,46,8,0.639
2309,9,63,1.286,43,7,0.683
2310,6,54,0.667,28,9,0.519
2311,25,275,2.273,173,11,0.629
2312,8,64,1.0,64,8,1.0
2313,10,80,1.25,80,8,1.0
2314,36,324,4.0,229,9,0.707
2315,12,96,1.5,85,8,0.885
2316,17,119,2.429,108,7,0.908
2317,35,315,3.889,260,9,0.825
2318,34,238,4.857,224,7,0.941
2319,28,224,3.5,170,8,0.759
2320,7,35,1.4,35,5,1.0
2321,12,120,1.2,70,10,0.583
2322,18,432,0.75,163,24,0.377
2323,9,72,1.125,64,8,0.889
2324,10,80,1.25,71,8,0.888
2325,13,104,1.625,102,8,0.981
2326,43,344,5.375,325,8,0.945
2327,29,290,2.9,248,10,0.855
2328,12,120,1.2,104,10,0.867
2329,33,330,3.3,281,10,0.852
2330,12,96,1.5,96,8,1.0
2331,18,144,2.25,128,8,0.889
2332,25,250,2.5,162,10,0.648
2333,6,48,0.75,40,8,0.833
2334,17,238,1.214,92,14,0.387
2335,22,484,1.0,229,22,0.473
2336,4,64,0.25,34,16,0.531
2337,271,3252,22.583,1818,12,0.559
2338,1,8,0.125,8,8,1.0
2339,21,336,1.313,173,16,0.515
2340,9,72,1.125,72,8,1.0
2341,43,344,5.375,323,8,0.939
2342,5,65,0.385,35,13,0.538
2343,26,208,3.25,177,8,0.851
2344,16,128,2.0,112,8,0.875
2345,10,80,1.25,79,8,0.988
2346,13,104,1.625,103,8,0.99
2347,16,128,2.0,111,8,0.867
2348,37,333,4.111,231,9,0.694
2349,30,240,3.75,189,8,0.788
2350,11,77,1.571,38,7,0.494
2351,8,48,1.333,45,6,0.938
2352,48,1728,1.333,755,36,0.437
2353,48,2640,0.873,960,55,0.364
2354,271,3252,22.583,1999,12,0.615
2355,48,2544,0.906,951,53,0.374
2356,9,72,1.125,65,8,0.903
2357,25,200,3.125,123,8,0.615
2358,42,462,3.818,351,11,0.76
2359,7,56,0.875,56,8,1.0
2360,19,152,2.375,152,8,1.0
2361,35,280,4.375,279,8,0.996
2362,20,160,2.5,160,8,1.0
2363,13,104,1.625,97,8,0.933
2364,23,230,2.3,178,10,0.774
2365,30,240,3.75,240,8,1.0
2366,48,1392,1.655,373,29,0.268
2367,57,627,5.182,451,11,0.719
2368,59,531,6.556,440,9,0.829
2369,4,32,0.5,28,8,0.875
2370,79,790,7.9,530,10,0.671
2371,36,288,4.5,276,8,0.958
2372,11,110,1.1,110,10,1.0
2373,4,108,0.148,72,27,0.667
2374,32,352,2.909,315,11,0.895
2375,27,243,3.0,223,9,0.918
2376,12,108,1.333,108,9,1.0
2377,17,153,1.889,143,9,0.935
2378,34,374,3.091,326,11,0.872
2379,60,600,6.0,473,10,0.788
2380,12,96,1.5,90,8,0.938
2381,42,420,4.2,362,10,0.862
2382,9,72,1.125,53,8,0.736
2383,36,288,4.5,252,8,0.875
2384,23,207,2.556,185,9,0.894
2385,13,104,1.625,83,8,0.798
2386,29,290,2.9,242,10,0.834
2387,22,176,2.75,138,8,0.784
2388,19,152,2.375,149,8,0.98
2389,16,112,2.286,106,7,0.946
2390,39,351,4.333,256,9,0.729
2391,16,96,2.667,90,6,0.938
2392,4,84,0.19,54,21,0.643
2393,47,893,2.474,100,19,0.112
2394,271,3252,22.583,1857,12,0.571
2395,46,322,6.571,98,7,0.304
2396,9,18,4.5,10,2,0.556
2397,46,92,23.0,51,2,0.554
2398,15,165,1.364,124,11,0.752
2399,94,1034,8.545,698,11,0.675
2400,141,1128,17.625,1102,8,0.977
2401,127,127,127.0,127,1,1.0
2402,13,13,13.0,13,1,1.0
2403,22,242,2.0,177,11,0.731
2404,16,144,1.778,144,9,1.0
2405,15,135,1.667,130,9,0.963
2406,46,506,4.182,425,11,0.84
2407,9,72,1.125,52,8,0.722
2408,19,209,1.727,188,11,0.9
2409,32,352,2.909,350,11,0.994
2410,33,330,3.3,324,10,0.982
2411,4,40,0.4,36,10,0.9
2412,17,170,1.7,170,10,1.0
2413,6,60,0.6,60,10,1.0
2414,129,387,43.0,146,3,0.377
2415,7,35,1.4,11,5,0.314
2416,13,273,0.619,84,21,0.308
2417,9,72,1.125,48,8,0.667
2418,13,247,0.684,136,19,0.551
2419,5,65,0.385,36,13,0.554
2420,91,819,10.111,633,9,0.773
2421,6,48,0.75,41,8,0.854
2422,14,112,1.75,112,8,1.0
2423,24,192,3.0,176,8,0.917
2424,116,1044,12.889,919,9,0.88
2425,9,225,0.36,98,25,0.436
2426,9,81,1.0,74,9,0.914
2427,12,108,1.333,92,9,0.852
2428,19,190,1.9,155,10,0.816
2429,18,162,2.0,142,9,0.877
2430,35,280,4.375,280,8,1.0
2431,9,72,1.125,69,8,0.958
2432,25,250,2.5,209,10,0.836
2433,42,336,5.25,321,8,0.955
2434,23,184,2.875,173,8,0.94
2435,10,80,1.25,79,8,0.988
2436,4,32,0.5,19,8,0.594
2437,18,108,3.0,107,6,0.991
2438,9,153,0.529,76,17,0.497
2439,15,135,1.667,114,9,0.844
2440,19,152,2.375,107,8,0.704
2441,4,20,0.8,13,5,0.65
2442,39,429,3.545,305,11,0.711
2443,19,152,2.375,132,8,0.868
2444,4,32,0.5,32,8,1.0
2445,25,250,2.5,226,10,0.904
2446,27,270,2.7,201,10,0.744
2447,31,248,3.875,246,8,0.992
2448,27,162,4.5,131,6,0.809
2449,4,36,0.444,27,9,0.75
2450,13,78,2.167,72,6,0.923
2451,4,48,0.333,48,12,1.0
2452,5,30,0.833,30,6,1.0
2453,32,320,3.2,255,10,0.797
2454,6,48,0.75,38,8,0.792
2455,12,96,1.5,77,8,0.802
2456,33,330,3.3,250,10,0.758
2457,23,184,2.875,144,8,0.783
2458,12,96,1.5,92,8,0.958
2459,18,180,1.8,147,10,0.817
2460,18,180,1.8,111,10,0.617
2461,34,272,4.25,208,8,0.765
2462,35,350,3.5,249,10,0.711
2463,13,78,2.167,35,6,0.449
2464,11,44,2.75,41,4,0.932
2465,20,180,2.222,162,9,0.9
2466,36,288,4.5,288,8,1.0
2467,30,330,2.727,198,11,0.6
2468,48,2592,0.889,685,54,0.264
2469,48,2544,0.906,685,53,0.269
2470,48,2496,0.923,619,52,0.248
2471,52,572,4.727,346,11,0.605
2472,87,957,7.909,634,11,0.662
2473,59,590,5.9,407,10,0.69
2474,49,392,6.125,291,8,0.742
2475,4,108,0.148,81,27,0.75
2476,26,234,2.889,199,9,0.85
2477,56,504,6.222,469,9,0.931
2478,47,423,5.222,383,9,0.905
2479,9,81,1.0,71,9,0.877
2480,4,36,0.444,31,9,0.861
2481,25,275,2.273,231,11,0.84
2482,38,342,4.222,299,9,0.874
2483,10,80,1.25,74,8,0.925
2484,14,84,2.333,82,6,0.976
2485,1,8,0.125,8,8,1.0
2486,12,132,1.091,129,11,0.977
2487,45,495,4.091,363,11,0.733
2488,43,387,4.778,380,9,0.982
2489,25,225,2.778,211,9,0.938
2490,41,410,4.1,341,10,0.832
2491,30,300,3.0,234,10,0.78
2492,15,120,1.875,120,8,1.0
2493,12,96,1.5,85,8,0.885
2494,6,36,1.0,33,6,0.917
2495,84,924,7.636,627,11,0.679
2496,53,424,6.625,384,8,0.906
2497,56,448,7.0,422,8,0.942
2498,12,96,1.5,86,8,0.896
2499,47,329,6.714,249,7,0.757
2500,1,9,0.111,9,9,1.0
2501,134,1474,12.182,1145,11,0.777
2502,36,360,3.6,304,10,0.844
2503,79,869,7.182,620,11,0.713
2504,8,48,1.333,44,6,0.917
2505,47,282,7.833,57,6,0.202
2506,19,76,4.75,29,4,0.382
2507,272,2992,24.727,2222,11,0.743
2508,47,47,47.0,47,1,1.0
2509,86,86,86.0,86,1,1.0
2510,17,17,17.0,17,1,1.0
2511,19,19,19.0,19,1,1.0
2512,271,3252,22.583,2241,12,0.689
2513,21,168,2.625,153,8,0.911
2514,30,240,3.75,236,8,0.983
2515,11,121,1.0,99,11,0.818
2516,240,2160,26.667,1542,9,0.714
2517,11,110,1.1,102,10,0.927
2518,9,90,0.9,80,10,0.889
2519,29,319,2.636,240,11,0.752
2520,28,224,3.5,223,8,0.996
2521,15,120,1.875,119,8,0.992
2522,7,56,0.875,56,8,1.0
2523,29,232,3.625,231,8,0.996
2524,8,64,1.0,50,8,0.781
2525,22,198,2.444,118,9,0.596
2526,18,108,3.0,106,6,0.981
2527,244,2196,27.111,1758,9,0.801
2528,23,161,3.286,123,7,0.764
2529,12,96,1.5,69,8,0.719
2530,37,296,4.625,223,8,0.753
2531,9,72,1.125,71,8,0.986
2532,34,272,4.25,268,8,0.985
2533,22,220,2.2,135,10,0.614
2534,25,200,3.125,146,8,0.73
2535,272,2448,30.222,1868,9,0.763
2536,14,112,1.75,95,8,0.848
2537,16,128,2.0,119,8,0.93
2538,35,315,3.889,263,9,0.835
2539,15,120,1.875,104,8,0.867
2540,25,200,3.125,151,8,0.755
2541,10,80,1.25,66,8,0.825
2542,12,96,1.5,77,8,0.802
2543,36,324,4.0,218,9,0.673
2544,4,24,0.667,24,6,1.0
2545,31,186,5.167,186,6,1.0
2546,4,24,0.667,19,6,0.792
2547,271,2710,27.1,1668,10,0.615
2548,272,2992,24.727,2039,11,0.681
2549,1,9,0.111,9,9,1.0
2550,25,200,3.125,146,8,0.73
2551,32,352,2.909,270,11,0.767
2552,21,168,2.625,168,8,1.0
2553,10,80,1.25,73,8,0.913
2554,31,248,3.875,184,8,0.742
2555,49,392,6.125,391,8,0.997
2556,23,184,2.875,182,8,0.989
2557,18,144,2.25,134,8,0.931
2558,12,84,1.714,84,7,1.0
2559,27,243,3.0,208,9,0.856
2560,14,112,1.75,86,8,0.768
2561,12,96,1.5,76,8,0.792
2562,32,256,4.0,176,8,0.688
2563,25,225,2.778,159,9,0.707
2564,86,946,7.818,708,11,0.748
2565,12,96,1.5,89,8,0.927
2566,17,119,2.429,89,7,0.748
2567,98,1078,8.909,649,11,0.602
2568,50,400,6.25,296,8,0.74
2569,28,280,2.8,184,10,0.657
2570,37,333,4.111,218,9,0.655
2571,51,408,6.375,303,8,0.743
2572,6,48,0.75,39,8,0.813
2573,8,64,1.0,64,8,1.0
2574,5,40,0.625,40,8,1.0
2575,44,484,4.0,396,11,0.818
2576,38,304,4.75,227,8,0.747
2577,25,275,2.273,250,11,0.909
2578,51,510,5.1,429,10,0.841
2579,35,315,3.889,254,9,0.806
2580,12,96,1.5,81,8,0.844
2581,35,280,4.375,260,8,0.929
2582,38,266,5.429,225,7,0.846
2583,25,200,3.125,163,8,0.815
2584,7,56,0.875,56,8,1.0
2585,4,32,0.5,32,8,1.0
2586,14,112,1.75,75,8,0.67
2587,16,144,1.778,107,9,0.743
2588,31,341,2.818,283,11,0.83
2589,20,200,2.0,174,10,0.87
2590,19,171,2.111,142,9,0.83
2591,25,250,2.5,170,10,0.68
2592,16,128,2.0,87,8,0.68
2593,52,468,5.778,387,9,0.827
2594,36,288,4.5,288,8,1.0
2595,24,192,3.0,157,8,0.818
2596,17,136,2.125,100,8,0.735
2597,13,104,1.625,103,8,0.99
2598,53,424,6.625,375,8,0.884
2599,47,470,4.7,328,10,0.698
2600,31,217,4.429,215,7,0.991
2601,5,35,0.714,28,7,0.8
2602,18,90,3.6,90,5,1.0
2603,4,20,0.8,16,5,0.8
2604,150,1650,13.636,879,11,0.533
2605,202,1616,25.25,1114,8,0.689
2606,272,3264,22.667,1965,12,0.602
2607,185,2035,16.818,1681,11,0.826
2608,82,656,10.25,650,8,0.991
2609,13,143,1.182,112,11,0.783
2610,12,96,1.5,90,8,0.938
2611,38,304,4.75,244,8,0.803
2612,10,80,1.25,73,8,0.913
2613,12,96,1.5,86,8,0.896
2614,13,130,1.3,107,10,0.823
2615,16,128,2.0,106,8,0.828
2616,16,128,2.0,128,8,1.0
2617,9,72,1.125,69,8,0.958
2618,4,32,0.5,23,8,0.719
2619,18,144,2.25,136,8,0.944
2620,26,182,3.714,178,7,0.978
2621,7,35,1.4,31,5,0.886
2622,4,20,0.8,17,5,0.85
2623,271,2981,24.636,2171,11,0.728
2624,240,2640,21.818,1674,11,0.634
2625,26,208,3.25,136,8,0.654
2626,272,2992,24.727,2036,11,0.68
2627,17,153,1.889,144,9,0.941
2628,17,136,2.125,136,8,1.0
2629,48,480,4.8,414,10,0.863
2630,47,423,5.222,377,9,0.891
2631,8,64,1.0,64,8,1.0
2632,27,216,3.375,208,8,0.963
2633,20,180,2.222,131,9,0.728
2634,13,104,1.625,95,8,0.913
2635,34,306,3.778,216,9,0.706
2636,15,120,1.875,117,8,0.975
2637,26,208,3.25,208,8,1.0
2638,67,670,6.7,543,10,0.81
2639,23,207,2.556,172,9,0.831
2640,36,288,4.5,266,8,0.924
2641,12,96,1.5,91,8,0.948
2642,25,250,2.5,202,10,0.808
2643,272,2992,24.727,2103,11,0.703
2644,33,198,5.5,197,6,0.995
2645,20,180,2.222,126,9,0.7
2646,29,261,3.222,252,9,0.966
2647,19,171,2.111,156,9,0.912
2648,20,160,2.5,160,8,1.0
2649,18,144,2.25,129,8,0.896
2650,7,56,0.875,49,8,0.875
2651,13,104,1.625,95,8,0.913
2652,34,340,3.4,253,10,0.744
2653,15,120,1.875,120,8,1.0
2654,261,2871,23.727,1849,11,0.644
2655,34,272,4.25,213,8,0.783
2656,32,352,2.909,287,11,0.815
2657,12,132,1.091,108,11,0.818
2658,26,234,2.889,206,9,0.88
2659,16,144,1.778,114,9,0.792
2660,36,396,3.273,313,11,0.79
2661,64,576,7.111,400,9,0.694
2662,245,2695,22.273,2235,11,0.829
2663,21,210,2.1,170,10,0.81
2664,14,84,2.333,84,6,1.0
2665,36,216,6.0,214,6,0.991
2666,51,561,4.636,462,11,0.824
2667,73,803,6.636,678,11,0.844
2668,21,168,2.625,132,8,0.786
2669,27,216,3.375,216,8,1.0
2670,60,660,5.455,401,11,0.608
2671,14,112,1.75,112,8,1.0
2672,54,594,4.909,437,11,0.736
2673,7,56,0.875,43,8,0.768
2674,91,1001,8.273,598,11,0.597
2675,14,112,1.75,109,8,0.973
2676,7,56,0.875,56,8,1.0
2677,12,96,1.5,89,8,0.927
2678,21,168,2.625,167,8,0.994
2679,18,144,2.25,127,8,0.882
2680,9,54,1.5,54,6,1.0
2681,24,264,2.182,210,11,0.795
2682,39,312,4.875,291,8,0.933
2683,12,96,1.5,96,8,1.0
2684,30,300,3.0,235,10,0.783
2685,8,64,1.0,64,8,1.0
2686,12,96,1.5,96,8,1.0
2687,26,208,3.25,208,8,1.0
2688,16,128,2.0,114,8,0.891
2689,52,572,4.727,491,11,0.858
2690,25,275,2.273,256,11,0.931
2691,32,320,3.2,261,10,0.816
2692,26,260,2.6,245,10,0.942
2693,28,280,2.8,224,10,0.8
2694,19,190,1.9,173,10,0.911
2695,18,180,1.8,180,10,1.0
2696,43,387,4.778,276,9,0.713
2697,7,35,1.4,31,5,0.886
2698,32,192,5.333,185,6,0.964
2699,8,48,1.333,46,6,0.958
2700,213,2343,19.364,1635,11,0.698
2701,53,530,5.3,471,10,0.889
2702,271,3252,22.583,1782,12,0.548
2703,96,1056,8.727,718,11,0.68
2704,30,300,3.0,282,10,0.94
2705,76,836,6.909,575,11,0.688
2706,16,128,2.0,110,8,0.859
2707,34,306,3.778,283,9,0.925
2708,61,671,5.545,493,11,0.735
2709,19,152,2.375,152,8,1.0
2710,50,500,5.0,382,10,0.764
2711,27,270,2.7,217,10,0.804
2712,64,640,6.4,256,10,0.4
2713,55,440,6.875,284,8,0.645
2714,8,64,1.0,59,8,0.922
2715,12,96,1.5,90,8,0.938
2716,69,552,8.625,495,8,0.897
2717,14,112,1.75,85,8,0.759
2718,22,176,2.75,176,8,1.0
2719,21,168,2.625,162,8,0.964
2720,47,376,5.875,283,8,0.753
2721,15,105,2.143,87,7,0.829
2722,15,165,1.364,147,11,0.891
2723,19,190,1.9,190,10,1.0
2724,61,610,6.1,581,10,0.952
2725,50,500,5.0,434,10,0.868
2726,36,216,6.0,215,6,0.995
2727,22,176,2.75,176,8,1.0
2728,36,360,3.6,294,10,0.817
2729,26,234,2.889,192,9,0.821
2730,7,63,0.778,59,9,0.937
2731,24,216,2.667,156,9,0.722
2732,22,176,2.75,161,8,0.915
2733,31,248,3.875,248,8,1.0
2734,50,550,4.545,308,11,0.56
2735,54,486,6.0,397,9,0.817
2736,12,108,1.333,96,9,0.889
2737,41,410,4.1,301,10,0.734
2738,7,70,0.7,69,10,0.986
2739,52,520,5.2,417,10,0.802
2740,8,64,1.0,64,8,1.0
2741,12,96,1.5,72,8,0.75
2742,7,56,0.875,56,8,1.0
2743,12,96,1.5,86,8,0.896
2744,16,128,2.0,128,8,1.0
2745,16,128,2.0,119,8,0.93
2746,26,208,3.25,203,8,0.976
2747,69,690,6.9,469,10,0.68
2748,122,1342,11.091,881,11,0.656
2749,145,1450,14.5,1050,10,0.724
2750,272,2992,24.727,2038,11,0.681
2751,49,441,5.444,341,9,0.773
2752,7,56,0.875,56,8,1.0
2753,18,162,2.0,146,9,0.901
2754,12,96,1.5,93,8,0.969
2755,42,336,5.25,336,8,1.0
2756,59,531,6.556,436,9,0.821
2757,54,540,5.4,445,10,0.824
2758,126,1386,11.455,900,11,0.649
2759,39,312,4.875,233,8,0.747
2760,44,484,4.0,363,11,0.75
2761,7,56,0.875,56,8,1.0
2762,37,370,3.7,256,10,0.692
2763,15,120,1.875,75,8,0.625
2764,32,256,4.0,249,8,0.973
2765,45,360,5.625,282,8,0.783
2766,41,369,4.556,325,9,0.881
2767,25,250,2.5,147,10,0.588
2768,16,128,2.0,95,8,0.742
2769,10,80,1.25,68,8,0.85
2770,9,45,1.8,41,5,0.911
2771,261,3132,21.75,1810,12,0.578
2772,233,2563,21.182,1734,11,0.677
2773,35,245,5.0,185,7,0.755
2774,8,64,1.0,49,8,0.766
2775,31,248,3.875,194,8,0.782
2776,22,176,2.75,137,8,0.778
2777,33,264,4.125,229,8,0.867
2778,40,440,3.636,272,11,0.618
2779,8,64,1.0,62,8,0.969
2780,12,96,1.5,89,8,0.927
2781,20,180,2.222,157,9,0.872
2782,9,72,1.125,70,8,0.972
2783,15,120,1.875,102,8,0.85
2784,12,96,1.5,89,8,0.927
2785,25,250,2.5,207,10,0.828
2786,10,80,1.25,80,8,1.0
2787,4,32,0.5,21,8,0.656
2788,12,96,1.5,84,8,0.875
2789,26,260,2.6,248,10,0.954
2790,6,60,0.6,49,10,0.817
2791,57,627,5.182,362,11,0.577
2792,28,224,3.5,174,8,0.777
2793,23,230,2.3,156,10,0.678
2794,32,352,2.909,188,11,0.534
2795,12,96,1.5,66,8,0.688
2796,17,136,2.125,113,8,0.831
2797,42,462,3.818,302,11,0.654
2798,14,112,1.75,94,8,0.839
2799,37,296,4.625,273,8,0.922
2800,26,208,3.25,189,8,0.909
2801,28,224,3.5,177,8,0.79
2802,44,440,4.4,274,10,0.623
2803,12,120,1.2,112,10,0.933
2804,40,400,4.0,313,10,0.783
2805,14,84,2.333,78,6,0.929
2806,33,231,4.714,213,7,0.922
2807,9,72,1.125,52,8,0.722
2808,43,344,5.375,336,8,0.977
2809,13,104,1.625,104,8,1.0
2810,33,363,3.0,265,11,0.73
2811,37,296,4.625,223,8,0.753
2812,29,319,2.636,197,11,0.618
2813,50,400,6.25,397,8,0.993
2814,38,304,4.75,293,8,0.964
2815,26,208,3.25,194,8,0.933
2816,52,520,5.2,358,10,0.688
2817,39,234,6.5,217,6,0.927
2818,7,42,1.167,41,6,0.976
2819,261,3132,21.75,1768,12,0.564
2820,146,1606,13.273,932,11,0.58
2821,19,152,2.375,145,8,0.954
2822,35,350,3.5,204,10,0.583
2823,57,456,7.125,382,8,0.838
2824,272,3264,22.667,1922,12,0.589
2825,26,286,2.364,230,11,0.804
2826,10,90,1.111,71,9,0.789
2827,28,252,3.111,246,9,0.976
2828,25,275,2.273,223,11,0.811
2829,8,64,1.0,64,8,1.0
2830,27,216,3.375,168,8,0.778
2831,8,64,1.0,61,8,0.953
2832,16,160,1.6,123,10,0.769
2833,19,190,1.9,172,10,0.905
2834,7,70,0.7,61,10,0.871
2835,13,130,1.3,119,10,0.915
2836,7,35,1.4,35,5,1.0
2837,10,60,1.667,52,6,0.867
2838,13,104,1.625,84,8,0.808
2839,42,336,5.25,302,8,0.899
2840,44,440,4.4,383,10,0.87
2841,26,260,2.6,212,10,0.815
2842,30,300,3.0,219,10,0.73
2843,27,297,2.455,177,11,0.596
2844,52,416,6.5,365,8,0.877
2845,76,608,9.5,432,8,0.711
2846,15,150,1.5,122,10,0.813
2847,18,180,1.8,164,10,0.911
2848,15,105,2.143,79,7,0.752
2849,35,245,5.0,204,7,0.833
2850,26,182,3.714,182,7,1.0
2851,8,56,1.143,54,7,0.964
2852,51,408,6.375,260,8,0.637
2853,114,1026,12.667,760,9,0.741
2854,9,72,1.125,72,8,1.0
2855,29,232,3.625,158,8,0.681
2856,105,945,11.667,547,9,0.579
2857,101,909,11.222,625,9,0.688
2858,64,512,8.0,467,8,0.912
2859,32,320,3.2,252,10,0.788
2860,14,98,2.0,95,7,0.969
2861,61,610,6.1,401,10,0.657
2862,25,25,25.0,25,1,1.0
2863,21,126,3.5,32,6,0.254
2864,109,763,15.571,414,7,0.543
2865,221,1326,36.833,711,6,0.536
2866,146,876,24.333,605,6,0.691
2867,10,50,2.0,42,5,0.84
2868,16,128,2.0,89,8,0.695
2869,19,152,2.375,101,8,0.664
2870,46,460,4.6,268,10,0.583
2871,25,200,3.125,156,8,0.78
2872,30,240,3.75,180,8,0.75
2873,14,112,1.75,85,8,0.759
2874,5,40,0.625,24,8,0.6
2875,34,2312,0.5,1215,68,0.526
2876,30,2010,0.448,924,67,0.46
2877,12,72,2.0,68,6,0.944
2878,7,49,1.0,28,7,0.571
2879,7,49,1.0,30,7,0.612
2880,12,60,2.4,54,5,0.9
2881,261,2871,23.727,1830,11,0.637
2882,154,1694,14.0,884,11,0.522
2883,155,1550,15.5,1244,10,0.803
2884,39,780,1.95,316,20,0.405
2885,17,102,2.833,64,6,0.627
2886,24,192,3.0,183,8,0.953
2887,41,410,4.1,284,10,0.693
2888,15,150,1.5,142,10,0.947
2889,12,120,1.2,104,10,0.867
2890,55,550,5.5,416,10,0.756
2891,6,42,0.857,39,7,0.929
2892,19,133,2.714,117,7,0.88
2893,8,56,1.143,56,7,1.0
2894,7,49,1.0,47,7,0.959
2895,29,232,3.625,232,8,1.0
2896,53,583,4.818,428,11,0.734
2897,19,171,2.111,126,9,0.737
2898,13,130,1.3,115,10,0.885
2899,144,1440,14.4,900,10,0.625
2900,12,84,1.714,68,7,0.81
2901,2,14,0.286,12,7,0.857
2902,54,594,4.909,464,11,0.781
2903,51,510,5.1,415,10,0.814
2904,7,70,0.7,60,10,0.857
2905,37,370,3.7,353,10,0.954
2906,11,110,1.1,105,10,0.955
2907,6,12,3.0,11,2,0.917
2908,43,344,5.375,262,8,0.762
2909,28,224,3.5,178,8,0.795
2910,3,9,1.0,7,3,0.778
2911,7,7,7.0,7,1,1.0
2912,2,10,0.4,7,5,0.7
2913,2,8,0.5,7,4,0.875
2914,3,12,0.75,11,4,0.917
2915,2,14,0.286,10,7,0.714
2916,72,720,7.2,480,10,0.667
2917,150,1500,15.0,878,10,0.585
2918,9,90,0.9,79,10,0.878
2919,34,340,3.4,290,10,0.853
2920,10,100,1.0,89,10,0.89
2921,9,72,1.125,49,8,0.681
2922,15,105,2.143,94,7,0.895
2923,30,300,3.0,253,10,0.843
2924,20,180,2.222,129,9,0.717
2925,13,117,1.444,117,9,1.0
2926,10,70,1.429,64,7,0.914
2927,20,140,2.857,140,7,1.0
2928,13,78,2.167,59,6,0.756
2929,15,75,3.0,59,5,0.787
2930,12,60,2.4,36,5,0.6
2931,13,65,2.6,44,5,0.677
2932,49,294,8.167,155,6,0.527
2933,17,102,2.833,76,6,0.745
2934,41,369,4.556,256,9,0.694
2935,14,126,1.556,126,9,1.0
2936,4,32,0.5,23,8,0.719
2937,39,312,4.875,300,8,0.962
2938,23,230,2.3,149,10,0.648
2939,16,128,2.0,123,8,0.961
2940,39,312,4.875,275,8,0.881
2941,20,100,4.0,73,5,0.73
2942,10,40,2.5,36,4,0.9
2943,10,40,2.5,32,4,0.8
2944,13,65,2.6,52,5,0.8
2945,14,70,2.8,35,5,0.5
2946,20,140,2.857,116,7,0.829
2947,17,85,3.4,81,5,0.953
2948,145,1450,14.5,1083,10,0.747
2949,62,620,6.2,407,10,0.656
2950,16,128,2.0,124,8,0.969
2951,24,192,3.0,166,8,0.865
2952,9,54,1.5,39,6,0.722
2953,261,2610,26.1,2001,10,0.767
2954,20,160,2.5,138,8,0.863
