,dwipd_cat,hdchk_cat,stlmt_cat,wkcti_cat,mulch_cat,blxwp_cat,wknck_cat,class_cat,wkovl_cat,skach_cat,dsopp_cat,bkblk_cat,spcop_cat,reskd_cat,skewr_cat,rxmsq_cat,skrxp_cat,bxqsq_cat
1078,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1079,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1080,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1081,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1082,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1083,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1084,g,f,f,f,f,f,f,nowin,t,f,f,t,f,f,t,f,f,f
1085,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1086,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1087,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
1088,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
1089,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,t,f,f
1090,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,t,f,f
1091,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,t,f,f
1092,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,t,f,f
1093,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,t,f,f
1094,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,t,f,f
1095,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,t,f,f
1096,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,t,f,f
1097,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,t,f,f
1098,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1099,g,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1100,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1101,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1102,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1103,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1104,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1105,g,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1106,g,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1107,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1108,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1109,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1110,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1111,g,f,f,f,f,t,t,nowin,f,f,f,f,f,f,t,f,f,f
1112,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1113,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1114,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,t,f,f
1115,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,t,f,f
1116,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1117,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1118,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1119,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1120,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1121,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1122,g,f,f,f,t,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1123,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1124,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1125,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1126,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1127,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1128,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1129,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,t,f,f
1130,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,t,f,f
1131,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,f,t,f,f
1132,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,t,f,f
1133,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1134,g,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1135,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1136,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1137,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1138,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1139,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1140,g,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1141,g,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1142,g,f,f,f,t,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1143,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1144,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1145,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1146,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,t,f,f
1147,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1148,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1149,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1150,l,f,f,f,f,t,t,nowin,t,f,t,f,f,f,f,f,f,f
1151,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1152,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1153,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1154,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1155,g,f,f,f,f,t,t,nowin,t,f,t,f,f,f,t,f,f,f
1156,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1157,g,f,f,f,f,t,t,nowin,t,f,t,f,f,f,t,f,f,f
1158,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1159,g,f,f,f,f,t,t,nowin,t,f,t,f,f,f,t,f,f,f
1160,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1161,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1162,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1163,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1164,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1165,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1166,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1167,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1168,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1169,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1170,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1171,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1172,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1173,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1174,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1175,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1176,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1177,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1178,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1179,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1180,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,t,f
1181,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,t,f
1182,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1183,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1184,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1185,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1186,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,t,f
1187,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1188,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1189,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1190,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1191,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1192,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,t,f,f
1193,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,t,f,f
1194,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1195,l,f,f,f,t,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1196,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1197,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1198,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1199,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1200,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1201,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1202,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,t,f
1203,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,t,f
1204,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1205,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1206,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1207,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,t,f
1208,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1209,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1210,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1211,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1212,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1213,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1214,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1215,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1216,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1217,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,t,f
1218,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1219,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1220,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1221,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,t,f,f
1222,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1223,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1224,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1225,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1226,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1227,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1228,l,f,f,f,f,t,t,nowin,t,f,t,f,f,f,t,f,f,f
1229,l,f,f,f,f,t,t,nowin,t,f,t,f,f,f,t,f,f,f
1230,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1231,l,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1232,g,f,f,f,f,f,f,nowin,t,f,t,f,f,f,t,f,f,f
1233,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1234,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,t,f,f,f
1235,g,f,f,f,f,f,t,nowin,t,f,t,f,f,f,f,f,f,f
1236,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1237,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1238,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1239,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1240,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1241,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1242,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1243,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1244,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1245,l,f,f,f,t,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1246,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1247,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1248,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1249,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1250,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1251,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1252,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1253,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1254,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1255,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1256,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1257,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1258,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1259,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1260,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1261,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1262,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1263,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1264,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1265,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1266,l,f,f,f,f,f,t,nowin,t,t,f,f,f,f,t,f,f,t
1267,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1268,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1269,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1270,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1271,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1272,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1273,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1274,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1275,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1276,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1277,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1278,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1279,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1280,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1281,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1282,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1283,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1284,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1285,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,t
1286,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,t
1287,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1288,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1289,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1290,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1291,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1292,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1293,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1294,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1295,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1296,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,t,f,f,t
1297,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1298,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,t,f,f,t
1299,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1300,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1301,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1302,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1303,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1304,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1305,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,t,f,t
1306,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,t,f,t
1307,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,t,f,t
1308,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1309,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1310,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1311,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1312,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1313,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1314,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1315,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1316,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1317,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1318,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1319,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1320,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1321,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1322,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1323,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1324,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1325,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1326,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1327,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1328,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1329,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1330,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1331,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1332,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1333,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1334,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1335,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1336,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1337,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1338,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1339,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1340,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1341,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1342,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1343,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1344,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1345,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1346,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1347,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,t
1348,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1349,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1350,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,t
1351,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1352,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1353,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1354,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1355,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1356,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1357,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1358,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1359,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1360,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1361,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1362,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1363,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1364,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1365,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1366,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1367,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1368,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1369,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1370,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1371,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1372,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1373,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1374,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,t
1375,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1376,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1377,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1378,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,t
1379,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1380,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,t
1381,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,f,f,t
1382,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,f,f,f,t
1383,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,f,f,t
1384,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,f,f,f,t
1385,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,t
1386,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,t
1387,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,f,f,f,t
1388,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,f,f,f,t
1389,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,f,f,t
1390,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,f,f,f,t
1391,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,f,f,t
1392,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,f,f,f,t
1393,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,f,f,t
1394,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,t
1395,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,f,f,f,t
1396,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,f,f,f,t
1397,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,t
1398,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,t
1399,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,f,f,f,t
1400,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,f,f,f,t
1401,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,f,f,f,t
1402,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,f,f,f,t
1403,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1404,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1405,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1406,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1407,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1408,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1409,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1410,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1411,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1412,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,t
1413,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1414,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
1415,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,t
