,eccen_num,height_num,blackand_num,p_black_num,class_cat,mean_tr_num
2029,2.714,7,54,0.203,1,2.25
2030,2.5,6,75,0.267,1,2.0
2031,1.0,6,36,0.417,1,1.88
2032,2.429,7,108,0.311,1,1.54
2033,2.857,7,92,0.25,1,1.46
2034,3.429,7,119,0.268,1,1.61
2035,2.714,7,88,0.278,1,1.37
2036,1.167,6,36,0.286,1,1.5
2037,1.571,7,64,0.325,1,1.47
2038,6.0,7,168,0.235,1,1.33
2039,2.8,5,60,0.386,1,1.69
2040,3.143,7,136,0.247,1,1.19
2041,0.5,8,11,0.25,1,8.0
2042,1.571,7,77,0.312,1,1.33
2043,4.857,7,223,0.298,1,1.31
2044,0.857,7,42,0.333,1,1.4
2045,5.0,9,326,0.259,1,1.4
2046,2.286,7,109,0.313,1,1.75
2047,1.571,7,59,0.39,1,1.76
2048,10.571,7,354,0.276,1,1.57
2049,4.429,7,146,0.286,1,1.55
2050,1.571,7,74,0.403,1,1.55
2051,5.875,8,227,0.266,1,1.56
2052,8.0,7,325,0.319,1,1.45
2053,3.429,7,128,0.196,1,1.38
2054,5.0,8,211,0.213,1,1.24
2055,4.5,6,160,0.241,1,1.11
2056,7.333,6,182,0.254,1,1.68
2057,2.889,9,121,0.175,1,1.37
2058,2.857,7,119,0.307,1,1.48
2059,3.167,6,106,0.333,1,1.27
2060,4.167,6,150,0.313,1,1.38
2061,1.833,6,64,0.333,1,1.57
2062,2.286,7,86,0.259,1,2.07
2063,6.6,5,149,0.376,1,1.44
2064,3.7,10,169,0.154,1,1.39
2065,1.1,10,60,0.2,1,2.2
2066,1.889,9,89,0.229,1,1.67
2067,0.556,9,28,0.244,1,1.83
2068,3.714,7,114,0.192,1,1.52
2069,3.0,7,123,0.259,1,1.46
2070,1.571,7,63,0.416,1,2.0
2071,12.286,7,422,0.294,1,1.69
2072,4.714,7,203,0.346,1,1.36
2073,1.286,7,47,0.349,1,1.69
2074,1.222,9,73,0.222,1,1.29
2075,2.444,9,151,0.212,1,1.62
2076,6.714,7,236,0.286,1,1.4
2077,1.571,7,50,0.299,1,1.77
2078,2.714,7,97,0.331,1,1.69
2079,3.571,7,124,0.303,1,1.51
2080,29.571,7,1117,0.249,1,1.29
2081,7.286,7,325,0.283,1,1.35
2082,4.333,6,106,0.288,1,1.41
2083,3.111,9,153,0.258,1,1.51
2084,2.167,6,61,0.359,1,1.33
2085,1.833,6,47,0.318,1,1.31
2086,3.75,8,160,0.242,1,1.35
2087,2.0,6,65,0.361,1,1.44
2088,2.75,4,44,0.432,1,1.36
2089,2.857,7,98,0.357,1,1.85
2090,6.143,7,241,0.319,1,1.41
2091,2.714,7,110,0.338,1,1.67
2092,5.857,7,232,0.307,1,1.52
2093,1.571,7,75,0.416,1,1.52
2094,2.143,7,105,0.343,1,1.64
2095,7.222,9,427,0.265,1,1.67
2096,1.571,7,74,0.377,1,1.45
2097,4.889,9,307,0.24,1,1.42
2098,1.0,7,47,0.306,1,1.67
2099,3.286,7,135,0.273,1,1.47
2100,1.0,7,49,0.327,1,2.0
2101,1.833,6,54,0.379,1,1.67
2102,1.5,4,24,0.542,1,1.63
2103,1.0,4,15,0.563,1,4.5
2104,3.4,5,73,0.388,1,1.83
2105,8.0,5,187,0.44,1,1.4
2106,6.333,6,190,0.377,1,1.51
2107,2.714,7,133,0.398,1,1.71
2108,2.571,7,90,0.238,1,1.15
2109,3.286,7,126,0.28,1,1.29
2110,1.0,7,49,0.347,1,1.42
2111,4.556,9,274,0.263,1,1.41
2112,2.667,9,197,0.287,1,1.72
2113,4.333,9,244,0.259,1,1.49
2114,5.778,9,336,0.306,1,1.66
2115,2.889,9,186,0.291,1,1.74
2116,6.429,7,223,0.254,1,1.29
2117,1.6,5,38,0.55,1,1.83
2118,2.4,5,59,0.55,1,2.2
2119,1.8,5,45,0.333,1,1.88
2120,6.0,8,214,0.221,1,1.37
2121,8.6,5,215,0.456,1,1.42
2122,6.667,6,175,0.296,1,1.37
2123,2.429,7,104,0.336,1,1.74
2124,3.778,9,151,0.209,1,1.42
2125,8.429,7,272,0.228,1,1.24
2126,10.111,9,599,0.206,1,1.37
2127,11.444,9,615,0.243,1,1.42
2128,2.6,5,60,0.431,1,1.87
2129,2.167,6,76,0.308,1,1.41
2130,6.4,5,160,0.406,1,1.41
2131,5.6,5,133,0.321,1,1.45
2132,1.2,5,30,0.433,1,1.63
2133,0.6,5,15,0.533,1,2.67
2134,3.286,7,151,0.329,1,1.39
2135,0.714,7,31,0.429,1,2.5
2136,2.167,6,69,0.359,1,1.65
2137,2.0,6,68,0.375,1,1.5
2138,2.0,9,115,0.259,1,1.56
2139,1.429,7,54,0.3,1,1.5
2140,1.571,7,73,0.364,1,1.47
2141,3.333,9,162,0.285,1,1.51
2142,4.714,7,174,0.364,1,1.68
2143,6.286,7,140,0.169,1,1.58
2144,17.444,9,763,0.222,1,1.58
2145,1.571,7,70,0.364,1,1.75
2146,3.167,6,90,0.289,1,1.38
2147,3.0,6,108,0.315,1,1.62
2148,2.667,6,96,0.354,1,1.48
2149,1.4,5,33,0.4,1,1.75
2150,0.8,5,16,0.45,1,3.0
2151,3.714,7,154,0.374,1,1.66
2152,5.0,7,230,0.269,1,1.32
2153,5.286,7,200,0.282,1,1.35
2154,5.333,9,319,0.257,1,1.41
2155,9.556,9,400,0.211,1,1.29
2156,0.8,5,20,0.6,1,2.4
2157,5.4,5,120,0.304,1,1.41
2158,2.143,7,87,0.371,1,1.77
2159,3.714,7,132,0.346,1,1.5
2160,2.857,7,83,0.25,1,1.35
2161,2.429,7,93,0.361,1,1.65
2162,9.111,9,415,0.245,1,1.48
2163,9.286,7,385,0.284,1,1.57
2164,10.222,9,531,0.24,1,1.54
2165,5.333,9,284,0.227,1,1.42
2166,7.429,7,349,0.266,1,1.21
2167,8.6,5,191,0.372,1,1.45
2168,0.8,5,14,0.5,1,10.0
2169,2.222,9,111,0.261,1,1.68
2170,2.333,6,52,0.298,1,1.79
2171,1.571,7,77,0.299,1,1.21
2172,1.857,7,82,0.374,1,1.7
2173,4.286,7,199,0.324,1,1.55
2174,4.429,7,148,0.281,1,1.56
2175,26.2,10,1715,0.185,1,1.31
2176,5.143,7,169,0.262,1,1.27
2177,2.571,7,126,0.357,1,1.55
2178,1.571,7,77,0.377,1,1.53
2179,3.571,7,175,0.371,1,1.63
2180,4.714,7,221,0.351,1,1.45
2181,1.889,9,151,0.307,1,1.38
2182,0.75,8,48,0.375,1,1.64
2183,1.857,7,75,0.308,1,1.33
2184,2.571,7,106,0.254,1,1.39
2185,5.429,7,167,0.252,1,1.4
2186,29.111,9,1657,0.209,1,1.38
2187,3.167,6,101,0.316,1,1.8
2188,6.4,5,159,0.413,1,1.35
2189,4.6,5,115,0.322,1,1.32
2190,1.0,5,18,0.28,1,1.75
2191,5.125,8,217,0.21,1,1.44
2192,1.429,7,57,0.329,1,1.28
2193,7.714,7,332,0.286,1,1.4
2194,1.778,9,118,0.174,1,1.32
2195,1.333,6,42,0.313,1,1.07
2196,1.571,7,76,0.299,1,1.35
2197,2.571,7,124,0.302,1,1.36
2198,5.889,9,323,0.252,1,1.54
2199,7.571,7,344,0.299,1,1.29
2200,11.889,9,811,0.217,1,1.34
2201,2.125,8,120,0.228,1,1.24
2202,4.0,8,204,0.207,1,1.23
2203,5.5,6,173,0.303,1,1.46
2204,1.778,9,103,0.208,1,1.5
2205,1.222,9,93,0.283,1,1.56
2206,2.778,9,205,0.249,1,1.51
2207,1.556,9,113,0.238,1,1.36
2208,2.0,7,88,0.337,1,1.94
2209,1.429,7,70,0.314,1,1.29
2210,5.556,9,311,0.22,1,1.32
2211,1.778,9,110,0.215,1,1.55
2212,3.286,7,133,0.28,1,1.45
2213,1.778,9,132,0.278,1,1.48
2214,2.0,9,159,0.241,1,1.44
2215,5.167,6,151,0.263,1,1.4
2216,11.333,6,274,0.257,1,1.15
2217,3.286,7,135,0.323,1,1.68
2218,5.125,8,286,0.293,1,1.43
2219,6.714,7,251,0.258,1,1.29
2220,3.333,6,113,0.333,1,1.21
2221,1.444,9,103,0.308,1,1.71
2222,6.111,9,345,0.255,1,1.38
2223,6.167,6,180,0.306,1,1.42
2224,1.286,7,53,0.302,1,1.73
2225,2.286,7,112,0.25,1,1.56
2226,2.429,7,107,0.269,1,1.52
2227,1.571,7,68,0.338,1,1.63
2228,3.571,7,156,0.331,1,1.41
2229,1.0,7,46,0.388,1,1.9
2230,2.0,7,77,0.367,1,1.57
2231,5.0,7,189,0.347,1,1.52
2232,3.833,6,123,0.283,1,1.11
2233,9.667,6,259,0.276,1,1.17
2234,2.2,5,49,0.436,1,1.71
2235,6.714,7,274,0.322,1,1.74
2236,1.4,5,35,0.457,1,1.45
2237,5.714,7,262,0.339,1,1.44
2238,1.0,8,61,0.234,1,2.5
2239,1.571,7,52,0.234,1,1.29
2240,1.857,7,79,0.286,1,1.37
2241,4.556,9,241,0.201,1,1.3
2242,2.571,7,117,0.214,1,1.13
2243,1.429,7,49,0.286,1,1.25
2244,5.857,7,208,0.321,1,1.48
2245,6.429,7,211,0.238,1,1.15
2246,22.333,9,825,0.152,1,1.27
2247,22.444,9,462,0.087,1,1.3
2248,1.8,5,43,0.444,1,1.43
2249,1.429,7,55,0.343,1,1.33
2250,2.111,9,110,0.275,1,1.52
2251,2.375,8,149,0.309,1,1.52
2252,4.667,9,213,0.198,1,1.15
2253,2.833,6,88,0.294,1,1.15
2254,1.167,6,39,0.262,1,1.38
2255,4.833,6,168,0.305,1,1.26
2256,20.444,9,1091,0.206,1,1.36
2257,3.889,9,291,0.26,1,1.37
2258,0.833,6,26,0.367,1,2.75
2259,0.833,6,25,0.333,1,1.67
2260,6.4,5,157,0.419,1,1.31
2261,2.2,5,51,0.4,1,1.57
2262,6.6,5,150,0.315,1,1.27
2263,4.667,9,228,0.235,1,1.37
2264,0.778,9,49,0.286,1,2.0
2265,4.333,9,245,0.256,1,1.64
2266,1.143,7,44,0.321,1,1.38
2267,0.571,7,19,0.321,1,9.0
2268,4.429,7,154,0.313,1,1.51
2269,6.75,8,317,0.183,1,1.34
2270,2.571,7,111,0.27,1,1.36
2271,1.571,7,71,0.221,1,1.21
2272,7.714,7,331,0.304,1,1.26
2273,1.857,7,89,0.407,1,1.76
2274,3.286,7,161,0.447,1,1.95
2275,4.429,7,183,0.304,1,1.32
2276,3.286,7,141,0.298,1,1.45
2277,1.667,6,33,0.267,1,1.78
2278,3.333,6,117,0.258,1,1.29
2279,0.6,5,14,0.6,1,3.0
2280,2.0,5,50,0.36,1,1.29
2281,3.0,7,126,0.286,1,1.35
2282,4.143,7,159,0.281,1,1.33
2283,1.857,7,75,0.275,1,1.32
2284,5.889,9,282,0.218,1,1.24
2285,4.889,9,239,0.258,1,1.38
2286,1.25,8,65,0.288,1,1.64
2287,2.714,7,88,0.263,1,1.35
2288,3.333,6,116,0.367,1,1.38
2289,1.0,7,29,0.306,1,2.14
2290,3.222,9,131,0.188,1,1.48
2291,0.8,5,15,0.45,1,2.25
2292,7.333,6,214,0.265,1,1.23
2293,1.2,5,27,0.433,1,1.63
2294,8.6,5,176,0.33,1,1.16
2295,49.75,8,2113,0.279,1,1.7
2296,1.667,6,51,0.45,1,1.93
2297,65.0,1,65,0.646,2,3.0
2298,3.9,10,213,0.285,1,1.91
2299,1.875,8,94,0.467,1,2.24
2300,2.5,8,116,0.375,1,1.88
2301,2.375,8,110,0.382,1,1.93
2302,5.75,8,225,0.34,1,1.79
2303,1.125,8,57,0.361,1,1.53
2304,6.0,8,283,0.341,1,1.96
2305,1.714,7,62,0.417,1,1.84
2306,1.167,6,42,0.524,1,2.0
2307,1.143,7,43,0.464,1,2.17
2308,1.125,8,46,0.319,1,2.09
2309,1.286,7,43,0.429,1,2.45
2310,0.667,9,28,0.407,5,5.5
2311,2.273,11,173,0.276,1,1.9
2312,1.0,8,64,0.516,1,2.54
2313,1.25,8,80,0.35,1,2.0
2314,4.0,9,229,0.349,1,1.82
2315,1.5,8,85,0.406,1,2.17
2316,2.429,7,108,0.429,1,1.89
2317,3.889,9,260,0.362,1,1.97
2318,4.857,7,224,0.462,1,2.34
2319,3.5,8,170,0.393,1,2.2
2320,1.4,5,35,0.543,1,2.11
2321,1.2,10,70,0.208,5,1.67
2322,0.75,24,163,0.139,5,2.07
2323,1.125,8,64,0.375,1,1.8
2324,1.25,8,71,0.475,1,2.92
2325,1.625,8,102,0.442,1,2.0
2326,5.375,8,325,0.398,1,1.69
2327,2.9,10,248,0.307,1,1.85
2328,1.2,10,104,0.333,1,1.82
2329,3.3,10,281,0.321,1,2.47
2330,1.5,8,96,0.427,1,1.64
2331,2.25,8,128,0.424,1,2.03
2332,2.5,10,162,0.32,1,2.0
2333,0.75,8,40,0.458,1,2.75
2334,1.214,14,92,0.113,5,1.8
2335,1.0,22,229,0.107,5,1.79
2336,0.25,16,34,0.156,5,5.0
2337,22.583,12,1818,0.248,1,1.86
2338,0.125,8,8,0.875,4,7.0
2339,1.313,16,173,0.095,5,1.6
2340,1.125,8,72,0.458,1,3.0
2341,5.375,8,323,0.398,1,2.4
2342,0.385,13,35,0.123,5,8.0
2343,3.25,8,177,0.423,1,2.44
2344,2.0,8,112,0.477,1,2.44
2345,1.25,8,79,0.45,1,1.71
2346,1.625,8,103,0.423,1,1.76
2347,2.0,8,111,0.383,1,1.96
2348,4.111,9,231,0.3,1,2.0
2349,3.75,8,189,0.45,1,2.3
2350,1.571,7,38,0.117,5,1.8
2351,1.333,6,45,0.542,1,2.0
2352,1.333,36,755,0.143,5,3.58
2353,0.873,55,960,0.142,5,4.26
2354,22.583,12,1999,0.246,1,1.95
2355,0.906,53,951,0.181,5,4.69
2356,1.125,8,65,0.431,1,2.07
2357,3.125,8,123,0.385,1,2.75
2358,3.818,11,351,0.292,1,1.93
2359,0.875,8,56,0.375,1,2.1
2360,2.375,8,152,0.388,1,1.74
2361,4.375,8,279,0.443,1,2.14
2362,2.5,8,160,0.506,1,2.45
2363,1.625,8,97,0.49,1,2.32
2364,2.3,10,178,0.361,1,2.44
2365,3.75,8,240,0.433,1,2.12
2366,1.655,29,373,0.116,5,5.06
2367,5.182,11,451,0.295,1,2.47
2368,6.556,9,440,0.348,1,2.26
2369,0.5,8,28,0.469,1,5.0
2370,7.9,10,530,0.324,1,2.19
2371,4.5,8,276,0.458,1,2.06
2372,1.1,10,110,0.473,1,2.48
2373,0.148,27,72,0.333,4,2.57
2374,2.909,11,315,0.301,1,1.89
2375,3.0,9,223,0.333,1,1.69
2376,1.333,9,108,0.37,1,2.0
2377,1.889,9,143,0.392,1,2.22
2378,3.091,11,326,0.324,1,2.47
2379,6.0,10,473,0.365,1,2.35
2380,1.5,8,90,0.417,1,2.0
2381,4.2,10,362,0.355,1,2.13
2382,1.125,8,53,0.389,1,2.15
2383,4.5,8,252,0.458,1,2.03
2384,2.556,9,185,0.386,1,2.42
2385,1.625,8,83,0.529,1,2.89
2386,2.9,10,242,0.383,1,2.47
2387,2.75,8,138,0.398,1,1.94
2388,2.375,8,149,0.401,1,1.97
2389,2.286,7,106,0.446,1,2.0
2390,4.333,9,256,0.368,1,2.58
2391,2.667,6,90,0.49,1,2.14
2392,0.19,21,54,0.31,5,3.71
2393,2.474,19,100,0.078,5,3.89
2394,22.583,12,1857,0.238,1,1.98
2395,6.571,7,98,0.177,2,8.14
2396,4.5,2,10,0.556,2,10.0
2397,23.0,2,51,0.511,2,47.0
2398,1.364,11,124,0.358,1,2.19
2399,8.545,11,698,0.28,1,2.03
2400,17.625,8,1102,0.371,1,1.84
2401,127.0,1,127,0.646,2,13.67
2402,13.0,1,13,0.846,2,5.5
2403,2.0,11,177,0.277,1,1.86
2404,1.778,9,144,0.375,1,2.08
2405,1.667,9,130,0.378,1,2.43
2406,4.182,11,425,0.283,1,1.81
2407,1.125,8,52,0.403,1,1.93
2408,1.727,11,188,0.378,1,1.93
2409,2.909,11,350,0.335,1,2.27
2410,3.3,10,324,0.391,1,2.05
2411,0.4,10,36,0.35,1,1.75
2412,1.7,10,170,0.382,1,2.41
2413,0.6,10,60,0.433,1,2.6
2414,43.0,3,146,0.305,2,11.8
2415,1.4,5,11,0.2,2,7.0
2416,0.619,21,84,0.168,1,2.3
2417,1.125,8,48,0.319,1,2.3
2418,0.684,19,136,0.215,1,1.51
2419,0.385,13,36,0.323,5,5.25
2420,10.111,9,633,0.32,1,2.2
2421,0.75,8,41,0.5,1,3.0
2422,1.75,8,112,0.455,1,1.96
2423,3.0,8,176,0.339,1,1.81
2424,12.889,9,919,0.339,1,1.86
2425,0.36,25,98,0.187,5,2.47
2426,1.0,9,74,0.358,1,1.81
2427,1.333,9,92,0.389,1,2.33
2428,1.9,10,155,0.379,1,2.12
2429,2.0,9,142,0.414,1,2.31
2430,4.375,8,280,0.382,1,2.02
2431,1.125,8,69,0.431,1,2.07
2432,2.5,10,209,0.384,1,2.46
2433,5.25,8,321,0.414,1,1.88
2434,2.875,8,173,0.359,1,1.65
2435,1.25,8,79,0.438,1,1.94
2436,0.5,8,19,0.438,5,7.0
2437,3.0,6,107,0.5,1,2.45
2438,0.529,17,76,0.209,5,1.88
2439,1.667,9,114,0.407,1,2.29
2440,2.375,8,107,0.368,1,2.33
2441,0.8,5,13,0.45,5,4.5
2442,3.545,11,305,0.317,1,2.47
2443,2.375,8,132,0.355,1,1.74
2444,0.5,8,32,0.375,1,1.5
2445,2.5,10,226,0.392,1,2.09
2446,2.7,10,201,0.367,1,2.02
2447,3.875,8,246,0.427,1,2.16
2448,4.5,6,131,0.475,1,2.33
2449,0.444,9,27,0.25,5,9.0
2450,2.167,6,72,0.551,1,2.53
2451,0.333,12,48,0.292,5,2.0
2452,0.833,6,30,0.367,5,2.2
2453,3.2,10,255,0.334,1,2.1
2454,0.75,8,38,0.375,1,3.0
2455,1.5,8,77,0.417,1,2.11
2456,3.3,10,250,0.318,1,2.33
2457,2.875,8,144,0.337,1,1.94
2458,1.5,8,92,0.427,1,1.86
2459,1.8,10,147,0.389,1,1.89
2460,1.8,10,111,0.306,1,2.5
2461,4.25,8,208,0.371,1,2.1
2462,3.5,10,249,0.337,1,2.62
2463,2.167,6,35,0.103,5,4.0
2464,2.75,4,41,0.159,5,1.75
2465,2.222,9,162,0.367,1,2.2
2466,4.5,8,288,0.406,1,1.89
2467,2.727,11,198,0.297,1,2.39
2468,0.889,54,685,0.143,5,6.85
2469,0.906,53,685,0.157,5,7.84
2470,0.923,52,619,0.138,5,7.67
2471,4.727,11,346,0.28,1,2.05
2472,7.909,11,634,0.253,1,1.89
2473,5.9,10,407,0.269,1,1.81
2474,6.125,8,291,0.406,1,1.81
2475,0.148,27,81,0.38,4,2.56
2476,2.889,9,199,0.385,1,1.88
2477,6.222,9,469,0.339,1,2.22
2478,5.222,9,383,0.362,1,2.01
2479,1.0,9,71,0.346,1,2.8
2480,0.444,9,31,0.472,1,5.67
2481,2.273,11,231,0.327,1,1.96
2482,4.222,9,299,0.371,1,1.87
2483,1.25,8,74,0.425,1,2.13
2484,2.333,6,82,0.571,1,2.4
2485,0.125,8,8,1.0,4,8.0
2486,1.091,11,129,0.455,1,2.22
2487,4.091,11,363,0.267,1,2.0
2488,4.778,9,380,0.344,1,1.82
2489,2.778,9,211,0.378,1,2.13
2490,4.1,10,341,0.339,1,2.01
2491,3.0,10,234,0.427,1,2.78
2492,1.875,8,120,0.558,1,2.91
2493,1.5,8,85,0.448,1,1.95
2494,1.0,6,33,0.528,1,3.17
2495,7.636,11,627,0.279,1,2.35
2496,6.625,8,384,0.33,1,2.09
2497,7.0,8,422,0.424,1,2.09
2498,1.5,8,86,0.583,1,2.8
2499,6.714,7,249,0.38,1,2.31
2500,0.111,9,9,1.0,4,9.0
2501,12.182,11,1145,0.286,1,2.36
2502,3.6,10,304,0.367,1,2.24
2503,7.182,11,620,0.321,1,2.11
2504,1.333,6,44,0.646,1,3.1
2505,7.833,6,57,0.202,2,57.0
2506,4.75,4,29,0.276,2,5.25
2507,24.727,11,2222,0.275,1,2.1
2508,47.0,1,47,1.0,2,47.0
2509,86.0,1,86,0.93,2,40.0
2510,17.0,1,17,1.0,2,17.0
2511,19.0,1,19,0.737,2,4.67
2512,22.583,12,2241,0.259,1,1.99
2513,2.625,8,153,0.357,1,1.67
2514,3.75,8,236,0.383,1,1.88
2515,1.0,11,99,0.388,1,2.24
2516,26.667,9,1542,0.259,1,1.66
2517,1.1,10,102,0.273,1,1.58
2518,0.9,10,80,0.344,1,2.82
2519,2.636,11,240,0.298,1,2.21
2520,3.5,8,223,0.411,1,1.92
2521,1.875,8,119,0.475,1,2.59
2522,0.875,8,56,0.411,1,1.92
2523,3.625,8,231,0.453,1,2.1
2524,1.0,8,50,0.391,1,2.78
2525,2.444,9,118,0.268,1,3.31
2526,3.0,6,106,0.537,1,2.64
2527,27.111,9,1758,0.237,1,1.59
2528,3.286,7,123,0.447,1,1.89
2529,1.5,8,69,0.427,1,2.73
2530,4.625,8,223,0.375,1,2.22
2531,1.125,8,71,0.458,1,2.2
2532,4.25,8,268,0.426,1,1.84
2533,2.2,10,135,0.377,1,2.44
2534,3.125,8,146,0.365,1,1.83
2535,30.222,9,1868,0.269,1,1.87
2536,1.75,8,95,0.42,1,2.04
2537,2.0,8,119,0.375,1,2.09
2538,3.889,9,263,0.33,1,2.0
2539,1.875,8,104,0.517,1,2.48
2540,3.125,8,151,0.405,1,1.98
2541,1.25,8,66,0.4,1,2.0
2542,1.5,8,77,0.385,1,2.18
2543,4.0,9,218,0.395,1,2.37
2544,0.667,6,24,0.667,1,8.0
2545,5.167,6,186,0.5,1,1.94
2546,0.667,6,19,0.625,1,5.0
2547,27.1,10,1668,0.239,1,1.94
2548,24.727,11,2039,0.279,1,1.97
2549,0.111,9,9,1.0,1,9.0
2550,3.125,8,146,0.37,1,2.06
2551,2.909,11,270,0.344,1,2.69
2552,2.625,8,168,0.435,1,1.97
2553,1.25,8,73,0.425,1,2.0
2554,3.875,8,184,0.411,1,2.04
2555,6.125,8,391,0.441,1,1.9
2556,2.875,8,182,0.38,1,1.75
2557,2.25,8,134,0.403,1,1.81
2558,1.714,7,84,0.464,1,2.17
2559,3.0,9,208,0.358,1,1.85
2560,1.75,8,86,0.464,1,2.6
2561,1.5,8,76,0.375,1,2.57
2562,4.0,8,176,0.367,1,2.47
2563,2.778,9,159,0.32,1,2.25
2564,7.818,11,708,0.297,1,1.95
2565,1.5,8,89,0.427,1,2.05
2566,2.429,7,89,0.429,1,2.22
2567,8.909,11,649,0.276,1,2.15
2568,6.25,8,296,0.428,1,2.31
2569,2.8,10,184,0.375,1,2.33
2570,4.111,9,218,0.333,1,2.22
2571,6.375,8,303,0.37,1,2.19
2572,0.75,8,39,0.396,1,1.58
2573,1.0,8,64,0.484,1,3.44
2574,0.625,8,40,0.45,1,3.0
2575,4.0,11,396,0.308,1,2.01
2576,4.75,8,227,0.401,1,2.65
2577,2.273,11,250,0.36,1,2.11
2578,5.1,10,429,0.308,1,1.89
2579,3.889,9,254,0.381,1,2.14
2580,1.5,8,81,0.51,1,2.58
2581,4.375,8,260,0.418,1,2.39
2582,5.429,7,225,0.414,1,2.44
2583,3.125,8,163,0.515,1,2.64
2584,0.875,8,56,0.375,1,2.63
2585,0.5,8,32,0.406,1,2.17
2586,1.75,8,75,0.357,1,2.0
2587,1.778,9,107,0.382,1,2.29
2588,2.818,11,283,0.323,1,2.08
2589,2.0,10,174,0.385,1,2.14
2590,2.111,9,142,0.392,1,2.31
2591,2.5,10,170,0.408,1,2.43
2592,2.0,8,87,0.453,1,2.9
2593,5.778,9,387,0.359,1,2.4
2594,4.5,8,288,0.427,1,2.05
2595,3.0,8,157,0.406,1,2.23
2596,2.125,8,100,0.463,1,2.86
2597,1.625,8,103,0.404,1,2.1
2598,6.625,8,375,0.344,1,1.83
2599,4.7,10,328,0.338,1,2.3
2600,4.429,7,215,0.461,1,2.44
2601,0.714,7,28,0.514,1,9.0
2602,3.6,5,90,0.689,1,3.44
2603,0.8,5,16,0.7,1,7.0
2604,13.636,11,879,0.186,1,2.06
2605,25.25,8,1114,0.313,1,1.83
2606,22.667,12,1965,0.249,1,2.01
2607,16.818,11,1681,0.295,1,1.94
2608,10.25,8,650,0.402,1,2.1
2609,1.182,11,112,0.35,1,2.08
2610,1.5,8,90,0.479,1,2.3
2611,4.75,8,244,0.461,1,2.3
2612,1.25,8,73,0.388,1,2.21
2613,1.5,8,86,0.448,1,2.05
2614,1.3,10,107,0.385,1,2.0
2615,2.0,8,106,0.398,1,2.68
2616,2.0,8,128,0.516,1,2.54
2617,1.125,8,69,0.528,1,3.17
2618,0.5,8,23,0.469,1,5.0
2619,2.25,8,136,0.361,1,2.17
2620,3.714,7,178,0.445,1,2.25
2621,1.4,5,31,0.657,1,3.83
2622,0.8,5,17,0.65,1,3.25
2623,24.636,11,2171,0.278,1,1.99
2624,21.818,11,1674,0.27,1,2.05
2625,3.25,8,136,0.37,1,2.41
2626,24.727,11,2036,0.281,1,2.0
2627,1.889,9,144,0.451,1,2.46
2628,2.125,8,136,0.346,1,2.47
2629,4.8,10,414,0.36,1,2.16
2630,5.222,9,377,0.336,1,1.78
2631,1.0,8,64,0.5,1,2.91
2632,3.375,8,208,0.435,1,2.14
2633,2.222,9,131,0.35,1,1.91
2634,1.625,8,95,0.394,1,2.28
2635,3.778,9,216,0.386,1,2.41
2636,1.875,8,117,0.433,1,2.0
2637,3.25,8,208,0.394,1,2.16
2638,6.7,10,543,0.321,1,2.29
2639,2.556,9,172,0.362,1,1.92
2640,4.5,8,266,0.427,1,1.98
2641,1.5,8,91,0.469,1,2.14
2642,2.5,10,202,0.392,1,2.51
2643,24.727,11,2103,0.283,1,1.97
2644,5.5,6,197,0.52,1,2.24
2645,2.222,9,126,0.361,1,2.32
2646,3.222,9,252,0.414,1,2.4
2647,2.111,9,156,0.386,1,2.2
2648,2.5,8,160,0.456,1,2.35
2649,2.25,8,129,0.403,1,2.52
2650,0.875,8,49,0.411,1,2.09
2651,1.625,8,95,0.49,1,2.68
2652,3.4,10,253,0.356,1,1.98
2653,1.875,8,120,0.5,1,2.14
2654,23.727,11,1849,0.257,1,2.01
2655,4.25,8,213,0.419,1,2.0
2656,2.909,11,287,0.332,1,1.86
2657,1.091,11,108,0.295,1,3.0
2658,2.889,9,206,0.316,1,1.85
2659,1.778,9,114,0.326,1,1.74
2660,3.273,11,313,0.283,1,2.07
2661,7.111,9,400,0.345,1,2.29
2662,22.273,11,2235,0.252,1,1.86
2663,2.1,10,170,0.3,1,1.91
2664,2.333,6,84,0.571,1,2.29
2665,6.0,6,214,0.509,1,2.0
2666,4.636,11,462,0.294,1,2.06
2667,6.636,11,678,0.27,1,2.03
2668,2.625,8,132,0.411,1,2.23
2669,3.375,8,216,0.407,1,2.05
2670,5.455,11,401,0.32,1,2.01
2671,1.75,8,112,0.446,1,2.17
2672,4.909,11,437,0.258,1,1.99
2673,0.875,8,43,0.446,1,3.13
2674,8.273,11,598,0.286,1,2.33
2675,1.75,8,109,0.446,1,2.27
2676,0.875,8,56,0.429,1,2.18
2677,1.5,8,89,0.458,1,2.2
2678,2.625,8,167,0.411,1,2.56
2679,2.25,8,127,0.396,1,1.84
2680,1.5,6,54,0.556,1,2.14
2681,2.182,11,210,0.307,1,2.08
2682,4.875,8,291,0.388,1,2.2
2683,1.5,8,96,0.438,1,2.0
2684,3.0,10,235,0.367,1,2.29
2685,1.0,8,64,0.516,1,2.36
2686,1.5,8,96,0.438,1,1.91
2687,3.25,8,208,0.389,1,2.31
2688,2.0,8,114,0.438,1,2.67
2689,4.727,11,491,0.262,1,1.79
2690,2.273,11,256,0.335,1,2.56
2691,3.2,10,261,0.338,1,1.83
