,x27_num,x9_num,x14_num,class_cat,x2_num,x30_num,x13_num,x36_num,x17_num,x37_num,x38_num,x29_num,x24_num,x12_num,x16_num,x1_num,x33_num,x23_num,x25_num,x19_num
4045,-0.37,2.44,2.48,0,0.17,0.8,1.53,-0.04,3.38,0.64,-1.08,-0.58,-0.39,2.22,2.74,1.83,1.46,0.41,1.01,-0.18
4046,-0.42,3.09,-0.85,0,-1.3,-0.42,0.35,-0.16,0.9,-0.36,-0.01,-0.69,0.32,1.34,0.81,0.76,-0.23,-0.7,0.13,0.36
4047,0.26,2.51,2.36,0,0.7,0.02,1.77,-0.5,2.02,1.09,-0.02,-0.08,0.7,2.06,4.19,0.29,-0.17,0.62,-1.24,1.27
4048,-0.99,3.95,0.02,1,-0.34,-0.75,4.47,0.44,-2.24,0.15,-0.05,0.65,1.98,4.0,0.93,0.76,-1.2,0.45,0.21,-2.53
4049,2.77,3.15,2.63,0,1.45,-0.62,1.39,-0.44,2.1,0.54,-0.25,-0.15,1.09,0.86,1.76,0.27,-1.65,-0.57,1.07,0.61
4050,-0.0,3.07,4.45,2,1.21,0.66,4.31,2.11,1.27,1.36,0.42,-1.6,-0.23,3.49,2.17,1.83,-0.64,1.46,0.54,1.02
4051,-0.64,4.36,4.65,1,-1.83,-0.06,3.09,0.56,-1.51,1.35,1.09,-1.25,1.97,3.99,0.65,-1.46,0.15,-2.19,-0.65,0.99
4052,-0.61,0.39,1.37,0,-0.05,-0.87,0.69,-0.32,1.31,0.57,-0.27,-0.23,-1.24,1.54,5.17,0.56,-0.7,-0.75,1.04,1.57
4053,-0.06,0.91,3.38,2,0.96,0.41,1.97,1.12,2.59,-1.04,1.47,0.61,-0.69,3.03,3.37,0.96,-0.89,-1.05,-0.74,1.08
4054,0.53,2.48,5.31,2,-0.44,0.39,2.54,-0.61,0.5,0.65,0.72,0.9,-0.58,3.71,2.42,0.01,-0.46,-0.66,-1.05,0.62
4055,1.87,0.47,4.85,2,0.8,0.9,3.34,1.0,2.72,-2.23,-1.5,0.83,-1.84,1.99,6.31,-0.61,-0.08,-0.53,-0.46,1.68
4056,-0.91,0.83,3.95,2,-1.45,-0.28,6.09,1.38,2.89,-1.2,1.81,1.72,0.11,2.61,3.66,1.04,0.1,-1.81,0.79,1.46
4057,-0.92,4.7,0.51,1,1.49,0.88,0.85,0.43,0.42,1.14,0.1,1.26,-0.52,1.53,-0.44,-0.74,-1.06,-0.36,0.23,-0.18
4058,-0.97,-0.45,4.27,0,1.48,-0.82,2.12,0.62,3.53,-0.92,0.44,-1.67,-0.55,3.24,4.91,-1.13,0.13,0.82,1.31,1.5
4059,0.08,4.28,2.24,1,-0.08,0.63,3.06,0.67,1.5,0.74,0.76,0.22,1.88,3.8,1.38,1.04,-2.12,-0.35,-0.07,0.08
4060,-1.87,1.58,4.99,2,0.08,0.95,4.97,0.55,3.33,-0.3,-0.22,0.56,-1.48,5.54,2.41,-0.05,0.05,1.0,-0.1,1.47
4061,-0.44,4.24,0.34,1,-0.08,-0.55,3.18,-0.69,0.23,-0.6,0.69,-0.57,-0.5,2.55,1.47,-0.04,0.95,-0.33,0.42,0.32
4062,1.72,3.79,0.94,1,0.19,-0.59,2.3,0.72,-0.16,-1.07,1.72,1.12,1.72,3.15,0.19,0.44,2.4,-0.12,-1.29,0.25
4063,0.26,4.25,5.9,2,0.16,-0.99,4.18,-0.15,2.11,-0.32,-0.32,-1.16,-0.53,2.68,2.09,0.1,-1.04,-0.44,2.04,-0.26
4064,0.86,3.84,2.09,2,-1.05,-0.69,2.87,-1.12,0.75,0.62,0.46,0.23,1.52,5.75,0.5,2.01,0.75,0.61,-1.75,0.76
4065,-2.59,3.53,1.52,2,-0.97,-0.29,4.18,-1.21,0.97,-0.4,0.94,0.98,-2.25,4.87,1.69,-0.33,-0.72,1.94,-0.65,1.85
4066,2.16,0.82,4.81,2,1.05,-0.09,4.11,0.61,5.42,-1.06,1.48,2.29,-0.62,1.99,4.21,-1.59,0.82,-0.03,1.59,0.64
4067,0.45,2.27,2.64,0,-0.47,0.64,1.32,1.33,4.05,0.31,1.92,0.34,2.51,2.45,4.45,-1.0,1.36,0.44,-0.82,0.45
4068,-0.43,5.67,2.7,1,0.13,-1.36,1.58,0.09,-0.59,2.04,-0.19,-1.32,1.1,3.72,-0.78,0.9,2.43,-1.14,0.8,2.44
4069,-1.19,0.57,4.66,2,-0.05,-1.29,2.94,0.61,2.56,0.45,0.58,-1.43,0.32,2.52,6.86,0.73,-0.12,-0.49,-0.55,0.73
4070,2.87,2.49,4.06,2,-0.11,-1.51,3.31,1.83,1.91,-0.52,0.27,0.56,0.45,4.01,4.48,-0.51,-0.87,0.0,0.67,2.22
4071,-1.39,4.56,0.31,0,1.16,0.96,1.02,-1.29,2.45,1.21,-0.27,1.63,0.02,1.6,0.54,0.33,-0.15,-0.89,0.28,-0.58
4072,-0.54,-1.15,5.66,2,0.07,0.05,3.26,-0.7,3.95,0.08,-1.87,-0.45,-1.68,1.77,4.82,0.16,1.8,0.86,-1.54,3.03
4073,-0.18,3.83,2.66,1,-0.02,-1.02,5.02,0.09,0.9,-0.17,-1.2,-1.11,0.96,4.72,1.35,0.33,0.41,1.09,0.72,1.22
4074,0.24,4.29,3.75,1,0.5,-1.19,2.58,0.76,-0.26,-0.5,0.61,1.55,-1.24,5.27,1.27,0.07,0.05,-0.16,1.37,-0.21
4075,-2.35,3.51,4.68,2,1.49,0.05,4.01,1.51,2.24,-1.04,-0.92,-0.03,0.7,5.31,1.36,1.78,1.79,-1.74,0.64,-0.49
4076,-0.85,4.17,4.47,2,-0.9,-0.16,2.79,0.09,-0.14,-0.3,0.24,2.08,-1.08,6.06,1.97,1.16,0.17,1.16,-0.5,0.44
4077,0.1,1.72,3.94,2,0.45,2.45,4.18,1.52,0.6,-0.24,-0.2,0.59,0.78,3.35,1.32,-2.04,-1.08,-0.12,0.75,1.03
4078,-0.81,2.84,2.18,0,-0.51,-0.35,1.42,-0.17,3.21,-0.08,0.68,-0.99,1.71,3.7,1.36,1.48,-0.84,0.19,1.54,1.09
4079,-0.05,4.93,4.25,2,1.47,0.28,3.14,-0.51,1.19,2.07,0.24,-0.61,-1.15,2.6,1.53,-0.63,0.86,0.6,-0.71,2.61
4080,-0.23,-0.65,3.38,0,0.78,-0.15,4.21,0.46,5.47,-1.11,1.51,-0.39,-0.61,4.03,4.92,0.03,0.74,0.86,-1.48,2.77
4081,1.29,2.01,3.92,0,0.98,0.76,3.36,-0.52,2.23,1.64,0.68,-0.99,-1.31,2.39,4.55,-1.33,-0.64,-0.66,0.03,2.25
4082,-1.12,3.71,2.74,1,0.82,-0.62,4.05,-0.93,-1.26,0.44,1.06,-0.1,-1.38,3.76,-1.36,0.91,0.7,0.13,-0.23,0.25
4083,-0.35,4.04,0.22,1,0.61,0.31,0.62,-1.52,0.75,0.11,0.3,1.29,-0.08,0.3,0.51,0.61,-0.29,-1.38,1.03,-0.74
4084,-1.1,3.13,2.62,1,1.09,1.06,2.23,1.22,1.64,1.86,0.22,-0.48,-1.74,6.0,0.83,-0.49,0.37,-0.28,2.13,0.47
4085,0.84,1.03,5.23,2,0.31,-0.29,3.76,1.99,3.67,-1.88,1.7,-0.38,1.08,3.6,3.65,-1.34,-0.02,0.77,-0.64,1.48
4086,-0.04,1.51,4.02,0,0.88,-2.15,1.21,-0.79,2.51,-0.27,1.48,0.05,0.92,3.07,2.85,0.21,0.84,-0.41,-2.29,2.19
4087,-0.32,3.51,3.0,2,-0.57,0.81,3.33,-1.7,1.1,0.24,1.67,0.22,-1.24,4.69,0.37,0.4,-0.79,-0.52,-0.26,1.35
4088,-0.2,1.58,3.99,0,2.08,0.6,1.58,-0.35,2.6,0.43,0.85,-0.39,0.03,2.54,6.34,-0.76,-0.39,0.76,0.77,2.66
4089,-0.32,4.35,3.18,1,0.06,-0.21,2.45,-0.6,0.12,-0.84,0.22,0.81,0.35,3.44,1.74,-0.38,-0.3,1.2,-0.24,0.59
4090,-0.72,1.07,3.92,2,-0.94,0.03,5.58,0.61,2.96,0.59,0.24,0.28,1.87,4.1,5.17,0.56,-1.78,-0.64,0.05,0.78
4091,-1.5,3.05,-0.53,1,1.84,-1.43,3.68,-1.75,1.56,-0.04,-2.16,-1.17,0.98,3.61,-0.93,-0.19,1.26,1.33,0.9,1.83
4092,-1.0,3.5,1.91,0,0.14,0.9,1.2,-0.63,1.29,0.27,0.15,0.07,-0.79,0.7,1.02,-0.58,-1.12,-0.11,-0.58,0.82
4093,0.25,2.98,3.15,2,0.21,-0.88,3.74,-0.07,1.69,0.28,1.47,0.2,-0.14,4.46,3.21,-0.49,0.24,0.75,-0.22,0.17
4094,-0.82,1.94,3.32,2,0.76,-0.31,4.16,1.1,0.09,-0.45,-0.92,0.26,0.82,3.84,2.25,0.8,-0.61,1.91,0.87,-1.27
4095,1.0,3.11,3.02,2,0.71,-1.01,2.9,0.89,1.72,-0.99,1.59,1.26,1.36,4.14,3.87,0.06,-1.12,0.76,-1.18,0.58
4096,-1.37,-0.04,4.33,0,0.64,0.27,4.35,0.6,2.0,0.68,0.12,0.03,-1.01,3.2,3.12,0.27,-0.39,-0.64,-0.23,2.54
4097,-0.54,1.13,5.75,2,0.27,0.64,4.78,0.91,3.01,-3.25,1.93,-0.25,0.79,2.97,4.39,0.0,1.1,2.18,1.05,0.37
4098,-1.66,2.59,2.03,1,-0.33,1.7,1.09,0.64,-0.32,-0.08,0.63,1.69,-1.82,5.44,0.84,-0.03,-0.28,-0.05,0.99,0.97
4099,1.58,4.38,0.15,0,0.87,-0.19,-1.04,-1.28,0.4,-0.99,0.24,1.25,-1.48,1.84,-0.22,0.05,0.56,-1.18,-0.2,-0.74
4100,0.78,4.25,-0.1,0,1.57,-0.53,-1.49,1.03,-0.31,0.44,-0.93,0.14,0.87,1.41,-1.3,-0.17,-0.17,-0.33,-0.96,-0.63
4101,-1.11,3.23,0.48,0,0.39,0.9,1.3,0.08,2.75,0.54,-0.16,0.09,0.3,1.38,0.98,0.09,-1.76,-0.22,-0.3,0.37
4102,-0.62,4.27,-0.12,0,1.02,-0.52,-0.32,-0.16,0.82,-2.28,-1.84,0.58,1.25,1.52,0.39,0.19,-0.29,-1.11,0.44,-0.28
4103,-0.11,2.7,3.64,2,2.37,2.55,3.93,0.26,1.55,0.3,0.11,0.51,0.01,4.26,3.37,-1.39,0.07,0.0,1.46,0.63
4104,0.44,0.93,2.24,2,1.73,0.86,5.17,0.52,3.65,0.03,0.2,0.04,-1.23,2.25,3.99,-1.5,1.43,-0.51,0.45,-0.29
4105,0.31,3.6,1.8,0,1.42,1.28,0.5,0.84,0.88,0.41,0.69,1.07,-0.31,0.05,2.44,-1.12,-1.65,-0.56,0.69,-1.51
4106,-0.82,3.23,1.21,2,1.97,-0.87,2.4,-2.3,2.96,-0.24,0.16,0.12,-1.65,3.56,3.09,1.42,-0.41,0.33,-0.11,1.95
4107,-0.48,2.26,2.42,0,0.24,0.53,2.45,2.22,1.94,-0.65,-1.39,-0.07,1.17,3.2,3.65,1.95,0.13,0.93,1.56,0.5
4108,-2.08,1.61,2.19,2,-0.96,0.73,3.85,-0.48,2.19,-1.88,0.25,0.98,-0.08,5.86,5.05,1.42,-0.13,1.49,-1.21,0.46
4109,-1.23,1.85,5.08,2,-1.51,-0.92,3.58,0.75,4.29,-0.31,-1.4,0.99,1.84,3.89,3.11,-1.3,1.42,-0.89,0.91,2.77
4110,-1.6,3.62,2.3,0,1.48,-1.13,2.5,-0.04,1.01,0.52,0.08,0.47,0.37,3.48,0.63,-0.05,-0.17,-3.34,-0.15,1.75
4111,-0.53,0.15,2.52,0,-1.08,-1.32,3.02,1.26,3.77,-0.25,-0.76,2.16,-0.43,3.01,4.3,-1.64,1.1,-0.42,1.06,2.64
4112,1.54,1.5,3.98,2,-0.29,0.11,3.76,0.53,1.47,0.17,0.87,0.13,0.71,3.68,4.11,0.01,0.62,-0.11,0.8,0.68
4113,0.83,1.67,3.39,0,1.42,0.16,2.16,0.21,2.63,2.15,-0.57,0.09,0.68,1.58,3.48,-0.43,0.76,-1.95,0.04,2.66
4114,1.02,0.32,5.07,0,0.81,-0.45,4.21,1.02,5.96,0.07,1.1,1.7,-0.56,3.27,5.11,-0.53,1.44,0.33,1.78,1.71
4115,-2.13,2.12,3.03,2,0.3,-0.14,3.5,1.54,4.04,1.74,0.53,0.25,-0.07,3.83,4.47,-0.64,0.33,0.34,-1.01,0.29
4116,-0.3,-0.26,3.76,0,1.28,-0.82,1.44,1.0,3.29,-1.53,-0.02,-0.52,-0.41,0.33,3.38,-0.23,0.23,-0.17,-1.39,0.9
4117,0.6,3.89,3.75,2,0.25,0.49,3.42,-0.48,0.23,-0.89,1.74,0.29,0.19,5.6,3.43,0.99,0.96,-1.47,1.18,-0.21
4118,-0.11,4.59,1.1,1,0.66,0.57,4.19,-1.59,-0.31,-1.11,-0.81,0.84,-1.52,5.3,-2.24,0.05,-0.9,-0.71,-0.1,0.39
4119,1.54,3.37,2.46,0,1.29,0.64,1.31,0.5,1.82,-0.14,1.78,-0.64,-0.35,1.77,1.69,0.37,-1.22,0.37,-0.18,3.12
4120,-1.02,0.85,1.72,0,-1.26,0.12,0.75,0.44,2.38,-1.68,0.39,-0.5,-2.19,3.0,1.5,-0.45,1.46,0.69,-0.07,-0.16
4121,0.77,2.71,2.94,0,0.25,1.25,1.5,-1.82,1.91,-0.55,-0.22,-0.49,0.64,1.73,0.92,0.52,-0.27,1.47,-1.71,2.23
4122,0.28,1.65,3.75,2,0.3,1.67,5.57,-1.69,2.31,-0.42,1.47,-0.72,0.05,5.57,3.13,-0.28,0.43,1.28,-0.12,0.55
4123,-0.34,2.75,2.91,2,-0.1,0.49,4.22,0.51,2.52,1.67,-0.93,0.05,0.14,3.14,2.68,-0.41,0.42,0.39,-0.39,-0.34
4124,1.23,5.59,4.44,2,0.24,-1.37,3.89,-1.25,2.71,0.36,-2.2,-0.28,-1.47,5.63,2.26,-1.74,0.69,0.43,0.1,0.27
4125,0.48,1.0,4.6,0,-0.86,-0.66,3.19,0.74,4.69,-0.87,0.45,-0.04,-2.01,2.6,5.53,-1.27,1.09,0.13,-0.76,0.61
4126,1.1,3.14,2.25,1,1.81,-0.23,0.53,0.55,-0.05,0.17,-1.24,1.18,0.46,1.31,0.21,-0.72,1.43,-2.03,0.17,-0.54
4127,-0.11,2.53,1.54,2,-2.38,0.58,5.32,-0.07,-0.77,-0.91,-0.73,0.05,-1.59,3.72,2.67,0.21,0.63,-0.6,0.47,-1.39
4128,-1.41,1.38,0.94,0,0.8,-1.68,0.94,-1.93,-1.67,0.17,-2.07,1.81,-0.64,1.5,0.16,-0.17,-0.98,0.68,1.6,-0.63
4129,-2.13,2.35,1.16,2,-0.33,0.13,3.83,0.05,-1.28,-0.29,-0.04,0.14,0.44,4.17,2.35,-0.46,0.63,-0.73,0.64,-0.09
4130,0.34,4.38,1.02,1,2.01,-0.94,2.28,1.36,-1.02,0.96,0.11,1.61,-2.07,0.62,1.1,-0.05,0.25,-0.36,0.05,1.44
4131,-0.86,1.42,3.13,1,1.23,1.93,2.32,0.0,0.1,-0.2,0.62,2.39,-0.4,2.86,-0.08,0.49,1.13,-0.04,-0.55,-0.99
4132,-1.63,2.18,2.16,0,1.29,-0.3,1.71,-0.57,-0.48,-1.09,0.95,-1.78,0.86,0.06,-0.62,-0.06,-0.39,1.5,-0.12,0.3
4133,-0.88,5.59,-1.23,1,0.88,-0.54,1.76,-0.67,-0.56,1.69,-0.47,0.18,-0.26,1.59,0.38,0.62,0.26,0.28,2.85,-0.82
4134,-0.97,4.9,1.84,1,0.47,-1.57,2.83,-0.01,-0.28,0.66,0.7,-0.71,0.01,3.73,0.09,0.38,-0.18,-2.16,-1.22,0.42
4135,-0.19,0.09,5.0,2,0.15,-0.47,3.39,-0.73,1.21,0.14,-2.47,-0.63,-0.34,4.9,3.58,-1.42,0.54,0.23,-1.09,1.68
4136,2.06,4.83,1.69,0,1.3,0.71,1.62,0.53,0.55,-0.65,-0.46,-0.81,-0.26,2.84,1.91,-0.72,0.24,-0.04,1.4,1.49
4137,-0.1,4.7,0.21,1,0.29,0.53,1.38,1.3,0.11,0.2,-0.37,-1.06,-0.3,3.52,0.94,0.82,-1.05,0.44,0.01,0.08
4138,0.14,6.33,0.97,1,1.12,0.22,-0.3,-0.66,1.3,0.02,2.48,-1.02,0.14,1.03,0.0,-0.38,-0.69,-0.17,-0.67,0.61
4139,0.95,0.18,5.29,2,-1.32,-0.42,5.04,-1.34,4.67,-1.6,-1.31,-0.65,0.1,4.38,3.93,-0.63,1.84,-0.69,-0.61,1.99
4140,1.19,4.04,2.17,1,-1.67,0.17,3.38,-1.55,1.01,-0.19,-1.28,0.46,-0.86,5.64,1.52,1.12,-0.58,-2.0,-0.55,-1.25
4141,1.52,4.57,2.41,0,2.03,0.58,1.54,-0.31,-0.37,0.09,-0.0,-0.01,-0.58,2.95,2.0,-1.5,-1.06,0.62,1.08,0.57
4142,0.67,0.38,5.47,2,-0.21,-2.21,4.62,1.8,3.79,1.38,-0.83,0.48,-1.51,4.53,5.59,-0.54,2.01,-0.27,1.47,1.06
4143,1.45,4.64,1.63,1,0.38,-0.45,3.18,-0.09,-0.87,2.49,0.71,-0.03,0.69,4.09,1.06,1.04,-0.04,-0.14,0.96,1.67
4144,0.3,-0.2,5.64,0,-0.1,1.36,3.12,-1.17,2.98,0.63,-0.06,-0.74,0.92,2.91,4.02,0.34,1.15,0.01,0.29,2.65
4145,0.15,2.48,3.53,2,-0.35,-2.72,1.79,0.12,-2.58,0.49,-0.33,-0.14,-0.81,3.7,2.39,-0.83,-0.08,-0.07,0.68,0.84
4146,0.05,4.36,3.31,0,-0.27,-0.53,2.92,-0.34,1.02,-0.35,-1.5,-0.22,-0.26,0.54,3.22,-0.59,0.36,-1.85,-0.71,-1.98
4147,-1.34,3.96,-0.06,1,-0.91,-0.48,2.05,0.55,-0.66,-1.81,-0.03,-1.52,-0.36,5.59,2.24,0.09,-0.96,0.09,-1.55,-0.25
4148,1.25,3.21,5.95,2,1.18,0.3,3.93,0.27,3.07,1.16,-0.03,-0.68,-0.31,4.6,3.58,1.14,1.63,-0.73,-2.04,0.07
4149,-1.13,2.49,3.21,2,-1.14,1.53,4.06,-0.64,1.07,-0.01,-0.49,-0.28,0.7,4.14,1.41,1.66,-1.38,1.26,1.79,-1.86
4150,-0.0,5.17,1.38,1,0.65,-1.15,1.81,-0.94,0.7,0.96,2.0,0.06,-0.3,4.96,1.73,-0.86,-0.38,0.93,-0.35,1.16
4151,0.08,1.1,5.43,2,0.04,-1.84,4.93,-1.03,3.64,-0.16,-0.07,0.5,-0.92,4.88,3.03,-1.19,-1.77,-0.84,-0.55,1.98
4152,-0.65,2.09,0.32,0,0.6,-0.73,2.77,-0.8,2.32,-1.14,1.22,0.55,-0.17,3.84,2.13,-1.88,-1.0,1.05,0.66,1.39
4153,-0.61,2.3,0.04,0,1.66,0.3,0.54,-0.46,2.94,-2.18,-0.3,-0.43,2.16,1.79,2.37,-1.05,-1.68,-0.34,-0.31,2.3
4154,-1.0,2.09,2.63,0,0.52,1.28,5.01,-1.57,3.05,1.26,-1.65,0.8,-0.46,5.07,3.2,-1.77,-0.49,0.21,0.2,1.38
4155,-0.5,2.78,3.84,2,-0.34,1.58,3.67,-1.33,2.4,-1.66,0.35,0.42,0.01,3.45,3.5,-0.06,-0.86,-0.08,1.59,2.48
4156,-1.26,1.47,2.18,0,-1.5,-2.29,3.86,0.26,2.8,-0.35,-1.03,-0.91,-2.32,3.73,4.82,0.36,-0.64,-0.37,-1.24,2.44
4157,-0.08,0.43,2.99,2,-0.28,1.1,4.5,0.05,3.0,1.25,-0.36,1.12,-0.22,4.16,1.96,0.6,0.02,0.21,1.79,1.75
4158,0.88,2.01,4.75,2,-1.68,0.65,4.09,0.44,2.74,0.63,-1.19,0.19,2.06,5.52,4.13,1.21,0.95,-0.06,-0.65,0.21
4159,-0.47,3.56,1.59,1,0.75,-0.77,3.56,0.81,0.29,-0.48,0.29,1.13,-1.28,4.27,3.3,0.23,0.99,0.55,0.1,0.35
4160,0.43,2.78,4.99,2,1.05,1.55,4.26,-0.24,1.58,-1.59,-0.07,0.95,0.31,5.58,2.5,-0.43,-1.28,-1.43,0.07,1.83
4161,-1.72,2.36,5.52,2,0.96,-0.81,3.77,0.24,2.56,-0.32,0.65,-0.9,-1.72,3.94,4.53,0.56,0.58,0.24,0.8,2.37
4162,0.29,1.18,4.04,2,-0.69,-0.02,3.61,0.33,1.4,-1.24,0.62,1.0,0.24,4.26,2.39,1.37,-0.55,-2.64,1.08,0.53
4163,-0.5,3.37,4.36,2,0.35,0.71,4.25,-0.04,1.35,-0.58,0.71,0.84,-0.88,3.52,4.11,0.11,-0.64,0.37,0.52,2.02
4164,-2.01,1.98,5.86,2,1.17,0.57,5.05,-0.76,1.96,-0.63,0.71,-0.22,-0.73,4.8,2.72,0.95,0.31,0.49,0.04,0.68
4165,-1.0,1.75,3.79,2,-0.08,1.34,3.31,-0.63,2.46,-0.55,0.64,-1.58,-0.43,4.15,1.23,-0.74,-2.22,0.78,-2.21,2.73
4166,0.17,2.64,3.02,0,1.05,0.57,1.99,0.03,2.33,-0.32,-0.99,-1.07,1.16,0.87,1.4,-0.27,-0.88,-2.06,1.64,2.22
4167,1.1,2.5,1.77,1,1.32,-0.92,-0.97,-0.33,0.31,0.18,-1.01,0.06,-0.06,0.35,-0.62,-0.02,1.03,-0.44,-1.19,0.87
4168,-1.28,-0.44,4.98,0,-0.68,0.71,3.31,0.32,3.34,0.37,0.37,-0.57,-0.56,4.55,4.53,1.59,1.06,-0.78,0.47,3.26
4169,0.93,4.75,2.76,1,1.22,1.55,3.32,-0.77,0.15,-1.43,-0.55,1.11,-0.78,5.81,0.19,-0.02,0.94,1.18,1.23,-0.63
4170,0.05,2.72,5.12,2,-1.53,0.47,2.66,1.18,2.32,-0.02,-0.26,0.33,2.56,3.84,4.22,0.49,-1.26,0.57,-0.93,-0.35
4171,-0.21,4.47,-0.69,1,0.56,0.86,-1.11,0.31,-1.33,-0.21,0.23,0.59,-1.17,0.22,-1.76,0.55,-1.39,-0.94,0.26,-2.44
4172,0.42,0.92,6.2,2,-0.92,-0.8,4.63,-1.03,3.29,-0.14,-0.07,-0.3,0.5,4.04,3.63,0.23,1.49,-1.93,0.58,4.44
4173,1.25,2.79,1.81,1,0.56,2.29,4.44,-1.19,-1.03,0.68,-1.63,0.2,-1.3,4.84,-1.42,0.88,0.49,1.87,0.73,-0.35
4174,-0.98,1.47,4.37,2,-0.54,-0.28,3.13,-0.67,3.26,-2.79,-1.06,-1.76,0.24,3.14,4.37,-0.68,0.56,0.32,-0.57,1.75
4175,-0.69,0.06,3.27,2,0.11,0.5,2.28,-0.31,1.71,0.35,0.2,0.39,0.72,3.58,2.55,0.1,0.09,1.43,-1.7,0.65
4176,-0.45,2.3,1.24,0,0.11,1.42,0.1,-0.51,0.94,0.03,-0.5,-0.67,0.94,2.52,3.84,0.74,-1.44,0.93,-0.2,1.37
4177,-1.49,3.94,1.19,1,1.07,-0.08,3.56,0.19,0.52,1.49,-0.28,0.7,1.0,3.45,1.61,0.2,-0.79,-0.09,-1.36,1.11
4178,-1.98,3.09,0.4,0,0.82,0.15,2.04,-1.19,0.67,-1.66,0.97,0.56,0.8,2.28,1.67,0.34,0.78,0.35,-1.2,-0.22
4179,-0.1,-0.2,5.13,0,-0.36,0.28,4.78,0.67,4.5,0.37,-0.38,-0.92,0.02,2.5,4.99,-0.16,1.16,0.43,-0.16,3.35
4180,0.11,3.41,2.25,1,-0.39,-0.07,2.6,0.15,0.53,-0.57,1.61,-2.0,0.09,3.76,-0.05,0.2,0.25,0.42,0.46,-0.38
4181,1.19,1.54,3.88,2,0.22,0.03,1.63,-0.89,1.4,0.95,-0.27,0.14,0.81,3.77,3.02,-0.51,-1.16,-1.13,-0.3,0.09
4182,-0.05,4.63,0.02,0,-0.56,0.31,1.02,1.54,0.44,-0.35,0.27,0.19,-1.02,2.14,-0.36,-0.05,-0.93,1.84,0.26,-0.13
4183,-1.83,3.18,1.31,1,4.25,-1.64,-0.09,0.87,-0.83,-0.13,1.07,0.68,1.45,-0.15,-0.3,1.6,1.12,1.01,1.06,-0.0
4184,0.28,4.69,1.13,0,-0.6,-1.05,1.76,-0.35,1.5,0.8,1.2,-0.2,-1.1,2.87,1.5,-0.8,1.37,1.56,-0.09,1.03
4185,0.6,1.27,1.87,0,0.25,1.78,-0.41,0.04,0.29,-0.67,1.17,0.61,0.67,1.96,2.12,0.17,-0.76,-1.45,-0.58,0.9
4186,0.7,-1.56,5.4,0,0.13,0.61,5.24,-1.07,5.01,-0.6,-0.44,-1.02,0.66,2.13,3.56,0.08,1.04,-0.89,0.75,1.61
4187,0.73,5.03,2.88,1,-1.55,-0.78,1.55,0.26,0.38,0.38,0.72,-0.2,-1.56,4.3,0.03,0.52,-0.35,-0.74,-0.05,-1.22
4188,0.45,2.99,4.79,2,1.77,1.84,3.1,-1.13,2.03,0.39,-0.39,0.74,-0.23,4.39,4.5,1.66,0.07,-0.27,1.08,0.98
4189,0.93,2.9,3.46,2,0.37,-0.28,3.21,-1.32,1.16,0.23,-0.33,0.29,2.76,3.52,1.04,-1.59,-0.22,0.66,0.02,-0.26
4190,1.37,2.16,2.97,2,0.55,0.69,3.08,-1.14,1.89,0.54,0.21,0.15,-1.41,4.76,3.91,0.3,1.08,-0.81,0.66,0.93
4191,-0.5,3.78,1.88,1,-0.99,-1.76,3.96,-1.05,-0.12,-0.15,-0.09,0.92,-0.2,5.22,-0.21,-0.18,-0.49,1.63,0.19,0.84
4192,0.57,0.78,4.24,2,-0.67,0.41,3.65,-0.71,4.04,-1.34,-0.58,2.04,0.28,1.7,3.21,-0.93,-1.87,-1.23,-1.91,1.37
4193,-0.68,1.72,3.85,2,-0.35,-1.4,4.19,-0.22,2.55,1.01,-1.21,-1.03,-0.59,3.38,1.26,0.11,0.5,1.56,1.18,-1.62
4194,1.09,2.59,-1.93,1,1.15,-0.55,1.4,-0.65,-0.76,-0.95,0.45,0.03,-1.07,0.85,-1.02,0.42,-0.4,-0.56,0.64,0.42
4195,-1.01,2.99,1.79,1,0.13,-0.99,2.26,-0.19,-1.63,0.28,-1.59,-0.88,2.17,4.51,2.22,1.72,0.69,-0.08,0.02,-0.15
4196,0.17,0.27,4.6,2,0.21,0.46,3.68,-1.78,2.86,1.4,-0.4,0.15,-0.1,2.48,4.2,-0.36,-1.18,0.04,-0.73,3.3
4197,1.38,4.87,2.8,1,0.14,-1.78,4.65,1.63,0.64,0.24,-1.44,1.14,0.85,5.22,1.94,1.32,-1.04,0.83,-0.51,0.71
4198,-0.39,-0.53,4.81,2,-0.26,0.37,5.62,1.12,3.45,0.77,0.29,-0.5,-0.28,3.5,4.55,0.49,0.11,-2.0,-1.57,3.03
4199,0.38,3.8,-0.25,1,1.27,1.62,1.39,-0.29,1.87,0.12,-0.33,-0.37,-0.83,2.18,-0.34,-0.83,0.97,0.24,0.63,0.68
4200,1.3,4.41,1.38,0,1.72,-0.89,2.22,1.04,-0.32,0.11,1.35,0.28,-1.04,1.63,1.15,-1.49,0.19,-0.31,0.95,-0.25
4201,0.22,0.47,6.46,0,-0.08,2.17,2.61,-1.12,3.62,-2.04,1.55,1.29,-0.65,4.18,3.3,-1.26,1.83,0.84,0.79,0.52
4202,1.96,3.73,1.04,0,0.96,1.0,2.64,-0.63,-0.02,-0.73,-1.05,1.03,0.66,1.37,1.17,0.86,0.81,-0.37,-1.25,1.48
