,x3_num,x2_num,x23_num,x38_num,x17_num,x28_num,x19_num,x34_num,x30_num,x22_num,x21_num,x32_num,x27_num,x33_num,x29_num,x31_num,x40_num,x4_num,x14_num,x10_num
4366,1.43,0.2,0.58,-0.12,1.61,-0.86,1.33,-0.29,2.15,1.5,-0.07,0.81,0.99,-1.39,0.33,-0.86,-0.5,0.02,3.13,2.9
4367,1.14,0.32,0.11,-0.26,-0.37,0.42,0.96,2.17,0.2,1.31,0.35,1.83,0.24,2.34,0.21,0.51,-0.35,0.72,0.96,3.9
4368,0.71,-0.23,-0.12,1.0,-0.43,0.19,0.17,-1.37,-0.17,-0.84,-0.19,-1.19,-1.0,-0.14,0.46,-0.32,-0.78,1.1,5.4,4.11
4369,1.31,-1.16,1.77,-2.37,3.05,-0.34,-0.36,0.15,1.0,1.27,-1.5,-1.4,0.53,0.76,-1.03,0.11,-0.95,1.81,0.63,4.36
4370,-0.48,0.99,-0.01,-0.44,-0.3,0.97,0.75,-1.53,-0.86,1.43,0.89,0.51,0.08,0.02,-1.16,-0.63,-0.68,1.3,3.13,3.02
4371,0.48,-0.02,-0.63,-0.93,3.7,-0.67,0.8,-1.35,-0.43,-1.96,1.67,-1.09,1.48,0.48,-0.06,-1.48,1.21,1.6,1.98,0.0
4372,-0.28,-1.11,0.02,-0.09,2.72,-0.26,2.54,1.18,0.7,0.32,-0.8,-1.26,-0.49,0.25,-1.09,-1.3,0.06,0.06,4.08,0.45
4373,0.66,1.4,-1.22,-1.1,3.24,-0.15,2.79,-0.76,0.72,0.16,0.11,1.27,0.85,1.15,0.67,0.21,-1.79,0.14,2.32,3.31
4374,0.57,0.51,0.28,0.04,-0.94,0.5,-1.19,-1.2,-0.26,0.47,-0.58,-0.31,-1.01,1.48,0.45,0.64,-1.45,2.37,1.19,1.37
4375,1.69,1.33,0.15,0.1,2.26,-0.66,1.14,-0.5,-0.45,-0.44,0.36,0.76,-1.42,0.94,-0.25,2.14,-0.69,1.48,1.4,1.61
4376,1.12,-1.53,-0.62,1.1,2.86,0.05,2.24,0.62,0.16,0.52,0.41,-0.24,1.28,-0.07,-0.4,0.21,-0.82,1.82,1.01,0.09
4377,0.36,0.68,1.5,0.99,3.57,0.18,2.14,0.75,-1.48,-1.49,-0.15,-0.77,0.35,-0.8,1.72,0.33,0.25,1.14,4.74,3.98
4378,0.6,0.66,-1.09,-0.33,-1.03,-0.18,0.13,-0.11,-0.69,1.26,0.98,-0.57,-0.18,0.89,-0.52,-0.2,1.19,1.3,1.16,3.35
4379,-0.54,0.82,0.55,0.39,2.86,-0.84,0.57,-0.03,-0.6,0.89,-0.15,-1.43,-0.4,0.75,1.36,-0.81,-1.9,0.14,4.6,3.75
4380,0.54,1.76,1.93,0.71,0.12,-1.35,1.79,-0.99,-0.37,-0.07,-1.94,0.54,0.16,-1.53,-1.23,-0.48,-1.31,3.23,2.64,3.2
4381,-1.05,0.5,-0.31,-1.06,1.4,-0.62,0.22,-0.99,0.93,-0.6,-0.54,1.93,1.5,-0.86,0.3,0.32,0.47,-0.57,5.83,3.02
4382,-2.56,0.34,-0.04,2.11,1.92,0.43,1.36,-0.76,-1.24,2.06,-1.7,-0.44,1.38,0.54,0.31,-0.07,-0.7,1.58,4.46,2.83
4383,-0.88,1.51,-0.43,-0.25,1.52,0.2,-2.26,0.5,0.24,-0.86,0.5,0.5,1.16,2.0,-1.05,1.09,-0.54,2.44,1.49,2.33
4384,0.78,0.82,-0.8,0.25,-0.46,-0.82,-1.44,1.37,-0.33,0.56,-0.93,-1.01,0.8,-0.06,1.04,-1.18,-0.02,3.02,2.32,3.33
4385,1.95,-0.77,0.65,0.85,0.67,-2.44,-2.07,0.15,0.89,0.68,-0.72,0.12,-0.63,-0.48,-0.96,1.08,0.19,1.17,0.8,4.73
4386,-0.66,-1.28,-0.24,-1.04,0.08,2.6,-0.45,0.73,-1.44,-1.53,-1.54,1.29,-1.98,-0.69,1.02,-0.3,-0.91,-0.22,0.61,4.29
4387,-0.57,-2.14,-0.24,-0.26,0.22,1.05,1.14,-0.84,-0.15,1.32,-0.47,0.69,0.45,1.98,0.98,-0.25,0.17,1.9,4.12,4.76
4388,0.05,-0.01,1.32,0.09,-0.49,1.64,-0.74,1.69,0.15,1.34,0.16,-0.32,1.3,1.26,0.19,-0.98,-0.97,2.19,2.06,5.08
4389,0.52,-0.14,0.42,-0.59,4.45,-0.73,1.16,-0.35,0.11,0.83,2.58,0.88,-1.68,-0.97,0.36,1.81,-1.76,2.04,5.24,0.4
4390,0.77,0.43,-2.51,-0.27,2.03,2.03,1.91,0.41,1.74,2.4,0.36,1.05,-2.53,-0.92,0.78,-2.98,-0.81,0.42,4.71,1.78
4391,2.23,-0.03,-0.73,1.73,0.45,-0.14,-0.07,0.03,0.45,-1.27,1.04,1.08,0.17,-0.23,-0.5,0.32,1.01,1.86,1.85,1.2
4392,3.13,0.14,-0.43,-0.11,0.5,-0.34,-0.74,-0.1,0.21,-0.6,-0.74,-0.12,-1.36,0.28,1.19,1.79,-0.38,2.27,-0.24,5.21
4393,-0.77,0.16,-1.18,0.68,1.07,-0.38,-0.4,-0.91,-0.72,-0.19,1.22,-1.36,0.09,-0.19,0.41,1.35,-0.51,2.04,2.96,4.15
4394,-0.46,-0.92,0.6,1.65,-0.68,-1.05,0.99,0.49,-0.56,-0.43,-1.19,0.02,1.71,-0.43,0.94,0.02,-0.55,1.55,2.12,3.5
4395,-0.84,-0.49,-0.08,-1.11,3.85,0.69,0.54,-0.38,1.15,0.39,-0.26,-1.46,-0.69,-2.59,-0.02,0.48,0.22,-0.94,4.64,1.73
4396,1.13,-2.29,-1.26,1.69,1.58,-0.07,1.09,0.94,0.99,0.62,0.9,1.61,-0.38,-3.33,1.9,-0.32,0.69,-1.07,3.68,4.44
4397,0.06,0.12,-0.14,-1.13,0.72,0.69,-2.2,0.99,0.97,-0.36,0.96,-0.92,1.0,1.15,-0.14,-2.07,-1.47,0.92,3.37,4.57
4398,1.1,2.08,-0.39,0.78,0.21,2.66,-1.88,1.1,-0.51,-0.31,-0.16,0.41,0.9,0.35,1.86,-0.16,1.13,1.7,2.03,5.83
4399,-0.07,-0.11,-1.24,0.47,3.02,-1.04,1.57,0.4,-0.4,-1.03,0.46,1.44,-0.75,0.22,1.24,-1.48,0.61,2.11,3.27,1.17
4400,0.09,0.72,-0.93,-0.38,0.84,-0.69,-0.77,0.46,-0.19,1.44,0.15,1.18,0.16,0.09,0.32,0.25,0.13,2.21,0.32,2.69
4401,1.24,-0.47,-0.53,-1.84,4.22,0.8,0.56,-0.28,2.83,-1.58,-0.43,-0.37,1.31,-0.29,0.86,1.64,0.01,1.79,5.98,2.08
4402,1.01,0.5,-2.33,0.16,-0.43,2.7,-0.74,-0.22,2.05,-1.15,-1.15,0.16,-0.35,-1.24,0.83,0.4,1.06,1.78,0.25,3.08
4403,2.16,1.14,-0.01,-1.35,-2.37,1.76,-0.66,0.2,-1.23,1.3,2.27,-0.19,1.18,-1.42,0.32,0.28,0.45,1.98,0.93,2.03
4404,-0.59,-0.07,1.06,0.46,-0.39,0.37,-1.71,1.03,-0.95,-0.77,-0.56,0.68,-0.2,0.78,-0.72,-0.91,-0.3,2.11,3.59,4.93
4405,1.1,0.54,0.54,0.85,1.14,0.74,0.48,-1.32,-1.24,0.48,-0.02,-0.37,0.05,1.4,-1.05,0.55,-0.72,1.62,0.97,2.28
4406,0.77,2.23,-0.91,0.49,-1.14,0.21,-1.86,0.77,2.57,-0.52,-0.49,1.7,-0.73,1.07,-0.03,-0.29,0.32,1.91,0.42,3.95
4407,-1.95,0.35,-0.47,0.12,0.69,-0.01,1.26,-0.0,1.29,1.55,-0.73,-1.81,-0.19,-0.04,-0.28,-0.03,-0.57,-3.25,3.33,2.87
4408,-0.66,-0.43,0.8,0.5,2.89,0.21,0.41,-0.27,0.3,0.52,-0.2,0.06,-0.06,-0.25,0.73,-2.42,-0.35,-0.84,4.1,6.07
4409,1.38,0.9,-2.2,-0.01,0.82,2.23,0.72,-0.15,-0.64,-1.13,-2.56,-0.31,-0.47,0.09,-0.07,0.38,-0.32,3.35,2.13,2.59
4410,1.85,0.74,0.48,-0.61,0.51,-0.98,-0.52,0.34,0.69,-0.39,0.55,-1.9,1.21,-1.31,0.91,-0.91,-1.97,3.83,-0.01,2.45
4411,2.63,-0.05,0.26,2.17,2.61,-1.97,0.44,-2.32,-0.9,-2.47,1.27,0.53,1.36,1.34,-0.03,-0.77,1.31,3.5,0.33,1.28
4412,1.26,0.48,1.76,1.11,0.7,1.72,0.12,0.22,-1.87,-0.98,1.99,0.33,-1.16,-1.07,0.84,-0.49,-1.46,0.2,1.66,3.34
4413,0.93,0.57,1.47,1.26,3.38,0.52,1.8,-1.12,-0.6,2.76,-0.99,-1.25,0.78,-0.29,-0.32,-0.11,-0.02,-1.33,5.53,1.45
4414,0.59,-1.01,0.45,-1.04,-1.11,-1.24,-1.64,1.05,-0.31,-0.19,0.34,-0.12,0.37,-1.18,-1.02,1.67,-0.33,0.47,0.63,5.08
4415,-0.05,-0.51,0.59,-1.84,0.94,0.8,0.99,1.44,-1.13,0.18,-1.44,0.98,-0.69,0.15,0.85,0.46,-0.41,0.25,3.61,4.77
4416,-0.07,-0.06,0.55,-0.27,2.35,0.31,0.71,1.41,-0.28,-1.11,0.15,1.84,0.24,1.08,-0.02,0.45,0.15,0.21,4.1,3.28
4417,-1.27,0.5,-0.01,-0.01,-0.91,-1.12,1.72,-1.34,0.49,0.29,1.0,0.46,-0.73,0.57,-1.75,-0.95,0.33,1.35,0.07,4.54
4418,2.01,-1.11,0.42,1.11,2.81,0.7,2.87,0.11,0.54,-0.23,2.34,-0.36,0.42,-0.45,-0.11,1.59,-0.15,2.16,4.45,2.79
4419,1.99,-1.38,-0.27,-1.66,2.65,2.84,0.93,-0.59,0.34,0.89,-0.15,-0.49,-0.98,0.58,0.94,-1.55,1.13,0.59,5.1,5.36
4420,0.6,-0.07,0.56,-0.9,2.59,-0.25,2.3,-1.24,-0.27,1.03,-0.31,1.33,1.9,-0.03,0.26,-2.5,-0.4,2.39,1.09,3.15
4421,2.53,2.0,-1.28,0.02,0.34,-0.06,0.23,-0.1,0.68,-2.02,0.05,0.53,0.96,1.12,-0.67,-0.93,-0.53,2.23,-0.07,2.4
4422,0.47,1.66,-0.01,0.52,0.64,-0.18,-1.47,-1.99,-0.52,1.32,-0.59,-0.36,1.58,-0.84,-0.6,0.67,-0.01,3.98,0.19,2.54
4423,1.08,2.5,0.46,-1.24,1.87,0.96,0.01,-0.48,-0.49,0.36,-0.62,-0.07,-0.64,0.78,0.33,1.47,-0.72,3.4,0.24,4.98
4424,0.38,2.21,2.33,1.12,2.17,-1.3,2.63,-1.41,-0.1,-0.62,-0.76,-0.55,-0.92,-1.48,-0.04,0.19,-0.22,2.53,2.74,1.14
4425,1.41,1.61,-0.06,1.15,1.04,1.25,-0.2,0.24,-0.15,2.15,-0.6,-0.62,0.23,-0.6,-0.31,-0.87,-0.06,1.98,1.37,4.14
4426,0.88,-2.18,-0.33,0.34,5.12,-0.25,1.04,0.97,-0.15,-0.74,0.23,0.04,-0.44,-0.44,0.72,-0.53,-0.66,0.9,3.47,1.16
4427,0.26,0.38,2.02,-2.61,4.69,-0.17,1.2,0.02,-0.01,0.44,-0.19,-1.08,1.77,-0.76,1.21,-0.93,0.39,1.08,4.81,1.38
4428,1.26,0.78,1.32,0.82,2.52,-0.08,0.67,2.15,0.62,-1.51,-0.03,-0.19,2.07,0.6,-1.42,2.38,-0.77,-1.0,2.89,2.76
4429,-0.37,-0.46,0.52,-0.7,3.55,0.06,0.54,-1.4,-0.13,2.11,0.71,1.41,-0.34,-0.1,-0.27,-0.55,0.29,0.64,4.36,2.68
4430,1.03,1.12,0.92,-0.31,1.27,1.4,0.3,0.63,-1.18,-0.22,0.3,-0.3,0.04,-0.3,0.42,1.16,1.33,2.04,0.55,2.49
4431,2.72,1.36,-1.73,-0.67,-0.28,1.43,0.07,0.12,-0.71,-0.68,-0.33,0.24,0.11,0.31,1.11,-1.73,0.85,2.44,0.48,1.15
4432,-0.72,-0.61,-0.95,-1.92,4.51,-0.67,2.19,-0.88,-1.56,0.35,-0.99,-1.37,2.41,0.47,1.45,-0.84,0.51,-1.41,4.14,1.04
4433,1.96,0.09,-0.89,2.19,-0.45,-0.11,-0.12,0.56,-0.91,-0.78,-0.7,0.46,1.05,-1.68,1.09,1.19,0.32,3.3,1.6,4.2
4434,0.7,0.8,0.6,-0.36,2.34,-0.83,0.9,0.54,-1.62,-0.79,0.36,1.74,-1.91,-1.11,-0.5,-1.25,-1.21,0.1,4.13,0.67
4435,-0.64,0.1,1.75,-1.43,1.48,-0.29,0.69,-0.42,-0.49,-0.17,-0.99,0.23,-1.12,0.36,-0.2,-1.22,0.98,-0.77,5.4,2.64
4436,1.05,-0.79,0.98,-0.37,2.03,-1.06,0.48,-0.58,-2.04,-1.29,0.88,0.04,0.43,-0.66,-0.99,0.0,-0.76,-0.15,4.4,2.65
4437,2.5,1.05,0.54,-0.86,0.55,0.74,0.41,0.01,0.75,0.26,0.17,-1.9,0.23,0.67,1.51,0.59,1.27,1.75,0.75,4.07
4438,-0.25,1.21,-0.49,0.59,-0.09,-0.15,-0.77,1.52,0.46,-1.26,0.07,0.62,-0.68,-0.14,0.33,1.63,2.7,-0.3,2.31,4.88
4439,1.21,-0.64,-0.96,-0.17,0.18,1.13,-1.39,-2.63,-0.84,2.67,-0.14,-0.39,0.47,-1.73,-2.31,-0.5,-0.32,2.66,2.26,2.93
4440,-0.93,0.14,-0.53,-0.58,0.51,0.93,0.39,-1.5,1.33,-0.58,0.3,-0.18,-0.52,1.05,0.02,0.07,0.45,-1.67,4.35,4.59
4441,0.12,-0.29,-0.35,0.46,-0.71,-0.01,-1.14,0.51,-1.45,0.79,-0.91,1.46,1.8,-0.31,-0.35,1.35,-0.57,0.98,3.02,6.4
4442,1.53,0.26,-1.04,-0.43,0.28,0.78,1.02,1.01,-1.06,-0.59,0.69,0.37,-0.26,-0.61,-1.05,0.58,-1.01,0.07,2.55,3.22
4443,3.32,0.41,-0.13,2.29,0.2,-0.25,1.99,1.24,-1.21,-0.15,-0.1,0.14,2.92,0.48,0.46,1.34,0.01,1.72,2.02,5.53
4444,-0.02,-0.08,-0.53,-1.85,3.05,1.44,2.94,0.18,0.63,0.62,-0.41,-2.36,-1.77,2.1,-0.55,-0.62,-0.32,0.57,3.92,4.18
4445,-0.03,0.19,0.27,1.82,3.69,0.38,2.33,0.63,0.37,-1.22,-1.16,0.84,-0.83,0.96,-0.03,1.23,-1.23,0.23,5.04,3.0
4446,1.19,-0.81,-1.05,0.74,-0.36,-0.37,0.91,-1.53,-0.45,0.37,-0.31,-1.19,0.08,0.42,2.05,-1.48,0.41,4.19,-1.05,3.34
4447,1.83,1.24,1.41,-1.12,0.65,1.94,-1.5,0.17,2.01,2.12,-1.67,-0.32,0.63,0.03,-1.54,0.07,0.78,3.28,-0.87,4.49
4448,3.11,0.44,1.4,0.12,1.02,-1.58,-1.82,-1.85,-0.73,0.62,-0.4,1.32,1.11,-0.71,-0.21,-1.72,-1.15,1.7,2.15,3.62
4449,1.8,-0.27,-0.72,-0.52,-1.43,-0.87,0.78,-0.52,0.76,0.42,-1.95,0.09,-0.31,-1.24,-0.66,-0.13,-0.98,0.08,1.84,2.2
4450,-0.04,-1.47,0.15,-0.42,6.29,-0.66,2.26,-0.13,0.9,0.96,-1.57,-1.83,0.18,0.73,0.99,3.0,-1.78,0.88,4.53,1.5
4451,0.23,-2.44,-1.64,1.84,2.09,0.11,0.35,0.87,-0.15,0.14,0.34,-0.17,-0.28,0.18,-0.25,-1.18,-0.71,0.35,5.2,2.74
4452,0.01,1.01,0.22,-0.04,0.44,0.83,-0.66,1.38,1.04,-0.64,0.19,-0.7,0.29,-0.49,-0.26,0.06,-0.86,-0.26,3.07,4.47
4453,0.75,0.35,-0.29,0.4,1.36,-1.42,1.58,-0.58,-0.07,-0.74,-1.2,0.01,-0.24,-0.54,-0.9,0.56,0.55,1.15,1.48,3.82
4454,-1.02,0.42,2.25,-1.58,2.14,0.09,0.56,-1.52,1.39,-0.87,-1.71,0.67,-0.65,0.91,-1.88,1.03,-0.54,0.13,2.71,1.54
4455,0.65,0.2,0.39,-0.47,1.68,-1.79,0.29,0.3,1.09,0.87,-0.7,0.95,-0.54,2.73,0.05,2.28,-0.34,-0.67,5.5,3.43
4456,1.68,0.66,-1.44,-0.74,2.12,0.49,3.53,1.29,0.7,-1.87,0.22,0.26,1.67,2.27,-0.43,0.59,-0.47,0.92,3.71,4.13
4457,1.16,-0.09,0.09,0.55,2.71,-0.78,1.23,0.79,-0.11,-0.45,-0.81,0.07,-1.69,0.2,-0.23,-0.99,-0.07,2.09,2.03,0.8
4458,0.95,2.39,-0.32,0.43,1.1,-0.74,-1.06,-0.82,0.42,0.81,-0.93,-1.38,-0.87,-1.03,-0.13,-0.52,1.28,3.58,1.22,3.33
4459,0.88,0.99,1.15,0.63,0.24,-0.37,-0.17,-0.8,-0.45,-1.19,-0.02,-1.17,0.34,-2.05,0.99,0.78,-1.14,2.82,2.29,3.34
4460,-0.74,-0.43,-0.01,1.17,-0.15,-0.67,-0.28,1.22,1.0,-0.09,0.03,-1.65,-0.25,-1.05,1.41,-3.06,0.53,1.46,0.51,4.68
4461,-0.61,-0.01,0.05,1.1,-0.27,-0.02,0.16,-1.06,-0.97,-0.9,0.6,1.35,1.28,-0.72,0.37,0.28,0.39,0.5,4.25,4.46
4462,2.16,2.78,-2.34,0.31,0.33,-0.41,0.96,-0.3,0.84,-0.22,1.26,-0.43,0.89,-0.87,0.22,-0.28,0.83,3.23,-1.4,2.59
4463,1.08,-0.73,-0.78,-0.07,2.28,-0.35,1.19,-1.83,0.35,0.18,0.23,-0.39,-0.18,1.8,-0.31,-0.03,1.7,-0.19,1.43,2.56
4464,0.95,0.36,-0.49,-0.68,1.05,1.78,-0.02,2.63,0.55,0.56,-1.32,-1.26,-0.45,0.71,-0.13,-1.59,-1.97,2.7,0.43,2.53
4465,-0.08,0.11,-0.0,-0.7,1.73,0.69,-0.28,1.31,0.73,0.68,0.44,-0.2,-0.21,0.35,-0.84,-0.76,1.38,-0.44,5.27,3.52
4466,1.03,0.2,0.05,-1.29,2.04,0.95,2.5,-0.48,0.81,0.16,-0.74,-0.66,-0.25,-0.11,0.09,-0.04,-0.28,-0.85,5.24,-0.05
4467,-0.8,0.42,0.07,0.04,2.38,1.25,1.34,0.63,-0.48,2.07,-0.4,-2.18,0.13,-0.68,0.65,-0.14,0.68,2.24,2.23,1.6
4468,1.56,0.84,-0.46,1.14,2.98,-0.59,2.93,0.15,0.48,0.35,0.4,0.72,1.42,1.25,0.83,1.5,-0.19,3.01,2.58,1.63
4469,0.33,0.09,2.42,0.49,1.68,0.91,-0.67,0.97,-1.08,0.51,0.38,-0.54,1.21,-0.7,2.22,0.01,-0.25,1.63,1.94,5.68
4470,0.86,0.82,1.18,2.77,-1.56,0.35,0.15,1.71,0.92,-0.09,0.87,-1.41,-1.39,0.15,1.82,-0.51,0.16,2.71,-1.37,5.67
4471,-1.39,2.11,2.1,0.17,2.87,0.68,1.82,-0.85,0.24,1.14,-1.03,-1.36,0.57,-0.3,-1.09,-0.45,1.21,1.06,3.45,-0.53
4472,0.43,-0.71,0.46,-2.35,-1.36,0.29,0.33,-1.12,0.87,0.91,-1.2,-0.02,-0.69,0.55,-0.15,-2.03,0.04,2.4,-0.04,3.05
4473,1.23,0.49,1.06,0.7,0.48,-0.06,-1.11,1.37,1.18,-0.23,1.02,-0.71,-0.14,0.29,0.0,-0.52,0.55,-0.34,2.8,4.45
4474,-0.64,0.62,-0.23,1.46,0.04,0.43,1.52,-0.08,0.82,-1.53,1.02,0.01,0.96,-0.8,-1.01,1.32,0.4,0.6,2.38,3.98
4475,-0.09,0.53,-1.2,-1.75,4.53,0.56,2.97,0.03,-0.16,-0.01,-2.8,-2.36,-0.06,1.87,-0.36,-1.03,-0.85,-0.33,4.33,1.11
4476,-0.74,-0.07,1.09,0.33,-0.59,-0.34,3.39,-0.03,1.02,0.15,2.47,-0.77,-0.9,-0.11,-0.11,-1.63,-0.31,0.72,1.67,4.86
4477,0.73,1.85,-0.56,0.62,-0.18,-0.04,0.28,-0.38,-0.5,2.44,-1.57,-0.18,-1.49,-0.23,0.99,0.88,1.35,0.75,2.06,6.16
4478,-0.1,1.16,0.74,-0.76,1.66,0.81,2.77,-0.73,-0.44,-2.15,-1.02,0.52,-0.1,-0.82,1.92,0.52,-0.03,1.26,2.94,3.17
4479,-0.07,-0.41,0.83,-1.45,-1.29,0.03,1.02,2.43,0.05,0.88,-0.04,0.49,-0.74,0.56,0.83,-0.55,2.44,1.12,1.83,3.7
4480,0.27,0.28,0.56,-0.18,3.71,1.22,1.75,0.32,-0.58,1.17,-0.26,-0.39,-0.06,-0.04,0.01,-1.27,0.16,-0.72,6.04,0.22
4481,0.97,-0.59,0.98,0.26,2.0,0.17,0.91,0.18,-0.11,-0.6,0.43,0.01,0.2,-0.35,0.48,0.17,0.13,0.1,4.64,3.63
4482,2.57,0.68,1.86,1.55,0.32,1.06,0.29,1.07,0.75,0.53,-1.07,-0.54,0.32,-0.15,1.15,-0.19,-0.4,2.56,2.14,3.29
4483,0.87,-1.03,-0.68,0.06,1.16,1.09,-0.46,-0.95,-0.73,0.02,0.76,0.01,-0.75,-0.24,-0.16,-0.13,-1.67,1.26,1.56,6.37
4484,1.31,0.24,-0.24,0.89,1.33,0.02,-1.14,0.69,-0.49,0.05,-1.87,0.68,0.54,-0.72,0.99,0.23,-1.35,2.65,1.12,4.01
4485,-0.01,0.08,-0.28,-1.34,0.18,-0.21,1.72,-0.81,-1.42,0.84,0.38,0.21,0.37,-0.46,-0.46,-0.12,0.37,0.2,1.12,3.98
4486,-0.32,-0.66,-0.38,1.0,-0.49,0.43,1.72,-1.0,-0.91,-0.76,0.87,-0.26,0.95,1.31,1.41,-0.93,1.91,0.73,4.19,3.67
4487,2.52,0.66,-1.99,1.88,-0.66,-0.15,0.48,0.83,0.51,2.19,0.39,-0.53,0.12,1.46,1.05,0.47,0.27,3.46,0.03,2.01
4488,-0.51,-1.74,-0.09,1.38,-1.26,0.06,-1.02,-0.52,1.05,1.53,-0.88,0.71,-0.56,-0.69,-0.48,-0.58,-0.15,-0.36,2.17,4.32
4489,-0.46,-0.12,-0.92,0.33,0.05,0.52,0.73,-1.14,0.39,0.94,0.18,-0.71,0.75,-0.78,0.32,0.5,0.42,2.73,0.04,5.48
4490,3.96,0.56,0.29,-0.21,-0.65,-2.31,3.48,-0.93,-0.43,-0.27,0.66,0.21,-0.21,0.47,0.69,-0.27,0.25,3.12,1.91,1.46
4491,1.49,-0.04,-1.87,0.52,0.45,1.25,-0.53,1.0,0.64,-0.34,-0.06,-0.28,-1.12,-0.63,-0.77,-0.31,-0.29,1.7,0.48,4.37
4492,0.08,0.52,0.68,0.21,2.4,-0.86,0.9,1.39,0.12,-0.5,0.72,-0.87,-0.02,-1.08,-0.31,-0.59,0.19,0.11,3.42,2.42
4493,0.3,-1.14,0.77,-0.34,3.93,-1.72,0.08,-0.24,-0.34,-0.42,0.26,0.06,-0.48,-1.41,-1.54,1.03,0.15,-0.98,5.54,-0.38
4494,0.13,-0.41,0.81,1.18,-1.83,0.34,1.59,-0.95,0.59,0.68,-1.08,1.22,0.21,1.55,0.3,1.04,1.34,-1.65,1.78,3.46
4495,1.09,2.07,0.04,0.61,0.99,1.0,-0.11,-0.02,1.37,-0.01,-0.8,0.16,0.67,-0.02,-0.52,-0.56,0.16,2.93,2.39,0.78
4496,0.82,1.13,-0.06,-0.29,1.76,0.7,0.68,-0.07,0.67,0.07,-0.71,-0.48,-0.16,0.37,-1.51,-1.77,1.38,1.39,4.07,3.73
4497,2.44,-0.09,-1.23,-0.91,0.86,-1.63,1.75,-0.41,-1.12,-1.83,-0.01,1.75,-0.07,-1.95,0.51,1.0,0.67,0.32,3.58,3.55
4498,2.17,1.28,-0.63,-1.02,-0.92,-0.68,1.31,0.3,0.17,0.12,0.76,0.94,-0.38,1.68,-0.39,0.45,-1.5,0.29,1.24,4.24
4499,2.75,2.11,-1.46,0.8,1.3,1.11,1.18,-1.02,-0.02,1.47,-0.22,-1.47,-2.04,0.75,-0.1,-0.03,0.83,2.27,2.9,2.22
4500,-0.21,0.23,-0.87,0.27,0.63,-0.22,-0.22,-1.64,0.08,-0.81,0.5,1.15,-1.5,0.18,-2.31,-0.38,-0.36,4.34,0.36,4.66
4501,-1.18,1.53,-0.16,0.41,-0.76,-0.55,-1.13,-0.12,0.2,-0.43,0.26,0.08,-0.57,-0.61,-0.92,1.41,-1.2,0.64,1.89,4.44
4502,-1.19,-0.31,0.7,1.2,0.81,0.12,1.4,-0.78,0.84,0.71,-1.96,-0.31,0.27,-1.36,-0.31,-0.45,0.51,-1.26,2.36,3.75
4503,0.2,-0.81,0.34,-0.45,-1.07,0.05,-0.38,-0.11,-0.09,1.59,-0.74,0.34,-0.23,-0.33,0.38,-0.23,-0.84,-0.21,2.01,4.46
4504,2.33,-0.2,0.83,-0.68,3.69,-0.43,-0.1,1.73,0.5,0.49,0.81,-1.35,-0.89,0.98,-0.15,-0.36,-0.63,2.1,1.62,2.57
4505,1.9,0.4,-0.34,-1.22,-1.86,-0.52,0.3,-0.07,-1.55,-0.32,1.14,0.5,0.35,-1.15,0.72,0.49,-2.18,3.63,1.23,4.54
4506,2.37,-0.06,-0.41,-0.17,-0.82,-0.89,0.95,1.17,-1.44,-1.41,1.07,2.21,-1.5,0.82,0.6,0.3,1.26,1.3,2.09,3.78
4507,0.56,0.7,-0.05,0.03,-0.81,-0.45,1.43,-0.7,0.08,0.1,-0.26,-0.16,-0.78,0.37,-0.23,0.93,-0.35,1.31,1.65,2.79
4508,-1.26,-0.37,0.06,-1.78,3.12,0.4,0.8,0.58,0.64,-2.26,0.88,0.35,-0.16,-0.16,-0.95,0.1,-0.1,-0.91,5.63,2.55
4509,0.26,-1.53,1.02,0.17,3.98,0.23,3.59,-0.38,0.35,-2.2,0.99,-0.33,-0.66,2.27,-0.53,-1.36,-0.61,0.72,6.04,0.43
4510,0.02,1.32,-0.18,1.21,3.8,0.79,0.91,0.64,0.72,1.37,0.98,0.18,-0.54,0.32,-2.41,0.55,-0.74,0.16,4.97,3.25
4511,-0.66,-0.37,-0.73,-0.72,0.14,0.76,1.73,0.19,-1.15,-0.18,-0.64,-1.04,0.25,-1.8,1.19,1.0,-0.4,1.68,2.17,4.43
4512,-0.34,0.29,1.81,-0.21,1.47,-0.02,1.43,-1.42,1.32,1.68,0.25,0.44,-0.51,-0.06,0.31,0.6,-0.67,1.68,0.65,3.47
4513,-1.6,-1.01,-0.93,0.74,1.26,0.33,0.5,-0.62,-1.29,0.93,0.36,1.72,0.56,-0.36,-0.8,-0.24,-0.95,0.03,3.19,4.11
4514,2.5,1.06,0.73,-1.72,0.88,1.53,2.63,-1.04,1.76,-0.26,-1.2,0.05,0.52,-0.74,-0.15,-1.33,0.62,2.31,1.66,0.82
4515,0.32,1.38,1.08,-1.28,2.17,-0.44,2.66,0.63,-0.28,-1.69,0.65,1.23,0.12,-1.32,0.86,1.44,0.44,1.63,6.0,1.42
4516,-0.57,-1.02,-1.71,0.11,-0.39,1.36,-0.23,2.57,-1.06,-2.91,0.3,0.87,-1.18,-1.09,0.83,-1.4,-0.24,-0.08,2.37,3.83
4517,-0.11,-0.64,2.39,-0.88,0.58,1.11,1.18,0.29,1.61,-1.28,2.73,-0.48,-0.2,0.93,0.1,-0.62,-0.04,0.24,1.77,3.23
