,bknwy_cat,stlmt_cat,bkon8_cat,rkxwp_cat,skach_cat,skrxp_cat,rimmx_cat,wkpos_cat,reskd_cat,simpl_cat,thrsk_cat,qxmsq_cat,spcop_cat,wkovl_cat,wkcti_cat,skewr_cat,bkona_cat,hdchk_cat
1087,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1088,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1089,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1090,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1091,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1092,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1093,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1094,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1095,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1096,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1097,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1098,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1099,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1100,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f
1101,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1102,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1103,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1104,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1105,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1106,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1107,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1108,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1109,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1110,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1111,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1112,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1113,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1114,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1115,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1116,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1117,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1118,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1119,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1120,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1121,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1122,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1123,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f
1124,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1125,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1126,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1127,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,f,f,f
1128,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1129,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1130,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1131,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1132,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1133,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1134,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
1135,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f
1136,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1137,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1138,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1139,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1140,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1141,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1142,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1143,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1144,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1145,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1146,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1147,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1148,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1149,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1150,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1151,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1152,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1153,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1154,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1155,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1156,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1157,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1158,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1159,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1160,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1161,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1162,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1163,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1164,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1165,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1166,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1167,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1168,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,f,f
1169,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1170,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,t,f,f
1171,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1172,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f
1173,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1174,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1175,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1176,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1177,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1178,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1179,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1180,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f
1181,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f
1182,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1183,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1184,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1185,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1186,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f
1187,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1188,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1189,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1190,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1191,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1192,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1193,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1194,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1195,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1196,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1197,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1198,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1199,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1200,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1201,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1202,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,t,f,f
1203,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,t,f,f
1204,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1205,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1206,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1207,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,t,f,f
1208,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1209,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1210,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1211,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1212,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1213,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1214,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1215,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1216,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1217,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f
1218,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1219,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1220,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1221,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1222,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1223,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1224,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1225,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1226,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1227,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1228,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1229,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1230,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1231,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1232,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1233,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1234,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1235,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1236,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1237,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1238,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1239,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1240,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1241,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1242,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1243,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1244,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1245,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1246,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1247,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1248,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1249,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1250,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1251,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1252,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1253,f,f,f,f,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1254,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1255,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1256,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1257,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1258,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1259,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1260,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1261,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1262,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1263,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1264,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1265,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1266,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,t,f,f
1267,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1268,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1269,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1270,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1271,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1272,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1273,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1274,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1275,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1276,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1277,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1278,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1279,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1280,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1281,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1282,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1283,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1284,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1285,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1286,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1287,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1288,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1289,t,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1290,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1291,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1292,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1293,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1294,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1295,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1296,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1297,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1298,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1299,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1300,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1301,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1302,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1303,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1304,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1305,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1306,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1307,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1308,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1309,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1310,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1311,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1312,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1313,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1314,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1315,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1316,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,t,f
1317,f,f,t,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1318,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1319,f,f,t,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1320,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1321,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1322,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1323,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1324,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1325,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1326,f,f,t,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1327,f,f,f,f,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1328,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1329,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1330,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1331,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1332,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1333,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1334,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1335,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1336,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1337,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1338,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1339,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1340,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1341,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1342,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1343,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1344,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1345,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1346,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1347,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1348,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1349,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1350,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1351,t,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1352,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1353,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1354,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1355,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1356,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1357,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1358,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1359,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1360,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1361,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1362,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1363,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1364,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1365,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1366,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1367,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1368,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1369,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1370,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1371,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1372,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1373,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1374,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1375,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1376,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1377,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1378,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1379,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1380,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1381,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1382,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1383,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1384,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1385,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1386,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1387,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1388,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1389,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1390,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1391,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1392,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1393,f,f,t,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1394,t,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1395,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1396,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1397,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1398,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1399,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1400,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1401,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1402,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1403,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1404,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1405,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1406,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1407,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1408,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1409,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1410,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f
1411,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1412,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1413,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1414,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1415,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1416,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1417,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1418,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1419,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1420,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1421,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1422,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1423,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1424,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1425,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1426,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1427,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1428,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1429,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1430,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1431,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1432,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1433,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1434,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1435,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1436,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1437,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1438,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1439,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1440,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1441,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
