,spore-print-color_cat,veil-color_cat,cap-color_cat,stalk-surface-below-ring_cat,ring-type_cat,veil-type_cat,stalk-shape_cat,bruises%3F_cat,cap-surface_cat,ring-number_cat,gill-attachment_cat,gill-spacing_cat
5970,h,w,r,f,f,p,e,f,y,o,f,c
5971,w,w,n,s,e,p,t,f,y,o,f,c
5972,r,w,p,s,p,p,e,t,s,t,f,c
5973,w,w,e,k,e,p,t,f,y,o,f,c
5974,h,w,b,s,p,p,t,t,s,o,f,c
5975,h,w,b,s,p,p,t,t,s,o,f,c
5976,w,w,e,s,e,p,e,t,s,t,f,c
5977,h,w,b,f,p,p,t,t,s,o,f,c
5978,w,w,n,f,e,p,e,f,f,o,f,w
5979,h,w,y,k,l,p,e,f,y,o,f,c
5980,h,w,w,f,f,p,e,f,y,o,f,c
5981,h,w,w,s,p,p,t,t,s,o,f,c
5982,r,w,p,s,p,p,e,t,s,t,f,c
5983,h,w,y,k,l,p,e,f,y,o,f,c
5984,h,w,g,f,p,p,t,t,s,o,f,c
5985,w,w,n,k,e,p,t,f,y,o,f,c
5986,h,w,y,k,l,p,e,f,y,o,f,c
5987,h,w,g,s,p,p,t,t,s,o,f,c
5988,h,w,w,f,p,p,t,t,s,o,f,c
5989,w,w,n,k,e,p,t,f,y,o,f,c
5990,h,w,y,k,l,p,e,f,f,o,f,c
5991,w,w,n,k,e,p,t,f,y,o,f,c
5992,r,w,b,s,p,p,e,t,y,t,f,c
5993,h,w,y,k,l,p,e,f,y,o,f,c
5994,w,w,e,s,e,p,t,f,y,o,f,c
5995,w,w,n,s,e,p,t,f,y,o,f,c
5996,w,w,b,s,e,p,e,t,y,t,f,c
5997,h,w,w,f,f,p,e,f,y,o,f,c
5998,h,w,b,f,p,p,t,t,s,o,f,c
5999,h,w,y,k,l,p,e,f,y,o,f,c
6000,w,w,e,s,e,p,t,f,y,o,f,c
6001,w,w,e,s,e,p,t,f,s,o,f,c
6002,w,w,e,s,e,p,t,f,y,o,f,c
6003,w,w,n,k,e,p,t,f,s,o,f,c
6004,w,w,n,s,e,p,t,f,y,o,f,c
6005,w,w,e,k,e,p,t,f,y,o,f,c
6006,w,w,n,s,e,p,t,f,y,o,f,c
6007,w,w,e,s,e,p,t,f,y,o,f,c
6008,w,w,e,k,e,p,t,f,s,o,f,c
6009,w,w,n,k,e,p,t,f,y,o,f,c
6010,w,w,e,k,e,p,t,f,y,o,f,c
6011,w,w,e,s,e,p,t,f,s,o,f,c
6012,w,w,n,k,e,p,t,f,s,o,f,c
6013,w,w,e,s,e,p,t,f,s,o,f,c
6014,w,w,e,k,e,p,t,f,s,o,f,c
6015,w,w,e,k,e,p,t,f,y,o,f,c
6016,w,w,n,k,e,p,t,f,y,o,f,c
6017,w,w,n,s,e,p,t,f,y,o,f,c
6018,w,w,e,s,e,p,t,f,y,o,f,c
6019,w,w,n,k,e,p,t,f,s,o,f,c
6020,w,w,n,s,e,p,t,f,s,o,f,c
6021,w,w,e,k,e,p,t,f,s,o,f,c
6022,w,w,e,k,e,p,t,f,y,o,f,c
6023,w,w,e,s,e,p,t,f,s,o,f,c
6024,w,w,e,s,e,p,t,f,y,o,f,c
6025,w,w,n,k,e,p,t,f,s,o,f,c
6026,w,w,e,k,e,p,t,f,s,o,f,c
6027,w,w,n,k,e,p,t,f,s,o,f,c
6028,w,w,e,s,e,p,t,f,y,o,f,c
6029,w,w,e,s,e,p,t,f,s,o,f,c
6030,w,w,n,k,e,p,t,f,s,o,f,c
6031,w,w,e,k,e,p,t,f,y,o,f,c
6032,w,w,e,k,e,p,t,f,s,o,f,c
6033,w,w,e,k,e,p,t,f,s,o,f,c
6034,w,w,n,k,e,p,t,f,s,o,f,c
6035,w,w,n,k,e,p,t,f,y,o,f,c
6036,w,w,e,s,e,p,t,f,y,o,f,c
6037,w,w,n,s,e,p,t,f,y,o,f,c
6038,n,n,n,s,p,p,e,f,s,o,a,c
6039,w,w,n,k,e,p,t,f,s,o,f,c
6040,n,n,n,s,p,p,e,f,s,o,a,c
6041,w,w,e,s,e,p,t,f,y,o,f,c
6042,w,w,n,s,e,p,t,f,y,o,f,c
6043,w,w,e,k,e,p,t,f,y,o,f,c
6044,w,w,n,s,e,p,t,f,s,o,f,c
6045,w,w,e,k,e,p,t,f,y,o,f,c
6046,w,w,n,s,e,p,t,f,s,o,f,c
6047,w,w,n,k,e,p,t,f,s,o,f,c
6048,w,w,e,k,e,p,t,f,y,o,f,c
6049,w,w,n,k,e,p,t,f,s,o,f,c
6050,w,w,n,k,e,p,t,f,s,o,f,c
6051,w,w,n,k,e,p,t,f,s,o,f,c
6052,w,w,e,s,e,p,t,f,y,o,f,c
6053,w,w,e,k,e,p,t,f,s,o,f,c
6054,w,w,e,k,e,p,t,f,y,o,f,c
6055,w,w,e,s,e,p,t,f,s,o,f,c
6056,w,w,e,s,e,p,t,f,s,o,f,c
6057,w,w,n,s,e,p,t,f,y,o,f,c
6058,w,w,e,s,e,p,t,f,y,o,f,c
6059,w,w,e,s,e,p,t,f,s,o,f,c
6060,w,w,n,k,e,p,t,f,s,o,f,c
6061,w,w,n,s,e,p,t,f,y,o,f,c
6062,w,w,e,s,e,p,t,f,s,o,f,c
6063,w,w,e,k,e,p,t,f,y,o,f,c
6064,w,w,e,s,e,p,t,f,y,o,f,c
6065,w,w,n,s,e,p,t,f,y,o,f,c
6066,w,w,e,k,e,p,t,f,s,o,f,c
6067,w,w,n,k,e,p,t,f,s,o,f,c
6068,w,w,w,k,p,p,e,f,f,t,f,w
6069,w,w,n,k,e,p,t,f,y,o,f,c
6070,w,w,n,k,e,p,t,f,s,o,f,c
6071,w,w,e,s,e,p,t,f,s,o,f,c
6072,w,w,n,s,e,p,t,f,s,o,f,c
6073,w,w,n,k,e,p,t,f,s,o,f,c
6074,w,w,e,k,e,p,t,f,y,o,f,c
6075,w,w,e,s,e,p,t,f,s,o,f,c
6076,w,w,n,k,e,p,t,f,s,o,f,c
6077,w,w,n,k,e,p,t,f,s,o,f,c
6078,w,w,n,s,e,p,t,f,y,o,f,c
6079,w,w,n,s,e,p,t,f,s,o,f,c
6080,w,w,e,s,e,p,t,f,y,o,f,c
6081,w,w,e,k,e,p,t,f,s,o,f,c
6082,w,w,n,k,e,p,t,f,s,o,f,c
6083,w,w,n,s,e,p,t,f,y,o,f,c
6084,w,w,n,s,e,p,t,f,y,o,f,c
6085,w,w,n,s,e,p,t,f,y,o,f,c
6086,w,w,n,s,e,p,t,f,s,o,f,c
6087,w,w,e,s,e,p,t,f,s,o,f,c
6088,w,w,n,s,e,p,t,f,s,o,f,c
6089,w,w,n,k,e,p,t,f,s,o,f,c
6090,w,w,e,k,e,p,t,f,s,o,f,c
6091,w,w,n,k,e,p,t,f,y,o,f,c
6092,w,w,n,k,e,p,t,f,s,o,f,c
6093,w,w,n,k,e,p,t,f,y,o,f,c
6094,w,w,e,k,e,p,t,f,s,o,f,c
6095,w,w,e,s,e,p,t,f,s,o,f,c
6096,w,w,e,k,e,p,t,f,y,o,f,c
6097,w,w,n,k,e,p,t,f,s,o,f,c
6098,w,w,e,k,e,p,t,f,y,o,f,c
6099,w,w,e,s,e,p,t,f,y,o,f,c
6100,w,w,n,k,e,p,t,f,s,o,f,c
6101,w,w,n,s,e,p,t,f,y,o,f,c
6102,w,w,e,s,e,p,t,f,y,o,f,c
6103,w,w,e,s,e,p,t,f,y,o,f,c
6104,w,w,n,k,e,p,t,f,y,o,f,c
6105,w,w,n,k,e,p,t,f,y,o,f,c
6106,w,w,e,k,e,p,t,f,y,o,f,c
6107,w,w,n,k,e,p,t,f,y,o,f,c
6108,w,w,n,s,e,p,t,f,s,o,f,c
6109,w,w,n,s,e,p,t,f,s,o,f,c
6110,w,w,e,k,e,p,t,f,y,o,f,c
6111,w,w,e,k,e,p,t,f,y,o,f,c
6112,w,w,e,k,e,p,t,f,s,o,f,c
6113,w,w,e,s,e,p,t,f,s,o,f,c
6114,w,w,e,s,e,p,t,f,y,o,f,c
6115,w,w,e,k,e,p,t,f,y,o,f,c
6116,w,w,e,k,e,p,t,f,y,o,f,c
6117,w,w,n,s,e,p,t,f,s,o,f,c
6118,w,w,e,s,e,p,t,f,s,o,f,c
6119,w,w,e,k,e,p,t,f,s,o,f,c
6120,w,w,c,s,p,p,e,t,s,t,f,c
6121,w,w,e,k,e,p,t,f,s,o,f,c
6122,w,w,n,s,e,p,t,f,s,o,f,c
6123,w,w,n,k,e,p,t,f,s,o,f,c
6124,w,w,n,k,e,p,t,f,y,o,f,c
6125,w,w,e,k,e,p,t,f,y,o,f,c
6126,w,w,e,s,e,p,t,f,s,o,f,c
6127,w,w,e,k,e,p,t,f,y,o,f,c
6128,w,w,e,s,e,p,t,f,s,o,f,c
6129,w,w,n,k,e,p,t,f,s,o,f,c
6130,w,w,e,s,e,p,t,f,y,o,f,c
6131,w,w,e,s,e,p,t,f,s,o,f,c
6132,w,w,n,k,e,p,t,f,s,o,f,c
6133,w,w,e,s,e,p,t,f,y,o,f,c
6134,w,w,e,s,e,p,t,f,y,o,f,c
6135,w,w,e,s,e,p,t,f,s,o,f,c
6136,w,w,n,s,e,p,t,f,y,o,f,c
6137,w,w,n,k,e,p,t,f,s,o,f,c
6138,w,w,e,k,e,p,t,f,s,o,f,c
6139,w,w,n,s,e,p,t,f,s,o,f,c
6140,w,w,e,k,e,p,t,f,s,o,f,c
6141,w,w,e,s,e,p,t,f,y,o,f,c
6142,w,w,w,s,p,p,e,f,f,t,f,w
6143,w,w,e,s,e,p,t,f,y,o,f,c
6144,w,w,e,k,e,p,t,f,y,o,f,c
6145,w,w,e,s,e,p,t,f,y,o,f,c
6146,w,w,e,k,e,p,t,f,y,o,f,c
6147,w,w,w,s,p,p,e,f,f,t,f,w
6148,w,w,n,k,e,p,t,f,s,o,f,c
6149,w,w,n,s,e,p,t,f,s,o,f,c
6150,w,w,n,s,e,p,t,f,s,o,f,c
6151,w,w,e,k,e,p,t,f,s,o,f,c
6152,w,w,n,k,e,p,t,f,s,o,f,c
6153,w,w,n,k,e,p,t,f,s,o,f,c
6154,w,w,e,k,e,p,t,f,s,o,f,c
6155,w,w,n,s,e,p,t,f,s,o,f,c
6156,w,w,e,s,e,p,t,f,y,o,f,c
6157,w,w,e,s,e,p,t,f,s,o,f,c
6158,w,w,e,k,e,p,t,f,y,o,f,c
6159,w,w,e,s,e,p,t,f,s,o,f,c
6160,w,w,e,s,e,p,t,f,s,o,f,c
6161,w,w,e,k,e,p,t,f,s,o,f,c
6162,w,w,e,s,e,p,t,f,s,o,f,c
6163,w,w,e,k,e,p,t,f,y,o,f,c
6164,w,w,n,s,e,p,t,f,s,o,f,c
6165,w,w,n,s,e,p,t,f,s,o,f,c
6166,w,w,e,k,e,p,t,f,s,o,f,c
6167,w,w,e,k,e,p,t,f,s,o,f,c
6168,w,w,n,k,e,p,t,f,s,o,f,c
6169,w,w,e,s,e,p,t,f,y,o,f,c
6170,w,w,n,s,e,p,t,f,s,o,f,c
6171,w,w,n,k,e,p,t,f,s,o,f,c
6172,w,w,e,s,e,p,t,f,s,o,f,c
6173,w,w,e,s,e,p,t,f,s,o,f,c
6174,w,w,e,s,e,p,t,f,y,o,f,c
6175,w,w,n,k,e,p,t,f,s,o,f,c
6176,w,w,n,s,e,p,t,f,y,o,f,c
6177,w,w,e,s,e,p,t,f,s,o,f,c
6178,w,w,e,s,e,p,t,f,y,o,f,c
6179,w,w,e,s,e,p,t,f,s,o,f,c
6180,w,w,e,s,e,p,t,f,y,o,f,c
6181,w,w,n,k,e,p,t,f,s,o,f,c
6182,w,w,n,s,e,p,t,f,s,o,f,c
6183,w,w,e,k,e,p,t,f,y,o,f,c
6184,w,w,e,k,e,p,t,f,y,o,f,c
6185,w,w,e,k,e,p,t,f,s,o,f,c
6186,w,w,e,k,e,p,t,f,y,o,f,c
6187,w,w,e,k,e,p,t,f,y,o,f,c
6188,w,w,n,k,e,p,t,f,y,o,f,c
6189,w,w,e,s,e,p,t,f,s,o,f,c
6190,w,w,e,k,e,p,t,f,y,o,f,c
6191,w,w,n,k,e,p,t,f,s,o,f,c
6192,w,w,n,s,e,p,t,f,y,o,f,c
6193,w,w,e,k,e,p,t,f,s,o,f,c
6194,w,w,g,k,p,p,e,f,s,t,f,w
6195,w,w,e,k,e,p,t,f,y,o,f,c
6196,w,w,e,s,e,p,t,f,s,o,f,c
6197,w,w,e,s,e,p,t,f,y,o,f,c
6198,w,w,e,s,e,p,t,f,s,o,f,c
6199,w,w,e,k,e,p,t,f,y,o,f,c
6200,w,w,e,k,e,p,t,f,y,o,f,c
6201,w,w,n,k,e,p,t,f,s,o,f,c
6202,w,w,n,s,e,p,t,f,y,o,f,c
6203,w,w,w,s,p,p,e,f,s,t,f,w
6204,w,w,e,k,e,p,t,f,y,o,f,c
6205,w,w,e,s,e,p,t,f,s,o,f,c
6206,w,w,n,s,e,p,t,f,y,o,f,c
6207,w,w,n,k,e,p,t,f,y,o,f,c
6208,w,w,e,k,e,p,t,f,s,o,f,c
6209,w,w,e,k,e,p,t,f,y,o,f,c
6210,w,w,e,k,e,p,t,f,y,o,f,c
6211,w,w,n,k,e,p,t,f,s,o,f,c
6212,w,w,e,k,e,p,t,f,y,o,f,c
6213,w,w,e,k,e,p,t,f,y,o,f,c
6214,w,w,g,s,p,p,e,f,f,t,f,w
6215,w,w,e,k,e,p,t,f,y,o,f,c
6216,w,w,e,s,e,p,t,f,y,o,f,c
6217,w,w,e,k,e,p,t,f,s,o,f,c
6218,w,w,n,k,e,p,t,f,s,o,f,c
6219,w,w,w,k,p,p,e,f,s,t,f,w
6220,w,w,e,s,e,p,t,f,s,o,f,c
6221,w,w,n,s,e,p,t,f,s,o,f,c
6222,w,w,e,k,e,p,t,f,s,o,f,c
6223,w,w,n,k,e,p,t,f,y,o,f,c
6224,w,w,e,s,e,p,t,f,y,o,f,c
6225,w,w,e,s,e,p,t,f,s,o,f,c
6226,w,w,e,k,e,p,t,f,s,o,f,c
6227,w,w,e,k,e,p,t,f,y,o,f,c
6228,w,w,e,k,e,p,t,f,y,o,f,c
6229,w,w,n,s,e,p,t,f,y,o,f,c
6230,w,w,e,s,e,p,t,f,y,o,f,c
6231,w,w,n,s,e,p,t,f,y,o,f,c
6232,w,w,e,s,e,p,t,f,y,o,f,c
6233,w,w,n,k,e,p,t,f,y,o,f,c
6234,w,w,e,k,e,p,t,f,s,o,f,c
6235,w,w,n,s,e,p,t,f,s,o,f,c
6236,w,w,n,s,e,p,t,f,y,o,f,c
6237,w,w,e,k,e,p,t,f,s,o,f,c
6238,w,w,e,k,e,p,t,f,s,o,f,c
6239,w,w,n,k,e,p,t,f,s,o,f,c
6240,w,w,n,k,e,p,t,f,y,o,f,c
6241,w,w,e,s,e,p,t,f,y,o,f,c
6242,w,w,e,k,e,p,t,f,s,o,f,c
6243,w,w,e,s,e,p,t,f,y,o,f,c
6244,w,w,e,s,e,p,t,f,s,o,f,c
6245,w,w,e,s,e,p,t,f,y,o,f,c
6246,w,w,n,s,e,p,t,f,s,o,f,c
6247,w,w,n,k,e,p,t,f,s,o,f,c
6248,w,w,n,k,e,p,t,f,s,o,f,c
6249,w,w,n,k,e,p,t,f,y,o,f,c
6250,w,w,n,k,e,p,t,f,y,o,f,c
6251,w,w,e,k,e,p,t,f,s,o,f,c
6252,w,w,n,s,e,p,t,f,y,o,f,c
6253,w,w,e,k,e,p,t,f,y,o,f,c
6254,w,w,e,k,e,p,t,f,y,o,f,c
6255,w,w,e,k,e,p,t,f,y,o,f,c
6256,w,w,e,s,e,p,t,f,y,o,f,c
6257,w,w,e,s,e,p,t,f,y,o,f,c
6258,w,w,e,k,e,p,t,f,s,o,f,c
6259,w,w,e,k,e,p,t,f,y,o,f,c
6260,w,w,e,k,e,p,t,f,s,o,f,c
6261,w,w,g,s,p,p,e,f,s,t,f,w
6262,w,w,n,s,e,p,t,f,s,o,f,c
6263,w,w,e,k,e,p,t,f,s,o,f,c
6264,w,w,n,k,e,p,t,f,s,o,f,c
6265,w,w,e,k,e,p,t,f,s,o,f,c
6266,w,w,n,s,e,p,t,f,y,o,f,c
6267,w,w,e,s,e,p,t,f,s,o,f,c
6268,w,w,e,k,e,p,t,f,s,o,f,c
6269,w,w,e,s,e,p,t,f,s,o,f,c
6270,w,w,e,s,e,p,t,f,s,o,f,c
6271,w,w,e,s,e,p,t,f,s,o,f,c
6272,w,w,e,k,e,p,t,f,s,o,f,c
6273,w,w,n,k,e,p,t,f,s,o,f,c
6274,w,w,n,k,e,p,t,f,s,o,f,c
6275,w,w,n,s,e,p,t,f,y,o,f,c
6276,w,w,e,s,e,p,t,f,y,o,f,c
6277,w,w,n,s,e,p,t,f,s,o,f,c
6278,w,w,e,k,e,p,t,f,s,o,f,c
6279,w,w,w,k,p,p,e,f,s,t,f,w
6280,w,w,e,k,e,p,t,f,s,o,f,c
6281,w,w,e,s,e,p,t,f,s,o,f,c
6282,w,w,e,k,e,p,t,f,y,o,f,c
6283,w,w,n,s,e,p,t,f,y,o,f,c
6284,w,w,e,s,e,p,t,f,s,o,f,c
6285,w,w,n,k,e,p,t,f,y,o,f,c
6286,w,w,e,k,e,p,t,f,y,o,f,c
6287,w,w,n,s,e,p,t,f,s,o,f,c
6288,w,w,e,s,e,p,t,f,y,o,f,c
6289,w,w,n,s,e,p,t,f,s,o,f,c
6290,w,w,n,s,e,p,t,f,s,o,f,c
6291,w,w,e,s,e,p,t,f,s,o,f,c
6292,w,w,n,s,e,p,t,f,s,o,f,c
6293,w,w,e,s,e,p,t,f,s,o,f,c
6294,w,w,e,s,e,p,t,f,y,o,f,c
6295,w,w,n,k,e,p,t,f,y,o,f,c
6296,w,w,e,s,e,p,t,f,y,o,f,c
6297,w,w,n,k,e,p,t,f,s,o,f,c
6298,w,w,n,s,e,p,t,f,s,o,f,c
6299,w,w,n,k,e,p,t,f,s,o,f,c
6300,w,w,e,s,e,p,t,f,s,o,f,c
6301,w,w,n,s,e,p,t,f,y,o,f,c
6302,w,w,e,k,e,p,t,f,y,o,f,c
6303,w,w,e,k,e,p,t,f,y,o,f,c
6304,w,w,n,k,e,p,t,f,s,o,f,c
6305,w,w,e,s,e,p,t,f,s,o,f,c
6306,w,w,e,s,e,p,t,f,s,o,f,c
6307,w,w,n,k,e,p,t,f,y,o,f,c
6308,w,w,e,s,e,p,t,f,s,o,f,c
6309,w,w,e,s,e,p,t,f,s,o,f,c
6310,w,w,n,s,e,p,t,f,s,o,f,c
6311,w,w,e,s,e,p,t,f,y,o,f,c
6312,w,w,e,k,e,p,t,f,y,o,f,c
6313,w,w,e,s,e,p,t,f,s,o,f,c
6314,w,w,n,s,e,p,t,f,s,o,f,c
6315,w,w,n,s,e,p,t,f,y,o,f,c
6316,w,w,e,k,e,p,t,f,s,o,f,c
6317,w,w,n,s,e,p,t,f,s,o,f,c
6318,w,w,n,s,e,p,t,f,y,o,f,c
6319,w,w,e,s,e,p,t,f,y,o,f,c
6320,w,w,e,k,e,p,t,f,y,o,f,c
6321,w,w,e,s,e,p,t,f,s,o,f,c
6322,w,w,n,k,e,p,t,f,y,o,f,c
6323,w,w,n,s,e,p,t,f,y,o,f,c
6324,w,w,e,s,e,p,t,f,y,o,f,c
6325,w,w,n,s,e,p,t,f,y,o,f,c
6326,w,w,n,k,e,p,t,f,s,o,f,c
6327,w,w,e,s,e,p,t,f,s,o,f,c
6328,w,w,n,s,e,p,t,f,s,o,f,c
6329,w,w,e,k,e,p,t,f,y,o,f,c
6330,w,w,e,k,e,p,t,f,y,o,f,c
6331,w,w,g,k,p,p,e,f,f,t,f,w
6332,w,w,e,s,e,p,t,f,y,o,f,c
6333,w,w,e,s,e,p,t,f,s,o,f,c
6334,w,w,e,s,e,p,t,f,s,o,f,c
6335,w,w,e,k,e,p,t,f,y,o,f,c
6336,w,w,n,k,e,p,t,f,y,o,f,c
6337,w,w,n,s,e,p,t,f,y,o,f,c
6338,w,w,n,s,e,p,t,f,s,o,f,c
6339,w,w,e,k,e,p,t,f,s,o,f,c
6340,w,w,e,k,e,p,t,f,y,o,f,c
6341,w,w,n,k,e,p,t,f,s,o,f,c
6342,w,w,n,s,e,p,t,f,y,o,f,c
6343,w,w,n,k,e,p,t,f,y,o,f,c
6344,w,w,e,s,e,p,t,f,y,o,f,c
6345,w,w,e,k,e,p,t,f,s,o,f,c
6346,w,w,n,s,e,p,t,f,s,o,f,c
6347,w,w,n,s,e,p,t,f,s,o,f,c
6348,w,w,e,k,e,p,t,f,s,o,f,c
6349,w,w,n,k,e,p,t,f,s,o,f,c
6350,w,w,n,k,e,p,t,f,s,o,f,c
6351,w,w,n,s,e,p,t,f,y,o,f,c
6352,w,w,n,k,e,p,t,f,s,o,f,c
6353,w,w,n,s,e,p,t,f,s,o,f,c
6354,w,w,n,k,e,p,t,f,s,o,f,c
6355,w,w,n,s,e,p,t,f,s,o,f,c
6356,w,w,n,k,e,p,t,f,y,o,f,c
6357,w,w,n,s,e,p,t,f,s,o,f,c
6358,w,w,n,s,e,p,t,f,s,o,f,c
6359,w,w,n,k,e,p,t,f,s,o,f,c
6360,w,w,n,s,e,p,t,f,y,o,f,c
6361,w,w,e,s,e,p,t,f,y,o,f,c
6362,w,w,e,k,e,p,t,f,s,o,f,c
6363,w,w,n,k,e,p,t,f,y,o,f,c
6364,w,w,e,k,e,p,t,f,s,o,f,c
6365,w,w,n,k,e,p,t,f,s,o,f,c
6366,w,w,w,k,p,p,e,f,f,t,f,w
6367,w,w,n,s,e,p,t,f,s,o,f,c
6368,w,w,n,s,e,p,t,f,s,o,f,c
6369,w,w,n,k,e,p,t,f,y,o,f,c
6370,w,w,n,s,e,p,t,f,s,o,f,c
6371,w,w,n,s,e,p,t,f,y,o,f,c
6372,w,w,n,s,e,p,t,f,y,o,f,c
6373,w,w,n,k,e,p,t,f,s,o,f,c
6374,w,w,e,s,e,p,t,f,y,o,f,c
6375,o,o,n,s,p,p,e,f,s,o,a,c
6376,w,w,e,s,e,p,t,f,s,o,f,c
6377,w,w,e,k,e,p,t,f,s,o,f,c
6378,w,w,e,k,e,p,t,f,s,o,f,c
6379,w,w,n,k,e,p,t,f,y,o,f,c
6380,w,w,e,s,e,p,t,f,y,o,f,c
6381,w,w,n,s,e,p,t,f,s,o,f,c
6382,w,w,e,k,e,p,t,f,y,o,f,c
6383,w,w,n,s,e,p,t,f,s,o,f,c
6384,w,w,n,s,e,p,t,f,y,o,f,c
6385,w,w,e,s,e,p,t,f,y,o,f,c
6386,w,w,e,k,e,p,t,f,s,o,f,c
6387,w,w,e,s,e,p,t,f,y,o,f,c
6388,w,w,n,k,e,p,t,f,s,o,f,c
6389,w,w,e,s,e,p,t,f,s,o,f,c
6390,w,w,n,k,e,p,t,f,y,o,f,c
6391,w,w,n,k,e,p,t,f,s,o,f,c
6392,w,w,e,k,e,p,t,f,y,o,f,c
6393,w,w,n,s,e,p,t,f,y,o,f,c
6394,w,w,e,k,e,p,t,f,s,o,f,c
6395,w,w,n,s,e,p,t,f,s,o,f,c
6396,w,w,w,s,p,p,e,f,s,t,f,w
6397,w,w,n,s,e,p,t,f,y,o,f,c
6398,w,w,n,k,e,p,t,f,s,o,f,c
6399,w,w,e,s,e,p,t,f,y,o,f,c
6400,w,w,e,k,e,p,t,f,s,o,f,c
6401,w,w,n,s,e,p,t,f,s,o,f,c
6402,w,w,e,k,e,p,t,f,y,o,f,c
6403,w,w,g,k,p,p,e,f,f,t,f,w
6404,w,w,e,s,e,p,t,f,s,o,f,c
6405,w,w,e,k,e,p,t,f,y,o,f,c
6406,w,w,w,k,p,p,e,f,f,t,f,w
6407,w,w,n,k,e,p,t,f,s,o,f,c
6408,w,w,e,s,e,p,t,f,y,o,f,c
6409,w,w,e,k,e,p,t,f,y,o,f,c
6410,w,w,n,s,e,p,t,f,s,o,f,c
6411,w,w,n,k,e,p,t,f,s,o,f,c
6412,w,w,e,k,e,p,t,f,s,o,f,c
6413,w,w,e,k,e,p,t,f,s,o,f,c
6414,w,w,e,s,e,p,t,f,s,o,f,c
6415,w,w,e,y,n,p,e,f,y,n,f,c
6416,w,w,n,k,e,p,t,f,y,o,f,c
6417,w,w,e,s,e,p,t,f,y,o,f,c
6418,w,w,e,k,e,p,t,f,s,o,f,c
6419,w,w,e,s,e,p,t,f,s,o,f,c
6420,w,w,e,k,e,p,t,f,y,o,f,c
6421,w,w,e,s,e,p,t,f,y,o,f,c
6422,w,w,e,k,e,p,t,f,s,o,f,c
6423,w,w,e,k,e,p,t,f,s,o,f,c
6424,y,n,n,s,p,p,e,f,s,o,a,c
6425,w,w,n,k,e,p,t,f,y,o,f,c
6426,w,w,e,s,e,p,t,f,y,o,f,c
6427,w,w,e,s,e,p,t,f,y,o,f,c
6428,w,w,n,s,e,p,t,f,s,o,f,c
6429,w,w,e,s,e,p,t,f,s,o,f,c
6430,w,w,e,k,e,p,t,f,y,o,f,c
6431,w,w,e,k,e,p,t,f,s,o,f,c
6432,w,w,e,s,e,p,t,f,y,o,f,c
6433,w,w,e,k,e,p,t,f,y,o,f,c
6434,o,n,n,s,p,p,e,f,s,o,a,c
6435,w,w,n,k,e,p,t,f,s,o,f,c
6436,w,w,e,s,e,p,t,f,y,o,f,c
6437,w,w,n,s,e,p,t,f,s,o,f,c
6438,w,w,e,k,e,p,t,f,y,o,f,c
6439,w,w,e,s,e,p,t,f,y,o,f,c
6440,w,w,n,s,e,p,t,f,s,o,f,c
6441,w,w,n,k,e,p,t,f,s,o,f,c
6442,w,w,n,s,e,p,t,f,s,o,f,c
6443,w,w,e,s,e,p,t,f,y,o,f,c
6444,w,w,n,s,e,p,t,f,s,o,f,c
6445,w,w,n,s,e,p,t,f,s,o,f,c
6446,w,w,e,s,e,p,t,f,y,o,f,c
6447,w,w,n,s,e,p,t,f,s,o,f,c
6448,w,w,n,k,e,p,t,f,y,o,f,c
6449,w,w,w,k,p,p,e,f,s,t,f,w
6450,w,w,e,k,e,p,t,f,s,o,f,c
6451,w,w,e,k,e,p,t,f,s,o,f,c
6452,w,w,n,s,e,p,t,f,y,o,f,c
6453,w,w,n,k,e,p,t,f,y,o,f,c
6454,w,w,e,k,e,p,t,f,y,o,f,c
6455,w,w,n,k,e,p,t,f,s,o,f,c
6456,w,w,n,k,e,p,t,f,y,o,f,c
6457,w,w,n,k,e,p,t,f,s,o,f,c
6458,w,w,n,k,e,p,t,f,y,o,f,c
6459,w,w,e,s,e,p,t,f,s,o,f,c
6460,w,w,e,k,e,p,t,f,y,o,f,c
6461,w,w,e,s,e,p,t,f,y,o,f,c
6462,w,w,e,k,e,p,t,f,y,o,f,c
6463,w,w,n,s,e,p,t,f,y,o,f,c
6464,w,w,n,s,e,p,t,f,y,o,f,c
6465,w,w,n,s,e,p,t,f,y,o,f,c
6466,w,w,n,s,e,p,t,f,y,o,f,c
6467,w,w,e,s,e,p,t,f,s,o,f,c
6468,w,w,e,k,e,p,t,f,s,o,f,c
6469,w,w,n,s,e,p,t,f,s,o,f,c
6470,w,w,e,s,e,p,t,f,s,o,f,c
6471,w,w,n,k,e,p,t,f,s,o,f,c
6472,w,w,e,k,e,p,t,f,s,o,f,c
6473,w,w,n,k,e,p,t,f,s,o,f,c
6474,w,w,n,k,e,p,t,f,s,o,f,c
6475,w,w,e,k,e,p,t,f,y,o,f,c
6476,w,w,n,s,e,p,t,f,s,o,f,c
6477,w,w,e,s,e,p,t,f,s,o,f,c
6478,w,w,e,k,e,p,t,f,s,o,f,c
6479,w,w,n,k,e,p,t,f,s,o,f,c
6480,w,w,e,s,e,p,t,f,y,o,f,c
6481,w,w,e,k,e,p,t,f,y,o,f,c
6482,w,w,e,s,e,p,t,f,s,o,f,c
6483,w,w,e,k,e,p,t,f,s,o,f,c
