,att67_cat,att240_cat,att205_cat,att122_cat,att89_cat,att215_cat,att58_cat,att185_cat,att176_cat,att4_cat,att217_cat,att223_cat,att116_cat,att107_cat,att169_cat,att238_cat,att180_cat,att51_cat,att27_cat,att237_cat,att216_cat,att34_cat,att93_cat,att182_cat,att118_cat,att117_cat,att106_cat,att73_cat,att38_cat,att209_cat,att201_cat,att44_cat,att62_cat,att202_cat,att85_cat,att211_cat,att39_cat,att31_cat,att18_cat,att132_cat,att119_cat,att19_cat,att91_cat,att69_cat,att33_cat,att90_cat,att35_cat,att11_cat,att29_cat,class_cat,att154_cat,att164_cat,att110_cat,att222_cat,att194_cat,att183_cat,att184_cat,att28_cat,att16_cat,att148_cat,att234_cat,att233_cat,att168_cat,att78_cat,att47_cat,att193_cat,att40_cat,att171_cat,att163_cat,att158_cat,att99_cat,att172_cat,att199_cat,att95_cat,att59_cat,att102_cat,att147_cat,att220_cat,att88_cat,att14_cat,att218_cat,att21_cat,att56_cat,att208_cat,att55_cat,att114_cat,att84_cat,att53_cat,att130_cat,att173_cat,att225_cat,att120_cat,att42_cat,att17_cat,att5_cat,att181_cat,att174_cat,att48_cat,att196_cat,att66_cat,att70_cat,att213_cat,att112_cat,att195_cat,att54_cat,att230_cat,att98_cat,att177_cat,att127_cat,att108_cat,att145_cat,att97_cat,att82_cat,att123_cat,att105_cat,att239_cat,att94_cat,att152_cat,att12_cat,att162_cat
1445,0,0,6,0,0,0,6,0,6,6,3,0,6,0,0,0,0,0,6,1,0,2,0,0,0,3,0,6,6,0,0,6,0,4,6,0,6,0,6,3,0,6,0,5,2,0,2,6,6,8,0,0,0,6,0,0,0,6,3,0,4,4,0,0,0,0,6,0,0,6,6,3,0,0,4,3,3,6,2,6,6,6,6,0,6,6,6,0,6,6,0,0,6,6,6,0,6,0,0,0,6,0,0,0,4,0,6,2,1,0,6,1,2,0,0,0,0,0,6,3
1446,0,0,0,0,0,6,6,6,0,0,1,0,6,0,6,0,0,0,6,0,5,0,0,3,0,1,0,6,6,0,6,6,0,6,6,6,6,0,0,0,0,0,0,5,0,0,0,2,4,8,5,0,0,0,0,6,6,5,0,0,0,0,4,0,0,0,6,6,0,6,6,6,6,0,6,6,0,0,6,0,0,5,6,0,6,6,6,0,6,6,0,0,6,0,5,0,1,0,3,0,6,6,6,0,4,2,6,0,6,0,5,5,1,0,0,0,0,0,1,0
1447,0,0,6,0,3,0,6,0,6,6,3,0,6,0,0,0,0,4,6,0,0,6,0,0,3,6,0,6,6,0,0,6,0,1,6,0,6,3,6,6,0,6,0,0,6,0,6,2,5,8,0,0,0,0,0,0,0,6,3,0,4,4,0,0,1,0,6,0,0,6,4,0,0,0,6,6,2,6,6,0,6,6,6,0,6,6,3,4,6,6,0,0,6,6,6,0,6,5,0,0,6,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0
1448,0,0,0,0,0,6,6,6,0,6,1,0,3,0,5,0,0,0,6,0,6,2,0,0,0,0,0,6,5,0,6,5,0,3,6,1,6,0,6,0,0,6,0,6,2,0,2,6,6,8,3,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,6,6,0,6,6,6,6,0,2,4,0,0,4,5,0,6,6,0,6,6,6,0,3,2,0,0,6,6,4,0,0,0,0,0,6,6,5,0,6,4,4,0,6,0,0,0,0,0,0,0,0,0,6,0
1449,0,0,6,2,3,0,6,0,6,4,0,0,6,6,0,0,0,0,6,3,0,6,6,0,5,6,4,6,2,0,0,6,6,0,3,0,2,1,6,6,0,6,6,0,6,0,6,5,6,8,0,0,6,5,0,0,0,6,0,3,4,1,0,6,6,0,2,0,1,1,0,0,0,6,6,6,6,6,6,5,3,6,3,0,0,3,0,0,6,2,0,0,6,2,4,0,6,6,0,0,1,0,0,0,0,0,0,3,0,6,6,0,0,3,0,0,6,0,6,6
1450,0,0,6,0,2,4,6,0,6,6,6,0,6,0,0,0,0,0,6,0,6,6,0,0,3,6,0,6,6,0,6,6,0,6,6,0,6,3,6,4,0,6,0,5,6,0,6,6,6,8,0,0,0,0,0,0,0,6,5,0,4,4,0,0,1,0,6,1,0,6,4,6,0,0,6,6,0,6,6,6,6,6,6,0,6,6,6,2,6,6,0,0,6,6,6,0,6,2,0,0,6,0,0,0,2,3,0,2,0,0,6,0,0,0,0,0,0,0,6,0
1451,0,0,0,0,0,6,6,6,0,6,6,0,6,0,0,0,0,0,6,0,6,4,0,0,1,6,0,6,6,0,6,6,0,6,6,0,6,0,6,4,0,6,0,1,4,0,5,0,6,8,0,0,0,0,0,0,2,6,5,0,0,4,0,0,0,0,6,6,0,6,6,6,3,0,6,6,0,0,6,2,6,6,6,0,6,6,5,4,6,6,0,0,6,6,6,0,6,0,0,0,6,0,1,0,4,4,1,0,5,0,6,0,0,0,0,0,0,0,2,0
1452,0,0,0,0,0,6,6,6,0,6,6,0,2,0,0,0,0,0,6,0,6,2,0,0,0,0,0,6,0,0,6,6,0,6,6,0,0,0,6,0,0,6,0,0,0,0,2,6,6,8,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,6,0,6,6,6,3,0,6,1,0,0,1,6,0,6,6,0,1,6,4,0,4,6,0,0,6,3,6,0,1,0,0,0,5,0,2,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,6,0
1453,0,0,6,0,6,0,6,0,6,4,6,0,6,0,0,0,0,0,6,0,3,6,0,0,4,6,0,6,6,0,0,6,0,5,3,0,6,3,6,6,0,6,0,0,6,2,6,4,6,8,0,0,0,0,0,0,0,6,6,2,4,4,0,0,0,0,6,0,0,0,1,0,0,0,6,6,6,6,6,4,6,6,4,0,0,3,0,0,6,4,0,0,6,6,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,4
1454,0,0,6,0,1,0,6,0,6,6,2,0,6,0,0,0,0,0,6,2,0,6,0,0,5,6,0,6,6,0,0,6,0,3,6,0,6,0,6,6,1,6,0,3,4,0,6,0,6,8,0,0,0,2,0,0,0,6,2,6,4,3,0,0,0,0,6,0,3,3,6,0,0,0,6,6,6,6,6,1,6,6,6,0,6,6,5,3,6,4,0,0,6,6,6,0,6,0,0,0,6,0,0,0,6,0,3,5,0,0,6,0,0,0,0,0,0,0,1,6
1455,0,0,0,0,0,6,6,6,0,6,6,0,6,0,6,0,0,0,6,0,6,4,0,0,0,3,0,4,5,0,6,6,0,6,6,0,6,3,6,1,0,6,0,6,5,0,4,6,6,8,5,0,0,0,0,3,6,6,6,0,0,3,3,0,0,0,6,6,0,6,6,6,6,0,3,4,0,0,2,6,6,6,6,0,6,6,6,5,6,6,0,0,6,6,6,0,0,0,0,0,6,3,6,0,6,4,6,0,6,0,1,6,4,0,0,0,0,0,6,0
1456,0,0,0,0,3,6,6,6,0,5,6,0,6,0,2,0,0,4,6,0,6,6,0,0,0,4,0,6,6,0,6,6,0,6,6,0,6,0,6,2,0,6,0,6,5,0,6,6,6,8,0,0,0,0,0,0,3,6,3,0,0,3,0,0,0,0,6,6,0,6,6,6,6,0,6,6,0,0,6,2,6,6,6,0,6,6,6,5,6,6,0,0,6,6,4,0,6,0,0,0,6,3,6,0,6,4,6,0,6,0,6,2,0,0,0,0,0,0,5,0
1457,0,0,0,0,0,6,6,6,0,6,6,0,0,0,3,0,0,0,6,0,6,6,0,0,0,0,0,5,2,0,6,6,6,6,6,0,2,6,6,0,0,6,0,6,6,0,3,6,6,8,1,0,0,0,0,0,0,6,5,0,0,4,0,5,6,0,5,6,0,6,6,6,0,0,6,0,0,0,0,4,5,6,6,0,5,6,6,0,0,6,0,0,6,6,6,0,0,6,0,0,6,0,6,0,1,4,6,0,6,0,0,6,1,0,0,0,0,0,6,0
1458,0,0,6,0,6,0,6,0,6,6,0,0,6,0,0,0,0,0,6,3,0,2,0,0,6,6,0,6,2,0,0,6,0,2,1,0,2,0,6,6,3,6,0,0,1,1,2,6,6,8,0,0,0,5,0,0,0,6,1,6,4,4,0,0,0,0,2,0,3,1,0,0,0,0,6,6,6,6,6,3,6,6,0,0,0,0,0,0,6,4,0,0,6,5,6,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,6,6
1459,0,0,1,0,3,6,6,0,0,6,6,0,6,0,0,0,0,0,6,0,6,4,0,0,5,6,0,6,6,0,6,6,0,6,6,0,6,0,6,6,0,6,0,0,4,0,4,6,6,8,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,6,0,0,5,0,5,0,0,6,6,2,0,6,6,6,6,4,0,2,4,0,0,6,6,0,0,6,6,6,0,6,0,0,0,3,0,0,0,2,4,0,0,0,0,6,0,0,0,0,0,0,0,6,0
1460,0,0,6,0,0,0,6,0,6,6,0,1,6,0,0,2,0,0,6,4,0,0,0,0,0,2,0,4,0,0,0,5,6,0,6,0,0,6,6,0,0,5,0,5,6,0,0,6,6,8,0,0,0,5,0,0,0,6,6,0,4,1,0,5,6,0,4,0,0,5,6,0,0,0,1,6,0,6,0,6,3,4,6,0,6,6,6,0,6,5,0,0,6,6,6,0,6,6,0,0,6,0,0,0,2,0,2,2,0,0,6,0,0,0,0,0,0,0,6,2
1461,0,0,0,0,0,6,6,6,0,4,6,0,6,0,0,0,0,0,6,0,6,4,0,0,0,2,0,6,4,0,6,6,0,6,6,0,6,1,6,0,0,6,0,6,4,0,4,6,6,8,0,0,0,0,0,0,3,6,5,0,0,3,0,0,0,0,6,6,0,6,6,6,3,0,6,4,0,0,5,3,6,6,6,0,6,6,6,0,6,6,0,0,6,6,4,0,6,0,0,0,6,0,6,0,4,4,6,0,6,0,6,5,3,0,0,0,0,0,6,0
1462,0,0,6,0,3,0,6,0,3,6,6,0,6,0,0,0,0,0,6,0,2,3,0,0,3,6,0,6,2,0,0,6,0,4,6,0,2,3,6,4,0,6,0,0,5,0,2,6,6,8,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,4,0,0,6,3,3,0,0,6,6,3,6,6,6,6,6,6,0,3,4,1,0,6,6,0,0,6,6,6,0,6,0,0,0,3,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,6,1
1463,0,0,6,0,6,0,6,0,6,4,6,0,6,0,0,0,0,0,6,0,3,6,0,0,4,6,0,6,6,0,0,6,0,5,3,0,6,3,6,6,0,6,0,0,6,0,6,4,6,8,0,0,0,0,0,0,0,6,6,2,4,4,0,0,0,0,6,0,0,0,1,0,0,0,6,6,6,6,6,5,6,6,4,0,0,3,0,0,6,4,0,0,6,6,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,4
1464,1,0,4,0,5,6,6,6,1,6,6,0,6,0,6,0,0,0,6,0,6,0,0,0,2,6,0,6,0,0,6,6,0,6,6,0,4,0,0,0,0,4,0,6,0,0,0,6,6,8,1,0,1,0,0,3,6,6,0,0,0,1,0,0,0,0,6,6,0,6,6,6,6,0,5,6,0,0,6,6,4,4,6,0,6,6,6,1,6,6,0,0,6,0,5,0,6,0,0,0,6,6,6,0,5,4,6,0,6,0,6,6,3,0,0,0,0,0,6,0
1465,1,0,0,0,4,6,6,5,1,5,6,0,6,0,0,0,0,6,6,0,6,6,0,0,5,6,0,6,6,0,6,6,1,6,6,0,6,3,6,6,0,6,0,1,6,0,6,6,6,8,0,0,0,0,0,0,0,6,6,0,0,1,0,1,5,0,6,5,0,6,5,6,0,0,6,6,3,0,6,6,5,6,6,0,1,6,3,2,6,6,0,0,6,6,3,0,6,6,0,6,6,0,0,0,1,4,0,0,0,0,6,0,1,0,0,0,0,0,6,1
1466,0,0,0,0,0,6,6,6,0,6,6,0,0,0,6,0,0,0,6,0,6,5,0,0,0,0,0,4,4,0,6,5,0,6,6,0,6,5,6,0,0,6,0,6,6,0,4,6,6,8,4,0,0,0,0,0,6,6,6,0,0,3,0,0,5,0,6,6,0,6,6,6,2,0,1,0,0,0,0,4,6,6,6,0,6,6,6,0,4,6,0,0,6,6,6,0,0,5,0,0,6,0,6,0,3,3,6,0,6,0,0,6,2,0,0,0,0,0,6,0
1467,6,0,0,0,6,0,6,6,0,0,0,0,6,0,6,0,0,0,5,0,0,0,0,5,3,6,0,6,5,0,0,3,0,0,0,6,6,0,0,1,0,0,0,6,0,6,0,3,0,8,3,0,0,0,0,6,6,1,0,0,0,0,5,0,0,0,6,6,0,6,1,4,5,1,6,6,0,0,6,0,0,0,6,0,6,5,1,6,6,1,0,0,6,0,0,1,0,0,6,5,2,6,0,0,6,0,1,0,5,0,3,5,6,0,3,0,0,0,0,0
1468,0,0,6,0,1,0,6,0,6,6,6,0,6,0,0,0,0,0,6,0,3,0,0,0,1,6,0,6,0,0,3,6,0,6,6,0,4,0,4,6,0,4,0,5,0,0,0,4,6,8,0,0,0,0,0,0,0,6,3,2,4,4,0,0,0,0,6,1,0,6,6,6,0,0,6,6,6,3,6,4,6,4,6,0,6,6,6,0,6,6,0,0,6,4,6,0,6,0,0,0,6,0,0,0,3,0,0,2,0,0,6,0,0,0,0,0,0,0,6,6
1469,0,0,3,0,0,3,6,0,0,5,6,0,5,0,0,0,0,0,6,0,6,6,0,0,0,0,0,4,5,0,6,6,5,6,6,0,6,3,6,0,0,6,0,4,6,0,6,5,6,8,0,0,0,0,0,0,0,6,6,0,4,4,0,2,6,0,6,3,0,6,6,6,0,0,3,3,0,3,0,3,6,6,6,0,6,6,6,0,6,6,0,0,6,6,4,0,6,6,0,0,6,0,2,0,4,2,4,0,5,0,6,0,0,0,0,0,0,0,4,0
1470,0,0,6,0,6,0,6,0,6,6,0,6,6,0,0,4,0,0,6,4,0,2,0,0,6,6,0,6,0,5,0,6,0,0,0,0,1,0,6,6,6,6,0,0,2,6,1,6,6,8,0,6,0,6,6,0,0,6,5,6,4,2,0,0,0,6,2,0,6,0,0,0,0,0,6,6,6,6,6,6,1,6,0,6,0,0,0,0,0,0,0,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,1,0,0,6,6
1471,0,0,6,0,4,6,6,6,3,4,6,0,6,0,2,0,0,0,6,0,6,2,0,0,3,6,0,6,6,0,6,6,0,6,6,0,6,0,6,3,0,6,0,6,2,0,2,6,6,8,0,0,0,0,0,0,3,6,3,0,4,4,0,0,0,0,6,6,0,6,6,6,3,0,6,6,0,5,6,3,6,6,6,0,6,6,6,1,6,6,0,0,6,6,4,0,6,0,0,0,6,0,5,0,6,3,4,0,6,0,6,0,0,0,0,0,0,0,6,0
1472,0,0,6,0,6,0,6,0,6,6,6,0,6,0,0,0,0,1,6,0,3,6,0,0,6,6,0,6,6,0,0,6,0,5,6,0,6,5,6,6,6,6,0,0,6,0,6,6,6,8,0,0,0,2,0,0,0,6,6,6,4,4,0,0,2,0,6,0,6,3,3,0,0,0,6,6,6,6,6,6,6,6,6,0,5,3,3,0,6,3,0,0,6,6,6,0,6,4,0,0,5,0,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,0,6,6
1473,0,0,0,0,5,6,6,6,0,4,6,0,6,0,0,0,0,0,6,0,6,6,0,0,3,6,0,6,6,0,6,6,0,6,6,0,6,3,6,1,0,6,0,6,6,0,6,4,6,8,0,0,0,0,0,0,3,6,6,0,0,1,0,0,0,0,6,6,0,6,6,6,6,0,5,6,0,0,6,4,5,6,6,0,6,6,6,0,6,6,0,0,6,6,4,0,6,0,0,0,6,6,6,0,4,4,6,0,6,0,6,3,0,0,0,0,0,0,4,0
1474,0,0,0,0,0,6,6,6,0,2,6,0,6,0,0,0,0,3,6,0,6,6,0,0,0,1,0,4,6,0,6,6,0,6,6,0,6,5,6,0,0,6,0,3,6,0,6,6,6,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,2,0,6,6,0,6,6,6,4,0,5,3,0,0,1,6,1,6,6,0,4,6,6,0,6,6,0,0,6,6,2,0,4,3,0,0,6,0,0,0,0,4,3,0,4,0,5,0,0,0,0,0,0,0,6,0
1475,0,0,6,0,3,0,6,0,6,6,6,0,6,0,0,0,0,0,6,0,5,4,0,0,0,6,0,6,6,0,5,6,0,6,4,0,6,0,6,6,0,6,0,0,3,0,4,6,6,8,0,0,0,0,0,0,0,6,1,0,4,4,0,0,0,0,6,0,0,5,0,3,0,0,6,6,6,6,6,6,6,6,6,0,1,5,0,1,6,6,0,0,6,5,6,0,6,0,0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,5
1476,0,0,4,0,6,0,6,0,6,6,0,6,6,0,0,4,0,0,6,4,0,6,2,0,6,6,0,6,0,1,0,6,6,0,0,0,1,3,6,6,4,6,0,0,6,2,3,5,6,8,0,0,0,6,0,0,0,6,4,6,1,0,0,6,6,3,5,0,6,0,0,0,0,0,6,6,6,6,6,4,0,6,4,5,0,0,0,0,3,0,0,0,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,1,2,0,6,6
1477,6,0,0,0,5,6,6,6,0,6,6,0,4,0,6,0,0,0,6,0,6,4,0,6,0,0,0,6,6,0,6,6,0,6,6,3,6,0,6,0,0,6,0,6,4,0,4,6,6,8,6,0,4,0,0,6,6,6,4,0,0,1,5,0,0,0,6,6,0,6,6,6,6,0,3,6,0,0,6,6,6,6,6,0,6,6,6,6,6,6,0,0,6,6,6,0,6,0,3,0,6,6,6,0,6,4,6,0,6,0,6,6,6,0,0,0,0,0,6,0
1478,0,0,1,0,3,2,6,0,1,6,6,0,6,0,0,0,0,0,6,0,6,6,0,0,0,3,0,6,6,0,5,6,6,6,0,0,6,6,6,3,0,6,0,0,6,0,6,4,6,8,0,0,0,0,0,0,0,6,6,0,0,3,0,4,6,0,6,0,0,6,0,4,0,0,6,6,3,0,6,0,6,6,4,0,0,3,0,0,6,6,0,0,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0
1479,0,0,6,0,6,0,6,0,6,6,6,0,6,0,0,0,0,0,6,0,6,4,0,0,6,6,0,6,5,0,6,6,0,6,6,0,6,0,6,6,2,6,0,0,4,0,4,6,6,8,0,0,0,0,0,0,0,6,3,0,4,4,0,0,0,0,6,0,0,6,5,4,0,0,6,6,5,6,6,5,6,6,6,0,6,6,0,0,6,6,0,0,6,6,6,0,6,0,0,0,6,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,6,1
1480,0,0,0,0,0,6,6,4,0,6,6,0,3,0,0,0,0,0,6,0,6,6,0,0,0,0,0,1,6,0,6,6,4,6,6,0,6,6,6,0,0,6,0,6,6,0,6,3,6,8,0,0,0,0,0,0,0,6,6,0,4,4,0,0,6,0,6,6,0,6,6,6,0,0,1,1,0,0,0,6,6,6,6,0,6,6,6,2,5,6,0,0,6,6,6,0,6,6,0,0,6,0,6,0,4,4,6,0,6,0,3,6,4,0,0,0,0,0,5,0
1481,0,0,6,0,0,6,6,3,3,6,6,0,6,0,0,0,0,0,6,0,6,1,0,0,3,6,0,6,5,0,6,6,0,6,6,0,6,0,6,3,0,6,0,5,0,0,2,6,6,8,0,0,0,0,0,0,0,6,1,0,4,4,0,0,0,0,6,6,0,6,6,6,0,0,5,6,3,6,6,3,6,6,6,0,6,6,6,0,6,6,0,0,6,5,5,0,6,0,0,0,6,0,0,0,1,2,3,0,3,0,6,0,0,0,0,0,0,0,5,1
1482,0,0,0,0,0,6,6,6,0,6,2,0,6,0,6,0,0,2,6,0,6,6,0,2,0,3,0,6,6,0,6,6,0,6,6,0,6,6,6,2,0,6,0,4,6,0,6,2,3,8,6,0,0,0,0,6,6,6,6,0,0,0,4,0,2,0,6,6,0,6,6,6,6,0,6,5,0,0,3,0,0,6,6,0,6,6,6,2,6,6,0,0,6,6,6,0,0,4,0,0,6,6,6,0,5,4,6,0,6,0,5,4,0,0,0,0,0,0,2,0
1483,0,0,1,0,2,6,6,6,0,6,6,0,6,0,0,0,0,0,6,0,6,4,0,0,0,2,0,6,6,0,6,6,0,6,6,0,6,0,6,0,0,6,0,6,2,0,6,6,6,8,0,0,0,0,0,0,0,6,5,0,1,4,0,0,0,0,6,6,0,6,6,6,0,0,6,6,0,0,6,6,6,6,6,0,6,6,6,0,6,6,0,0,6,6,6,0,6,0,0,0,6,0,2,0,4,4,4,0,3,0,6,0,0,0,0,0,0,0,6,0
1484,0,0,5,0,6,0,6,0,6,5,0,6,6,0,0,2,3,0,6,4,0,6,0,0,6,6,0,6,2,3,0,6,5,0,0,0,2,3,6,6,6,6,0,0,6,3,6,6,6,8,0,6,0,6,5,0,0,6,3,6,4,1,0,5,6,6,2,0,6,0,0,0,0,2,6,6,6,6,6,6,2,6,0,6,0,0,0,0,0,0,0,0,5,6,5,0,0,6,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,6,6
1485,0,0,0,0,0,6,6,5,0,6,6,0,6,0,0,0,0,1,6,0,6,6,0,0,2,6,0,6,4,0,6,6,0,6,6,0,4,6,6,4,0,6,0,4,6,0,6,6,6,8,0,0,0,0,0,0,1,6,6,0,3,4,0,0,5,0,5,5,0,6,6,6,5,0,6,6,2,0,3,4,6,6,6,0,5,6,6,0,6,6,0,0,6,6,6,0,6,6,0,0,6,1,0,0,0,3,5,0,4,0,6,0,0,0,0,0,0,0,6,0
1486,0,0,6,0,3,0,6,0,6,6,6,0,6,0,0,0,0,0,6,0,6,6,0,0,5,6,0,6,2,0,4,6,6,6,6,0,2,6,6,6,0,6,0,0,6,0,3,6,6,8,0,0,0,0,0,0,0,6,5,3,4,4,0,0,6,0,2,0,1,6,6,3,0,0,6,6,6,6,6,6,6,6,5,0,1,6,4,0,6,6,0,0,6,6,6,0,6,6,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,6,6
1487,0,0,0,0,1,0,6,0,0,6,6,0,6,0,0,0,0,0,6,0,6,5,3,0,0,3,0,6,4,0,6,6,6,6,6,0,2,6,6,0,0,6,0,0,6,0,2,6,6,8,0,0,0,0,0,0,0,6,5,0,3,4,0,6,6,0,5,3,0,6,6,6,0,0,6,6,0,0,6,3,6,6,6,0,3,6,5,0,6,6,0,0,6,6,4,0,6,6,0,0,4,0,0,0,0,0,2,0,4,0,6,0,0,0,0,0,0,0,6,0
1488,0,0,6,0,3,0,6,0,6,6,6,0,6,0,0,0,0,0,6,0,3,2,0,0,6,6,0,6,3,0,2,6,0,6,6,0,5,0,6,6,2,6,0,3,0,0,2,6,6,8,0,0,0,0,0,0,0,6,5,3,4,4,0,0,0,0,6,0,1,5,2,3,0,0,6,6,6,6,6,6,6,6,6,0,6,3,0,0,6,6,0,0,6,6,6,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,6,6
1489,0,0,6,0,6,0,6,0,6,6,5,0,6,0,0,0,0,0,6,0,0,5,0,0,6,6,0,6,2,0,0,6,0,3,6,0,2,1,6,6,0,6,0,0,6,3,3,6,6,8,0,0,0,0,0,0,0,6,6,3,4,4,0,0,0,0,2,0,0,5,5,0,0,0,6,6,6,6,6,6,6,6,5,0,1,6,1,0,6,6,0,0,6,6,6,0,6,2,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,6
1490,0,0,6,0,0,0,6,0,6,4,0,0,6,0,0,0,0,0,6,3,0,6,2,0,6,6,0,6,2,0,0,6,6,0,6,0,3,5,6,6,0,6,1,2,6,0,6,4,6,8,0,0,0,6,0,0,0,6,5,3,4,3,0,6,6,0,6,0,6,0,6,0,0,0,6,6,6,6,6,3,6,6,6,0,6,6,6,0,6,1,0,0,6,6,4,0,6,6,0,3,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,1,0,4,6
1491,0,0,6,0,6,0,6,0,6,6,3,0,6,0,0,0,0,3,6,0,0,6,4,0,6,6,0,6,2,0,0,6,6,2,6,0,4,4,6,6,3,6,0,0,6,2,6,6,6,8,0,0,0,1,0,0,0,6,6,6,4,4,0,6,6,0,2,0,3,0,0,0,0,1,6,6,6,6,6,6,6,6,6,0,0,0,0,0,6,0,0,0,6,6,6,0,6,6,0,3,1,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,4,0,6,6
1492,0,0,6,0,3,0,6,0,0,5,6,0,6,0,0,0,0,2,6,0,5,6,0,0,3,6,0,6,6,0,6,6,0,6,6,0,6,3,6,6,0,6,0,1,6,0,6,6,6,8,0,0,0,0,0,0,0,6,3,0,2,4,0,0,0,0,6,1,0,6,6,6,0,0,6,6,4,5,6,6,6,6,6,0,6,6,5,2,6,6,0,0,6,6,6,0,6,1,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0
1493,2,0,0,0,0,6,0,6,0,6,6,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,5,0,6,3,6,6,6,0,6,6,6,0,0,6,0,6,6,0,5,6,6,8,0,0,0,0,0,0,0,6,6,0,4,4,0,1,6,0,6,6,0,6,6,6,0,0,0,0,0,0,0,5,6,6,6,0,6,6,6,4,0,6,0,0,6,6,6,0,3,6,0,0,6,0,6,0,6,3,6,0,6,0,0,6,4,0,0,0,0,0,6,0
1494,0,0,4,0,6,6,6,0,3,4,6,0,6,0,0,0,0,0,6,0,6,4,0,0,4,6,0,6,4,0,6,6,0,6,6,0,4,3,6,6,0,6,0,0,5,0,4,6,6,8,0,0,0,0,0,0,0,6,3,0,3,4,0,0,0,0,6,1,0,6,6,6,0,0,6,6,2,0,6,6,6,6,6,0,1,6,2,0,6,6,0,0,6,6,6,0,6,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,6,0
1495,0,0,6,0,6,3,6,0,6,6,6,0,6,0,0,0,0,0,6,0,6,0,0,0,6,6,0,6,0,0,6,6,0,6,6,0,0,0,4,6,5,6,0,0,0,0,0,6,6,8,0,0,0,0,0,0,0,6,1,3,4,4,0,0,0,0,4,0,0,6,3,0,0,0,6,6,6,6,6,6,6,6,6,0,5,5,3,0,6,6,0,0,6,4,6,0,6,0,0,0,6,0,0,0,0,1,0,6,0,0,6,0,0,0,0,0,0,0,6,6
1496,0,0,6,0,0,6,6,1,3,6,6,0,6,0,0,0,0,0,6,0,6,2,0,0,0,2,0,6,2,0,6,6,0,6,6,0,2,0,6,0,0,6,0,0,2,0,2,6,6,8,0,0,0,0,0,0,0,6,3,0,1,4,0,0,0,0,2,0,0,6,5,4,0,0,6,6,0,3,4,6,6,6,6,0,1,6,0,0,6,6,0,0,6,6,6,0,6,0,0,0,5,0,0,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,6,0
1497,0,0,3,0,0,0,6,0,3,6,6,0,6,0,0,0,0,0,6,0,5,0,0,0,3,6,0,6,0,0,3,6,0,6,6,0,0,0,4,5,0,5,0,0,0,0,1,6,6,8,0,0,0,0,0,0,0,6,1,0,4,4,0,0,0,0,0,3,0,6,3,6,0,0,6,6,3,3,4,6,6,6,6,0,3,6,2,0,6,6,0,0,6,4,6,0,6,0,0,0,4,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,6,0
1498,0,0,3,0,0,3,6,2,0,5,6,0,6,0,0,0,0,0,6,0,6,6,4,0,0,3,0,5,3,0,6,6,6,6,6,0,6,1,6,1,0,6,0,6,6,0,6,4,6,8,0,0,0,0,0,0,0,6,3,0,4,4,0,6,6,0,6,4,0,6,6,6,0,0,2,3,0,5,0,3,6,6,6,0,6,6,6,0,6,6,0,0,6,6,6,0,6,6,0,0,6,0,0,0,4,2,6,0,3,0,6,0,0,0,0,0,3,0,4,0
