,leaves_cat,leafspots-halo_cat,fruit-pods_cat,seed_cat,external-decay_cat,seed-tmt_cat,sclerotia_cat,class_cat,mycelium_cat,leafspots-marg_cat,date_cat,leaf-shread_cat,seed-discolor_cat,seed-size_cat,stem_cat,int-discolor_cat,germination_cat,temp_cat
592,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
593,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
594,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
595,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,gt-norm
596,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,lt-80,norm
597,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
598,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,90-100,norm
599,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
600,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
601,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,lt-80,norm
602,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
603,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
604,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,norm
605,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
606,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
607,abnorm,no-yellow-halos,norm,norm,absent,other,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
608,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,norm
609,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
610,abnorm,no-yellow-halos,norm,norm,absent,other,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,gt-norm
611,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,gt-norm
612,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,gt-norm
613,abnorm,no-yellow-halos,norm,norm,firm-and-dry,other,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,gt-norm
614,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,gt-norm
615,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,90-100,norm
616,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,gt-norm
617,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,norm
618,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,90-100,gt-norm
619,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
620,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,gt-norm
621,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,90-100,norm
622,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,gt-norm
623,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,norm
624,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,90-100,gt-norm
625,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
626,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,gt-norm
627,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,90-100,norm
628,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,gt-norm
629,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,lt-80,norm
630,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,gt-norm
631,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,80-89,gt-norm
632,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,lt-80,norm
633,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,norm
634,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,norm
635,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,lt-80,gt-norm
636,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,90-100,norm
637,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
638,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,gt-norm
639,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,norm
640,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,gt-norm
641,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,lt-80,norm
642,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,gt-norm
643,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,norm
644,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,lt-80,gt-norm
645,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,norm
646,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,gt-norm
647,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,october,,present,lt-norm,abnorm,none,,gt-norm
648,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,october,,present,lt-norm,abnorm,none,,gt-norm
649,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,,gt-norm
650,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,october,,present,lt-norm,abnorm,none,,gt-norm
651,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,october,,present,lt-norm,abnorm,none,,gt-norm
652,norm,,diseased,norm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,may,,present,lt-norm,abnorm,none,lt-80,gt-norm
653,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,90-100,gt-norm
654,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,90-100,gt-norm
655,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,october,,present,lt-norm,abnorm,none,80-89,gt-norm
656,abnorm,,few-present,abnorm,,,,cyst-nematode,,,june,,,lt-norm,norm,,,
657,abnorm,,few-present,abnorm,,,,cyst-nematode,,,july,,,lt-norm,norm,,,
658,abnorm,,few-present,abnorm,,,,cyst-nematode,,,august,,,lt-norm,norm,,,
659,abnorm,,few-present,abnorm,,,,cyst-nematode,,,june,,,lt-norm,norm,,,
660,abnorm,,few-present,abnorm,,,,cyst-nematode,,,july,,,lt-norm,norm,,,
661,abnorm,,few-present,abnorm,,,,cyst-nematode,,,august,,,lt-norm,norm,,,
662,abnorm,,few-present,abnorm,,,,cyst-nematode,,,august,,,lt-norm,norm,,,
663,abnorm,,few-present,abnorm,,,,cyst-nematode,,,july,,,lt-norm,norm,,,
664,abnorm,absent,,,,,,2-4-d-injury,,dna,september,,,,,,,
665,abnorm,absent,,,,,,2-4-d-injury,,dna,april,,,,,,,
666,abnorm,absent,,,,,,2-4-d-injury,,dna,may,,,,,,,
667,abnorm,absent,,,,,,2-4-d-injury,,dna,june,,,,,,,
668,abnorm,absent,,,,,,2-4-d-injury,,dna,july,,,,,,,
669,abnorm,absent,,,,,,2-4-d-injury,,dna,august,,,,,,,
670,abnorm,absent,,,,,,2-4-d-injury,,dna,october,,,,,,,
671,abnorm,absent,,,,,,2-4-d-injury,,dna,april,,,,,,,
672,abnorm,absent,,,,,,2-4-d-injury,,dna,may,,,,,,,
673,abnorm,absent,,,,,,2-4-d-injury,,dna,june,,,,,,,
674,abnorm,absent,,,,,,2-4-d-injury,,dna,july,,,,,,,
675,abnorm,absent,,,,,,2-4-d-injury,,dna,august,,,,,,,
676,abnorm,absent,,,,,,2-4-d-injury,,dna,september,,,,,,,
677,abnorm,absent,,,,,,2-4-d-injury,,dna,october,,,,,,,
678,abnorm,absent,,,,,,2-4-d-injury,,dna,april,,,,,,,
679,abnorm,absent,dna,,,,,herbicide-injury,,dna,april,absent,,,abnorm,,,lt-norm
680,abnorm,absent,dna,,,,,herbicide-injury,,dna,june,absent,,,abnorm,,,lt-norm
681,abnorm,no-yellow-halos,dna,,,,,herbicide-injury,,no-w-s-marg,april,absent,,,abnorm,,,lt-norm
682,abnorm,no-yellow-halos,dna,,,,,herbicide-injury,,no-w-s-marg,june,absent,,,abnorm,,,lt-norm
