,seed_cat,shriveling_cat,fruit-pods_cat,precip_cat,stem_cat,leaf-malf_cat,stem-cankers_cat,fruiting-bodies_cat,fruit-spots_cat,int-discolor_cat,sclerotia_cat,seed-size_cat,external-decay_cat,mycelium_cat,temp_cat,plant-stand_cat,leafspots-marg_cat,germination_cat
628,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
629,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
630,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
631,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
632,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
633,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
634,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
635,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
636,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
637,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
638,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
639,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
640,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
641,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
642,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
643,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
644,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
645,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
646,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
647,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,,,
648,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,,,
649,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,,,
650,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,,,
651,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,,,
652,norm,present,diseased,norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,lt-normal,,lt-80
653,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,90-100
654,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,90-100
655,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,80-89
656,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
657,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
658,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
659,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
660,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
661,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
662,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
663,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
664,,,,,,present,,,,,,,,,,,dna,
665,,,,,,present,,,,,,,,,,,dna,
666,,,,,,present,,,,,,,,,,,dna,
667,,,,,,present,,,,,,,,,,,dna,
668,,,,,,present,,,,,,,,,,,dna,
669,,,,,,present,,,,,,,,,,,dna,
670,,,,,,present,,,,,,,,,,,dna,
671,,,,,,present,,,,,,,,,,,dna,
672,,,,,,present,,,,,,,,,,,dna,
673,,,,,,present,,,,,,,,,,,dna,
674,,,,,,present,,,,,,,,,,,dna,
675,,,,,,present,,,,,,,,,,,dna,
676,,,,,,present,,,,,,,,,,,dna,
677,,,,,,present,,,,,,,,,,,dna,
678,,,,,,present,,,,,,,,,,,dna,
679,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,dna,
680,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,dna,
681,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,no-w-s-marg,
682,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,no-w-s-marg,
