,Number_of_faculty-all_ranks_num,State_cat,Type_cat,Average_salary-full_professors_num,Average_salary-associate_professors_num,Average_salary-assistant_professors_num,Average_salary-all_ranks_num,Average_compensation-full_professors_num,Average_compensation-associate_professors_num,Average_compensation-assistant_professors_num,Average_compensation-all_ranks_num,Number_of_full_professors_num,Number_of_associate_professors_num,Number_of_assistant_professors_num,Number_of_instructors_num
893,85,PA,IIB,538.0,425.0,362.0,417,693.0,571.0,452.0,538,17,28,39,1
894,73,PA,IIB,411.0,331.0,290.0,357,519.0,430.0,363.0,452,33,19,17,1
895,103,PA,IIB,575.0,454.0,406.0,438,724.0,576.0,513.0,554,11,43,42,7
896,56,PA,IIB,489.0,380.0,329.0,368,575.0,479.0,403.0,453,7,23,24,1
897,66,PA,IIB,472.0,392.0,323.0,375,573.0,481.0,403.0,463,20,14,24,8
898,154,PA,IIA,594.0,484.0,427.0,487,764.0,628.0,539.0,623,39,50,63,2
899,64,PA,IIB,436.0,399.0,317.0,363,603.0,540.0,406.0,481,14,20,20,10
900,89,PA,IIB,534.0,420.0,359.0,422,661.0,519.0,443.0,521,25,26,33,5
901,163,PA,IIB,704.0,519.0,417.0,562,868.0,651.0,526.0,699,68,44,47,2
902,1150,PA,I,736.0,579.0,454.0,606,913.0,724.0,568.0,755,490,332,291,37
903,58,PA,IIB,408.0,342.0,287.0,369,534.0,443.0,376.0,481,33,14,10,1
904,993,PA,I,881.0,622.0,532.0,744,1086.0,831.0,712.0,945,541,240,212,0
905,1325,PA,I,736.0,516.0,421.0,547,910.0,653.0,537.0,688,427,402,373,63
906,55,PA,IIB,489.0,418.0,340.0,373,619.0,517.0,419.0,464,8,14,25,8
907,56,PA,IIB,478.0,401.0,314.0,369,602.0,507.0,401.0,467,9,23,14,10
908,133,PA,IIB,554.0,430.0,322.0,404,704.0,538.0,401.0,507,16,63,32,17
909,242,PA,IIA,565.0,479.0,437.0,475,736.0,632.0,571.0,621,51,86,95,5
910,91,PA,IIB,528.0,419.0,354.0,434,686.0,547.0,458.0,563,32,28,29,2
911,503,PA,IIA,726.0,535.0,438.0,536,912.0,698.0,586.0,698,133,143,206,21
912,87,PA,IIB,549.0,480.0,373.0,473,689.0,608.0,494.0,602,33,29,18,7
913,67,PA,IIB,407.0,332.0,297.0,333,541.0,453.0,399.0,451,20,11,22,11
914,93,PA,IIB,497.0,410.0,337.0,423,603.0,498.0,394.0,508,47,12,24,10
915,138,PA,IIA,499.0,430.0,338.0,409,612.0,534.0,408.0,502,31,53,53,0
916,32,PA,IIB,322.0,314.0,269.0,294,402.0,366.0,315.0,350,8,9,12,3
917,113,PA,IIB,615.0,512.0,414.0,464,809.0,664.0,537.0,603,13,32,67,1
918,68,PA,IIB,486.0,415.0,342.0,365,594.0,532.0,429.0,458,6,19,33,10
919,44,PA,IIB,433.0,364.0,302.0,351,518.0,438.0,355.0,419,11,12,21,0
920,44,PA,IIB,,328.0,296.0,307,,457.0,399.0,415,5,9,27,3
921,1799,PA,I,721.0,509.0,417.0,522,887.0,642.0,525.0,652,622,449,427,160
922,324,PA,IIA,649.0,539.0,419.0,517,824.0,694.0,549.0,665,100,92,110,22
923,514,RI,I,752.0,515.0,433.0,625,956.0,659.0,554.0,797,286,100,111,0
924,135,RI,IIB,632.0,582.0,502.0,556,812.0,746.0,629.0,709,40,43,45,0
925,219,RI,IIA,633.0,526.0,418.0,489,827.0,712.0,544.0,646,43,68,93,15
926,323,RI,IIA,518.0,442.0,381.0,453,675.0,581.0,504.0,594,125,101,96,1
927,118,RI,IIB,558.0,427.0,351.0,444,739.0,576.0,484.0,598,35,49,34,0
928,124,RI,IIA,495.0,397.0,327.0,385,620.0,496.0,406.0,481,29,43,37,14
929,659,RI,I,630.0,473.0,416.0,541,813.0,622.0,548.0,703,334,187,135,3
930,104,RI,IIB,,,,464,,,,605,0,0,0,0
931,72,SC,IIB,429.0,356.0,299.0,327,518.0,430.0,359.0,395,12,20,29,6
932,78,SC,IIB,320.0,260.0,241.0,257,381.0,311.0,289.0,308,21,10,29,18
933,36,SC,IIB,293.0,247.0,214.0,264,366.0,311.0,261.0,329,20,7,9,0
934,148,SC,IIA,469.0,405.0,332.0,421,576.0,502.0,415.0,520,65,59,24,0
935,801,SC,I,602.0,441.0,375.0,466,728.0,544.0,465.0,571,296,224,191,42
936,43,SC,IIB,425.0,359.0,318.0,358,521.0,425.0,378.0,430,14,9,18,2
937,320,SC,IIA,475.0,410.0,320.0,374,581.0,505.0,399.0,462,68,102,118,32
938,76,SC,IIB,415.0,355.0,330.0,358,515.0,441.0,402.0,442,23,25,15,9
939,69,SC,IIB,467.0,384.0,317.0,372,582.0,495.0,402.0,473,12,31,23,3
940,40,SC,IIB,420.0,,297.0,355,527.0,,366.0,444,19,5,14,2
941,185,SC,IIB,551.0,414.0,343.0,453,719.0,530.0,430.0,583,86,39,54,6
942,114,SC,IIB,453.0,381.0,343.0,380,557.0,472.0,427.0,470,34,31,41,4
943,28,SC,IIB,277.0,282.0,250.0,264,319.0,328.0,287.0,303,7,8,11,2
944,46,SC,IIB,,278.0,252.0,269,,314.0,285.0,303,5,16,21,4
945,46,SC,IIB,351.0,290.0,243.0,287,411.0,344.0,290.0,339,11,19,11,5
946,75,SC,IIB,503.0,376.0,316.0,397,637.0,478.0,395.0,501,26,22,22,5
947,255,SC,IIB,458.0,379.0,307.0,350,561.0,467.0,382.0,432,59,58,77,36
948,1034,SC,I,585.0,436.0,385.0,475,705.0,532.0,472.0,577,417,335,194,60
949,117,SC,IIB,461.0,392.0,317.0,374,563.0,481.0,392.0,457,30,39,36,12
950,143,SC,IIB,437.0,377.0,314.0,340,535.0,464.0,389.0,419,23,43,49,28
951,30,SC,IIB,,,254.0,233,,,287.0,265,1,3,12,14
952,242,SC,IIA,464.0,378.0,327.0,378,578.0,474.0,413.0,474,73,78,70,19
953,64,SC,IIB,537.0,413.0,367.0,448,662.0,519.0,469.0,560,24,27,11,2
954,132,SC,IIB,433.0,368.0,303.0,366,529.0,452.0,376.0,450,49,43,16,21
955,166,SC,IIB,476.0,394.0,328.0,387,585.0,488.0,410.0,480,64,37,40,25
956,108,SD,IIB,434.0,382.0,322.0,364,576.0,519.0,429.0,487,34,22,45,7
957,98,SD,IIB,410.0,341.0,303.0,329,487.0,409.0,366.0,396,24,13,50,11
958,36,SD,IIB,,290.0,246.0,257,,356.0,302.0,317,4,11,13,7
959,56,SD,IIB,469.0,357.0,349.0,351,554.0,427.0,419.0,420,9,11,24,12
960,104,SD,IIA,417.0,333.0,297.0,337,498.0,402.0,362.0,407,27,30,35,12
961,36,SD,IIB,376.0,308.0,289.0,311,463.0,388.0,364.0,391,7,12,15,2
962,104,SD,IIA,473.0,414.0,362.0,419,562.0,495.0,435.0,500,45,28,26,5
963,367,SD,IIA,440.0,368.0,326.0,368,521.0,440.0,392.0,440,132,67,122,44
964,352,SD,I,480.0,364.0,340.0,362,570.0,438.0,410.0,436,88,75,134,55
965,252,TN,IIA,482.0,362.0,314.0,374,581.0,445.0,390.0,458,86,47,102,17
966,148,TN,IIA,484.0,372.0,315.0,382,573.0,445.0,377.0,455,42,54,45,7
967,27,TN,IIB,287.0,,255.0,262,345.0,,307.0,323,9,4,9,5
968,117,TN,IIB,393.0,334.0,286.0,324,475.0,405.0,339.0,390,32,33,41,11
969,86,TN,IIB,414.0,347.0,312.0,345,509.0,435.0,395.0,432,22,28,32,4
970,97,TN,IIB,453.0,374.0,308.0,365,561.0,473.0,374.0,451,33,22,25,17
971,486,TN,IIA,519.0,449.0,358.0,411,629.0,548.0,441.0,504,129,124,165,68
972,65,TN,IIB,383.0,369.0,269.0,319,451.0,437.0,314.0,375,17,19,17,2
973,69,TN,IIB,382.0,326.0,271.0,305,454.0,401.0,346.0,374,16,23,20,9
974,42,TN,IIB,316.0,288.0,283.0,294,405.0,380.0,363.0,379,15,9,16,2
975,74,TN,IIB,350.0,320.0,284.0,297,431.0,407.0,334.0,360,12,20,29,13
976,49,TN,IIB,429.0,351.0,289.0,338,520.0,419.0,348.0,406,12,14,19,4
977,722,TN,I,558.0,425.0,376.0,443,674.0,522.0,464.0,542,264,194,193,71
978,669,TN,IIA,542.0,418.0,336.0,410,654.0,511.0,416.0,501,202,167,224,76
979,52,TN,IIB,398.0,334.0,291.0,347,465.0,404.0,337.0,410,21,16,15,0
980,90,TN,IIB,270.0,261.0,249.0,260,348.0,331.0,322.0,334,34,32,19,5
981,110,TN,IIB,575.0,446.0,353.0,430,741.0,566.0,428.0,538,23,37,46,4
982,288,TN,IIA,477.0,418.0,330.0,407,595.0,524.0,420.0,512,111,78,71,28
983,376,TN,IIA,547.0,424.0,346.0,436,664.0,527.0,439.0,540,146,98,100,32
984,27,TN,IIB,353.0,327.0,290.0,314,426.0,396.0,340.0,373,6,7,14,0
985,112,TN,IIB,396.0,361.0,318.0,332,496.0,454.0,396.0,414,18,22,52,20
986,263,TN,IIA,494.0,420.0,365.0,428,628.0,525.0,452.0,538,113,60,79,11
987,1139,TN,I,600.0,454.0,402.0,501,756.0,570.0,500.0,630,535,325,202,65
988,225,TN,IIA,473.0,409.0,337.0,413,615.0,509.0,426.0,527,103,57,48,17
989,99,TN,IIB,578.0,427.0,347.0,485,759.0,571.0,447.0,636,53,20,18,6
990,657,TN,I,807.0,522.0,432.0,612,988.0,651.0,538.0,756,289,160,177,9
991,164,TN,I,605.0,461.0,403.0,486,757.0,576.0,502.0,607,53,60,40,11
992,160,TX,IIA,424.0,375.0,339.0,376,555.0,491.0,418.0,494,68,42,36,14
993,180,TX,IIB,485.0,425.0,369.0,398,618.0,549.0,484.0,517,68,27,40,45
994,84,TX,IIB,508.0,394.0,320.0,418,629.0,500.0,390.0,518,37,20,23,4
995,55,TX,IIB,377.0,318.0,325.0,329,460.0,409.0,403.0,409,19,9,17,10
996,248,TX,IIA,494.0,378.0,351.0,418,625.0,487.0,456.0,536,107,66,58,13
997,84,TX,IIA,378.0,311.0,295.0,330,457.0,380.0,357.0,400,39,11,25,9
998,111,TX,IIA,408.0,363.0,314.0,345,507.0,456.0,397.0,434,34,19,43,15
999,343,TX,IIA,482.0,382.0,334.0,361,591.0,475.0,417.0,447,82,81,91,64
1000,50,TX,IIB,404.0,343.0,319.0,349,525.0,431.0,428.0,449,15,18,11,6
1001,162,TX,IIA,491.0,418.0,362.0,399,613.0,528.0,463.0,505,42,45,54,20
1002,751,TX,I,551.0,443.0,382.0,448,674.0,550.0,479.0,555,249,203,234,5
1003,101,TX,IIA,499.0,405.0,346.0,379,577.0,469.0,399.0,437,24,25,30,21
1004,369,TX,IIA,503.0,426.0,343.0,367,625.0,536.0,439.0,467,63,85,109,109
1005,422,TX,I,809.0,548.0,481.0,663,992.0,682.0,593.0,816,224,89,91,8
1006,365,TX,IIA,497.0,403.0,341.0,408,633.0,523.0,451.0,529,147,63,116,10
1007,40,TX,IIB,354.0,300.0,257.0,282,425.0,363.0,313.0,343,12,8,8,12
1008,483,TX,I,733.0,505.0,463.0,550,918.0,636.0,570.0,687,158,154,135,5
1009,662,TX,IIA,495.0,410.0,328.0,385,619.0,521.0,426.0,492,209,135,204,53
1010,83,TX,IIB,627.0,470.0,373.0,478,763.0,581.0,465.0,590,22,33,25,3
1011,83,TX,IIB,469.0,385.0,331.0,380,552.0,454.0,392.0,448,12,45,24,2
1012,169,TX,IIA,652.0,474.0,383.0,502,744.0,560.0,452.0,585,58,57,49,5
1013,391,TX,IIA,473.0,379.0,338.0,380,582.0,478.0,434.0,481,138,74,114,37
1014,95,TX,IIB,440.0,368.0,310.0,354,562.0,474.0,410.0,462,34,15,24,8
1015,232,TX,IIA,485.0,421.0,347.0,369,616.0,542.0,455.0,481,34,58,64,73
1016,204,TX,IIA,446.0,399.0,347.0,354,570.0,516.0,455.0,462,42,48,48,62
1017,336,TX,I,654.0,477.0,423.0,511,811.0,599.0,518.0,632,107,109,99,9
1018,192,TX,IIA,467.0,393.0,348.0,386,589.0,502.0,450.0,494,72,51,41,12
1019,61,TX,IIB,458.0,370.0,313.0,365,564.0,456.0,386.0,449,20,13,20,8
1020,331,TX,I,551.0,455.0,366.0,423,684.0,573.0,469.0,535,83,82,104,50
1021,742,TX,I,610.0,429.0,363.0,468,762.0,550.0,472.0,595,270,216,220,14
1022,96,TX,IIB,456.0,536.0,298.0,439,570.0,656.0,370.0,544,42,30,15,9
1023,353,TX,I,499.0,401.0,342.0,396,623.0,507.0,438.0,501,93,107,101,40
1024,216,TX,IIA,696.0,477.0,389.0,548,860.0,610.0,497.0,686,95,61,57,3
1025,108,TX,IIA,474.0,432.0,364.0,395,578.0,550.0,446.0,489,23,35,25,1
1026,903,TX,I,681.0,462.0,398.0,520,836.0,585.0,510.0,651,341,288,238,24
1027,608,TX,I,581.0,438.0,395.0,455,724.0,557.0,506.0,577,185,224,137,0
1028,2099,TX,I,732.0,476.0,432.0,577,888.0,599.0,548.0,713,997,439,480,30
1029,423,TX,IIA,522.0,417.0,365.0,404,679.0,552.0,488.0,535,101,122,142,10
1030,62,TX,IIB,433.0,278.0,252.0,311,502.0,338.0,362.0,387,18,19,15,10
1031,228,TX,IIA,467.0,358.0,326.0,340,583.0,457.0,419.0,435,65,35,58,58
1032,601,TX,I,619.0,474.0,397.0,476,791.0,610.0,504.0,607,226,131,103,7
1033,48,TX,IIB,445.0,432.0,380.0,404,570.0,554.0,494.0,522,10,16,18,4
1034,207,TX,I,661.0,505.0,451.0,557,810.0,634.0,571.0,692,89,58,59,1
1035,76,TX,IIB,457.0,393.0,348.0,384,576.0,501.0,449.0,491,21,18,26,6
1036,314,TX,IIA,546.0,441.0,379.0,429,685.0,562.0,489.0,548,61,120,108,6
1037,63,TX,IIB,570.0,368.0,376.0,393,714.0,475.0,482.0,503,15,15,8,0
1038,1546,TX,I,645.0,460.0,394.0,505,798.0,587.0,509.0,637,652,424,305,2
1039,142,TX,IIA,475.0,396.0,334.0,400,604.0,513.0,440.0,517,49,44,45,4
1040,133,TX,IIA,522.0,421.0,359.0,409,666.0,548.0,496.0,538,39,37,24,0
1041,174,TX,IIA,558.0,479.0,409.0,467,696.0,605.0,520.0,590,48,65,45,4
1042,19,TX,IIB,,321.0,279.0,302,,392.0,350.0,368,2,7,8,2
1043,153,TX,IIB,503.0,404.0,336.0,365,628.0,507.0,429.0,463,20,53,44,1
1044,29,TX,IIB,,389.0,319.0,355,,498.0,411.0,456,5,11,11,2
1045,32,TX,IIB,480.0,373.0,,429,616.0,490.0,,556,20,6,2,4
1046,1372,UT,I,661.0,504.0,431.0,543,851.0,668.0,577.0,711,577,382,304,49
1047,860,UT,I,615.0,432.0,383.0,498,792.0,574.0,514.0,652,388,231,216,25
1048,583,UT,I,518.0,403.0,364.0,420,688.0,546.0,497.0,567,199,165,158,20
1049,147,UT,IIB,421.0,349.0,290.0,335,546.0,473.0,413.0,459,33,48,55,11
1050,459,UT,IIB,483.0,388.0,341.0,389,633.0,522.0,458.0,518,160,97,124,61
1051,79,UT,IIB,445.0,367.0,325.0,359,578.0,459.0,399.0,448,15,25,35,4
1052,48,VA,IIB,372.0,319.0,281.0,328,454.0,395.0,342.0,400,19,15,11,3
1053,62,VA,IIB,450.0,390.0,332.0,383,563.0,483.0,417.0,479,22,15,21,4
1054,470,VA,I,679.0,499.0,382.0,525,827.0,621.0,484.0,650,185,132,123,30
1055,166,VA,IIB,509.0,442.0,363.0,412,632.0,553.0,458.0,515,39,44,68,15
1056,69,VA,IIB,387.0,335.0,286.0,325,480.0,411.0,355.0,402,26,13,15,13
1057,54,VA,IIB,440.0,358.0,296.0,363,531.0,439.0,351.0,438,18,19,14,3
1058,69,VA,IIB,415.0,342.0,299.0,353,508.0,417.0,362.0,431,27,21,16,5
1059,80,VA,IIB,529.0,397.0,338.0,417,631.0,481.0,419.0,502,28,28,13,0
1060,297,VA,IIA,494.0,377.0,323.0,359,568.0,440.0,374.0,415,45,86,134,13
1061,71,VA,IIB,498.0,398.0,306.0,388,609.0,512.0,374.0,484,18,27,23,3
1062,150,VA,IIB,487.0,420.0,336.0,393,611.0,529.0,431.0,497,33,50,50,17
1063,125,VA,IIA,465.0,392.0,317.0,395,567.0,484.0,396.0,486,49,36,37,3
1064,508,VA,IIA,521.0,447.0,366.0,441,647.0,560.0,466.0,553,187,151,131,39
1065,71,VA,IIB,457.0,370.0,311.0,362,551.0,457.0,380.0,443,13,31,25,2
1066,112,VA,IIA,524.0,418.0,369.0,448,616.0,493.0,434.0,528,48,30,34,0
1067,643,VA,I,595.0,451.0,370.0,446,731.0,564.0,468.0,557,165,228,156,52
1068,391,VA,IIA,499.0,393.0,354.0,407,613.0,488.0,443.0,505,137,119,92,43
1069,79,VA,IIB,522.0,395.0,313.0,399,632.0,484.0,385.0,488,22,30,21,6
1070,65,VA,IIB,495.0,411.0,337.0,409,623.0,512.0,424.0,512,17,28,18,2
1071,784,VA,I,610.0,492.0,404.0,491,753.0,611.0,501.0,609,220,310,211,43
1072,92,VA,IIB,494.0,408.0,338.0,412,624.0,523.0,422.0,522,27,37,28,0
1073,89,VA,IIB,463.0,387.0,330.0,392,554.0,464.0,394.0,469,32,26,25,6
1074,33,VA,IIB,319.0,309.0,275.0,290,399.0,368.0,341.0,357,8,9,8,8
1075,65,VA,IIB,539.0,433.0,372.0,468,666.0,524.0,445.0,572,28,26,11,0
1076,222,VA,IIA,711.0,550.0,418.0,565,883.0,686.0,512.0,700,80,70,72,0
1077,157,VA,IIB,475.0,397.0,325.0,401,602.0,507.0,421.0,513,59,43,48,0
1078,58,VA,IIB,445.0,352.0,313.0,350,552.0,442.0,397.0,440,17,14,18,4
1079,675,VA,I,753.0,524.0,445.0,568,909.0,650.0,550.0,696,210,266,156,43
1080,34,VA,IIB,332.0,318.0,279.0,307,392.0,373.0,333.0,363,7,15,12,0
1081,94,VA,IIB,532.0,446.0,364.0,467,668.0,573.0,465.0,590,52,14,24,2
1082,1485,VA,I,655.0,467.0,404.0,519,802.0,582.0,506.0,641,598,526,270,91
1083,191,VA,IIA,453.0,416.0,375.0,398,554.0,510.0,462.0,489,55,49,59,28
1084,297,VA,IIA,492.0,429.0,355.0,406,618.0,545.0,456.0,516,83,88,92,30
1085,78,VA,IIB,401.0,351.0,264.0,283,459.0,404.0,302.0,324,8,15,37,8
1086,72,VA,IIB,527.0,432.0,356.0,436,643.0,534.0,447.0,538,28,11,24,9
1087,138,VA,IIB,685.0,487.0,397.0,592,842.0,605.0,480.0,728,84,30,24,0
1088,973,VA,I,777.0,517.0,430.0,610,953.0,653.0,545.0,757,445,277,201,18
1089,168,VA,IIA,401.0,341.0,279.0,327,458.0,389.0,322.0,375,44,56,51,17
1090,13,VA,IIB,,,279.0,320,,,336.0,396,1,5,7,0
1091,46,VT,IIB,,,,373,,,,449,0,0,0,0
1092,90,VT,IIB,432.0,355.0,302.0,355,580.0,484.0,410.0,480,26,27,34,3
1093,35,VT,IIB,416.0,355.0,309.0,342,518.0,448.0,390.0,430,9,11,10,5
1094,66,VT,IIB,423.0,349.0,303.0,342,550.0,478.0,429.0,469,14,21,29,2
1095,57,VT,IIB,433.0,366.0,293.0,366,584.0,501.0,411.0,500,18,22,17,0
1096,182,VT,IIB,678.0,469.0,398.0,512,878.0,599.0,493.0,651,68,33,56,14
1097,146,VT,IIA,423.0,356.0,297.0,371,545.0,468.0,394.0,484,62,51,32,1
1098,122,VT,IIB,501.0,414.0,344.0,404,675.0,548.0,457.0,540,33,38,46,0
1099,40,VT,IIB,364.0,340.0,299.0,325,432.0,407.0,365.0,392,6,20,11,1
1100,555,VT,I,606.0,450.0,370.0,458,770.0,586.0,486.0,592,175,174,115,0
1101,340,WA,IIA,483.0,355.0,292.0,401,596.0,447.0,374.0,501,172,80,72,0
1102,348,WA,IIA,480.0,406.0,352.0,425,601.0,514.0,451.0,537,181,79,74,14
1103,28,WA,IIB,,359.0,319.0,322,,437.0,392.0,395,4,7,9,8
1104,251,WA,IIA,616.0,428.0,345.0,420,741.0,527.0,432.0,518,49,83,96,23
1105,229,WA,IIA,494.0,409.0,351.0,422,617.0,513.0,434.0,527,78,88,63,0
1106,144,WA,IIA,457.0,388.0,335.0,390,563.0,485.0,422.0,485,50,48,34,7
1107,237,WA,IIA,565.0,476.0,408.0,458,674.0,572.0,495.0,551,53,88,69,14
1108,50,WA,IIB,378.0,347.0,303.0,325,441.0,418.0,360.0,386,7,14,28,1
1109,175,WA,IIB,623.0,469.0,389.0,516,788.0,599.0,495.0,655,80,44,51,0
1110,1906,WA,I,683.0,485.0,421.0,555,838.0,606.0,524.0,687,893,472,352,11
1111,117,WA,IIB,333.0,314.0,300.0,312,403.0,382.0,367.0,379,45,20,36,13
1112,965,WA,I,597.0,447.0,393.0,470,734.0,559.0,488.0,584,337,281,279,62
1113,385,WA,IIA,537.0,444.0,371.0,462,665.0,553.0,461.0,573,153,141,67,6
1114,93,WA,IIB,568.0,451.0,372.0,476,717.0,571.0,468.0,602,37,32,23,1
1115,93,WA,IIB,426.0,349.0,279.0,345,513.0,426.0,345.0,420,26,39,18,10
1116,154,WA,IIB,,,,430,,,,541,0,0,0,0
1117,114,WI,IIB,438.0,352.0,282.0,314,511.0,411.0,332.0,368,9,31,74,0
1118,80,WI,IIB,521.0,409.0,357.0,453,660.0,512.0,428.0,565,42,15,22,1
1119,81,WI,IIB,434.0,374.0,319.0,371,556.0,485.0,406.0,475,28,18,35,0
1120,74,WI,IIB,416.0,391.0,340.0,348,507.0,509.0,434.0,443,10,14,35,1
1121,46,WI,IIB,406.0,,321.0,329,489.0,,384.0,393,11,3,19,8
1122,104,WI,IIB,570.0,425.0,364.0,462,691.0,521.0,439.0,561,42,28,31,3
1123,71,WI,IIB,440.0,371.0,302.0,334,548.0,464.0,373.0,414,9,17,41,4
1124,483,WI,I,705.0,521.0,426.0,527,884.0,662.0,525.0,662,94,238,151,0
1125,103,WI,IIB,484.0,411.0,353.0,439,609.0,522.0,427.0,551,56,27,20,0
1126,52,WI,IIB,393.0,327.0,282.0,312,493.0,393.0,327.0,371,8,19,19,6
1127,44,WI,IIB,375.0,296.0,271.0,325,458.0,354.0,344.0,397,19,15,7,2
1128,69,WI,IIB,491.0,380.0,320.0,409,619.0,479.0,401.0,515,28,23,17,1
1129,109,WI,IIB,546.0,445.0,353.0,415,712.0,585.0,457.0,541,15,45,42,7
1130,1641,WI,I,666.0,498.0,439.0,573,831.0,628.0,566.0,721,918,287,360,30
1131,797,WI,I,604.0,465.0,421.0,495,761.0,598.0,544.0,632,267,306,192,2
1132,157,WI,IIA,498.0,417.0,356.0,419,638.0,541.0,468.0,543,52,55,35,3
1133,71,WI,IIB,448.0,366.0,316.0,344,553.0,441.0,395.0,423,10,23,28,10
1134,300,WI,IIA,502.0,394.0,349.0,412,642.0,513.0,460.0,536,121,71,69,6
1135,417,WI,IIA,489.0,410.0,372.0,428,627.0,533.0,487.0,555,167,126,112,12
1136,369,WI,IIA,511.0,424.0,384.0,430,653.0,549.0,502.0,556,128,103,90,8
1137,221,WI,IIA,517.0,417.0,357.0,437,661.0,542.0,470.0,565,94,57,58,0
1138,238,WI,IIA,485.0,399.0,340.0,420,622.0,519.0,449.0,545,112,57,57,2
1139,344,WI,IIA,516.0,423.0,353.0,437,658.0,548.0,464.0,565,138,104,84,5
1140,97,WI,IIA,501.0,410.0,348.0,432,642.0,533.0,459.0,561,42,26,19,5
1141,379,WI,IIA,525.0,434.0,368.0,432,670.0,562.0,483.0,559,127,103,99,5
1142,163,WI,IIA,535.0,427.0,391.0,434,680.0,553.0,510.0,561,49,58,37,1
1143,356,WI,IIA,541.0,435.0,374.0,439,688.0,562.0,490.0,567,104,108,130,4
1144,63,WV,IIB,385.0,315.0,272.0,299,507.0,402.0,349.0,386,9,18,25,11
1145,50,WV,IIB,397.0,348.0,286.0,340,501.0,485.0,358.0,433,21,6,23,0
1146,91,WV,IIB,409.0,315.0,268.0,310,483.0,388.0,341.0,384,23,22,34,12
1147,94,WV,IIB,400.0,342.0,284.0,325,505.0,438.0,372.0,420,29,18,35,12
1148,46,WV,IIB,373.0,305.0,259.0,299,480.0,388.0,339.0,386,14,10,14,7
1149,173,WV,IIB,432.0,362.0,317.0,361,526.0,446.0,394.0,445,57,44,45,27
1150,75,WV,IIB,396.0,325.0,274.0,298,484.0,405.0,341.0,371,12,17,28,16
1151,397,WV,IIA,477.0,390.0,309.0,390,576.0,478.0,384.0,477,144,121,102,30
1152,67,WV,IIB,385.0,347.0,324.0,333,484.0,440.0,413.0,423,10,21,21,15
1153,50,WV,IIB,422.0,353.0,305.0,306,509.0,429.0,368.0,369,6,11,17,16
1154,115,WW,VIIB,415.0,348.0,312.0,342,508.0,421.0,383.0,418,27,31,33,14
1155,130,WV,IIB,417.0,327.0,235.0,337,513.0,404.0,294.0,417,42,62,18,7
1156,137,WV,IIB,408.0,340.0,297.0,349,502.0,419.0,369.0,431,54,43,29,11
1157,895,WV,I,535.0,431.0,361.0,439,642.0,521.0,438.0,529,335,237,272,22
1158,74,WV,IIB,441.0,383.0,339.0,383,572.0,494.0,434.0,495,25,22,24,3
1159,65,WV,IIB,403.0,348.0,282.0,315,486.0,416.0,348.0,381,8,20,25,12
1160,591,WY,I,539.0,410.0,374.0,445,658.0,507.0,464.0,549,241,154,164,2
