,MAL_num,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
5637,12.54,76,6,8,12.83,13.54,12.83,7.08,9.29,9.33,7.75,9.13,10.54,9.13,13.54
5638,16.79,76,6,9,14.17,13.92,14.21,7.71,13.62,9.59,10.83,10.25,12.42,10.17,17.88
5639,18.12,76,6,10,12.33,14.21,12.87,7.33,12.33,9.75,10.83,10.46,11.42,9.62,19.08
5640,19.67,76,6,11,19.04,16.79,16.38,9.38,11.79,11.5,10.63,13.25,14.04,12.5,20.67
5641,21.34,76,6,12,11.25,9.75,13.96,5.0,10.21,7.33,13.13,11.75,11.17,10.13,19.62
5642,20.83,76,6,13,12.21,11.54,13.08,6.46,9.13,8.12,10.79,12.46,10.37,11.04,20.33
5643,18.46,76,6,14,7.75,7.17,10.71,4.0,6.04,6.0,11.92,5.91,10.13,6.58,16.21
5644,15.0,76,6,15,7.79,7.46,10.21,1.25,3.04,2.83,9.79,7.58,7.71,5.29,13.75
5645,6.54,76,6,16,8.75,7.12,8.87,3.83,4.04,4.42,3.37,4.38,5.91,3.21,9.13
5646,8.75,76,6,17,12.79,7.75,8.25,4.04,5.5,4.46,7.0,5.71,7.75,5.37,13.37
5647,19.79,76,6,18,14.09,9.62,11.79,6.21,10.75,8.63,11.67,9.21,10.37,10.5,15.34
5648,20.33,76,6,19,2.92,2.5,5.29,3.67,5.21,5.09,11.08,6.17,9.33,6.63,14.46
5649,14.54,76,6,20,7.83,6.92,8.42,4.08,4.75,4.17,9.96,4.58,7.75,6.5,9.04
5650,12.92,76,6,21,10.79,11.96,11.04,5.33,8.21,8.17,7.12,7.0,10.37,8.0,12.75
5651,12.96,76,6,22,13.88,14.21,11.0,8.67,12.83,9.83,8.96,7.33,12.83,10.83,10.04
5652,13.67,76,6,23,10.41,12.33,11.04,6.46,9.67,8.29,10.04,9.38,11.04,10.17,18.75
5653,15.34,76,6,24,10.54,13.25,11.46,7.12,10.71,9.46,10.37,10.96,12.58,8.79,20.46
5654,5.04,76,6,25,6.0,11.04,5.46,3.46,8.46,6.17,7.0,5.33,7.12,5.21,7.79
5655,13.67,76,6,26,7.29,6.04,9.17,2.62,6.17,5.09,7.41,7.46,8.0,6.67,15.16
5656,20.25,76,6,27,4.46,3.83,4.92,1.96,3.21,2.67,3.42,7.08,5.37,4.88,16.5
5657,6.04,76,6,28,4.33,1.92,5.46,2.08,2.21,1.54,5.58,2.5,3.21,3.04,8.63
5658,6.54,76,6,29,5.29,1.0,6.38,1.75,1.63,0.54,5.58,2.25,4.21,2.92,9.5
5659,9.29,76,6,30,8.96,1.38,11.04,3.21,4.25,3.21,6.04,3.67,6.87,4.12,8.25
5660,10.63,76,7,1,8.5,1.75,6.58,2.13,2.75,2.21,5.37,2.04,5.88,4.5,4.96
5661,4.96,76,7,2,9.5,4.21,5.71,2.67,3.0,1.92,4.67,3.5,5.29,3.37,5.96
5662,7.17,76,7,3,5.66,6.0,5.71,2.37,2.21,1.54,4.88,3.0,5.41,2.96,7.5
5663,8.42,76,7,4,4.96,5.96,4.75,3.79,5.04,3.21,4.08,2.46,6.79,4.08,7.21
5664,5.09,76,7,5,8.12,7.21,5.21,3.17,6.17,2.67,1.54,4.17,4.83,1.67,7.87
5665,6.63,76,7,6,5.91,3.79,8.71,3.0,1.58,1.29,4.12,2.96,5.21,2.37,8.08
5666,4.17,76,7,7,3.04,2.0,5.58,1.67,1.29,0.29,5.5,0.92,5.58,2.88,4.12
5667,7.83,76,7,8,9.04,8.75,6.54,4.67,7.5,5.09,4.29,3.42,6.21,4.67,5.37
5668,11.79,76,7,9,14.58,14.12,13.08,6.29,14.21,7.96,10.34,10.46,11.42,8.58,17.33
5669,16.08,76,7,10,18.08,16.17,12.46,9.67,15.67,11.67,9.13,9.59,13.67,11.75,21.21
5670,16.66,76,7,11,11.92,9.29,9.21,6.83,11.0,8.46,9.33,5.54,10.41,9.08,10.37
5671,11.63,76,7,12,8.17,9.25,7.46,6.34,8.29,5.83,5.75,6.75,8.71,6.5,10.83
5672,11.08,76,7,13,15.75,15.12,12.54,7.08,15.71,9.46,9.04,7.0,10.83,8.58,9.29
5673,13.7,76,7,14,11.46,11.17,10.88,6.42,10.41,7.87,10.34,7.58,9.96,8.87,16.58
5674,14.67,76,7,15,12.62,9.67,13.5,6.67,11.21,8.17,10.08,6.79,11.58,8.67,11.71
5675,15.0,76,7,16,7.17,7.79,7.46,2.37,9.87,4.58,6.54,6.83,7.5,5.13,14.58
5676,10.75,76,7,17,8.33,9.29,8.25,2.92,7.46,4.21,5.79,5.58,7.87,4.63,12.33
5677,14.96,76,7,18,14.92,13.13,13.88,8.25,13.13,9.42,10.25,10.54,12.21,13.5,16.38
5678,15.79,76,7,19,9.87,7.41,8.92,5.04,9.67,5.83,9.96,5.91,8.5,8.46,10.5
5679,16.75,76,7,20,11.71,8.33,8.54,5.75,9.04,6.08,8.83,5.21,8.83,8.63,10.17
5680,11.83,76,7,21,9.13,6.29,7.96,3.92,6.67,4.12,7.92,3.67,7.29,6.42,8.42
5681,11.67,76,7,22,6.42,4.21,5.75,2.21,3.37,2.54,5.63,2.75,5.29,3.83,8.17
5682,12.75,76,7,23,8.46,6.46,7.25,4.42,5.96,3.79,8.96,3.79,7.04,6.13,8.08
5683,11.71,76,7,24,10.08,8.67,7.96,4.17,6.42,4.25,6.58,3.42,7.33,6.17,8.92
5684,10.71,76,7,25,9.25,9.54,7.0,3.92,4.75,4.5,5.58,3.67,7.17,6.46,10.25
5685,9.54,76,7,26,6.21,5.41,7.41,4.0,3.71,2.08,5.09,3.08,6.5,6.13,6.67
5686,12.54,76,7,27,8.87,6.17,7.38,4.04,4.33,2.75,4.92,3.33,7.12,6.58,8.5
5687,13.13,76,7,28,7.58,6.38,8.25,4.38,7.62,4.42,5.5,6.08,7.08,6.71,10.79
5688,17.0,76,7,29,10.34,6.04,5.96,4.88,7.5,4.38,9.25,6.63,8.08,7.71,11.17
5689,19.55,76,7,30,13.04,9.54,8.12,6.25,10.96,6.83,9.87,6.63,9.42,8.25,13.7
5690,15.09,76,7,31,11.63,8.29,8.29,4.29,8.38,5.33,7.71,5.91,7.17,7.96,11.17
5691,20.25,76,8,1,13.0,8.38,8.63,5.83,12.92,8.25,13.0,9.42,10.58,11.34,14.21
5692,19.95,76,8,2,8.83,7.21,7.83,4.92,9.75,6.96,10.58,7.29,9.29,9.59,11.71
5693,10.88,76,8,3,5.54,5.0,5.79,4.79,5.13,3.58,5.91,2.71,6.79,6.29,7.38
5694,13.59,76,8,4,7.33,3.04,5.58,3.29,3.54,3.63,6.75,3.88,5.0,5.25,8.79
5695,13.5,76,8,5,4.71,2.13,5.83,2.54,4.38,2.75,4.92,3.37,4.92,3.04,9.96
5696,10.58,76,8,6,6.04,3.88,5.41,2.21,3.92,2.92,3.46,2.0,4.38,2.29,8.42
5697,7.54,76,8,7,6.75,3.79,6.17,2.33,3.5,2.54,3.08,1.0,4.54,4.25,4.63
5698,4.12,76,8,8,4.33,1.17,8.83,2.25,3.25,1.5,1.67,1.17,1.54,1.17,4.54
5699,3.67,76,8,9,5.04,2.71,7.04,2.04,4.08,1.38,1.67,0.63,2.42,0.96,3.04
5700,4.67,76,8,10,5.5,2.71,4.46,1.42,2.58,1.75,2.67,2.62,3.42,3.58,8.96
5701,12.0,76,8,11,6.25,6.96,6.21,3.04,5.83,3.96,4.71,5.37,4.38,4.83,14.0
5702,7.25,76,8,12,6.63,6.25,5.83,3.04,4.29,3.42,1.46,2.62,4.21,3.17,5.91
5703,5.33,76,8,13,8.25,3.29,9.08,1.92,3.5,1.5,2.42,0.87,3.96,1.71,4.54
5704,8.71,76,8,14,7.29,2.67,14.5,1.96,3.13,2.54,3.79,2.42,7.33,4.58,6.38
5705,7.12,76,8,15,4.21,1.46,8.54,1.13,0.92,1.75,3.42,1.46,3.46,4.21,1.87
5706,6.67,76,8,16,5.46,3.75,5.96,1.38,2.75,2.42,1.87,0.67,2.79,1.25,3.08
5707,6.58,76,8,17,7.17,6.21,6.21,2.0,4.92,3.17,2.0,3.0,4.96,1.96,4.63
5708,11.21,76,8,18,4.67,4.96,9.62,1.33,4.12,4.04,4.38,3.08,7.62,4.25,4.5
5709,7.67,76,8,19,7.17,4.5,9.71,2.0,3.21,2.58,3.0,4.12,8.38,5.96,7.12
5710,8.46,76,8,20,9.83,10.41,11.08,2.0,2.83,2.79,4.04,3.54,6.83,4.58,5.88
5711,9.0,76,8,21,11.42,12.12,9.92,2.96,4.54,5.33,6.87,4.58,7.12,5.63,7.29
5712,13.08,76,8,22,15.34,10.92,9.59,4.75,6.83,8.04,7.08,6.92,10.21,7.92,8.33
5713,15.25,76,8,23,9.75,6.58,6.79,3.37,2.5,5.09,5.79,4.92,9.59,5.75,5.25
5714,8.71,76,8,24,5.96,4.42,7.04,4.29,4.88,5.54,6.04,3.33,7.21,5.46,4.42
5715,3.92,76,8,25,4.38,2.54,4.12,0.92,2.13,1.96,4.12,0.79,1.83,0.87,3.5
5716,4.63,76,8,26,4.17,2.08,14.46,3.58,3.63,2.83,3.88,2.08,3.46,1.0,7.83
5717,4.5,76,8,27,7.33,4.96,17.41,5.33,5.37,4.88,8.87,2.83,6.58,3.42,9.25
5718,12.25,76,8,28,9.46,6.83,20.75,5.09,6.17,5.13,13.59,4.83,9.08,7.12,9.17
5719,8.87,76,8,29,10.17,8.21,15.04,5.41,6.75,5.17,9.67,5.13,7.92,6.13,7.96
5720,11.38,76,8,30,15.46,10.92,13.88,6.58,8.25,6.92,9.21,4.46,8.83,7.58,9.21
5721,11.25,76,8,31,9.42,6.29,7.71,3.71,5.96,4.96,8.63,3.13,5.71,4.25,7.71
5722,19.55,76,9,1,11.87,11.0,7.38,6.87,7.75,8.33,10.34,6.46,10.17,9.29,12.75
5723,21.84,76,9,2,14.75,13.46,16.17,7.79,7.79,7.67,11.63,6.5,10.13,10.54,12.92
5724,15.16,76,9,3,9.83,4.79,8.12,4.75,4.29,5.79,10.04,3.71,8.71,5.63,8.83
5725,14.0,76,9,4,8.92,4.04,5.88,3.79,3.0,5.37,8.08,3.21,7.25,6.04,7.54
5726,10.17,76,9,5,4.54,4.29,5.17,1.75,1.0,2.33,3.79,1.83,4.12,4.08,5.46
5727,12.75,76,9,6,3.42,3.0,2.96,1.63,0.87,0.96,4.46,0.87,2.25,2.25,5.96
5728,8.96,76,9,7,4.75,4.75,3.96,1.29,1.58,2.13,4.38,0.54,0.58,1.13,4.67
5729,23.0,76,9,8,10.13,9.33,9.46,7.04,9.62,8.75,13.17,10.34,11.04,9.83,18.25
5730,35.13,76,9,9,24.54,20.0,20.5,15.09,16.08,13.17,21.25,12.96,16.21,17.37,21.54
5731,22.34,76,9,10,15.12,13.67,10.29,5.17,11.83,8.04,10.54,7.25,9.96,7.38,16.54
5732,32.08,76,9,11,23.33,22.37,22.67,13.29,17.83,15.04,20.54,14.83,15.37,18.88,25.12
5733,18.08,76,9,12,17.33,13.17,22.21,8.96,11.25,8.54,12.33,6.04,10.46,10.58,11.46
5734,18.12,76,9,13,8.71,8.25,5.71,2.13,9.71,5.21,6.71,6.25,8.0,5.13,12.75
5735,29.63,76,9,14,20.83,17.29,20.62,9.67,14.37,11.21,12.17,11.04,12.33,12.29,19.25
5736,18.12,76,9,15,12.08,7.5,14.12,6.04,8.08,7.0,6.58,3.63,7.92,7.96,10.34
5737,8.17,76,9,16,5.66,5.54,5.33,1.63,4.29,1.29,3.08,0.42,2.5,1.79,4.75
5738,12.42,76,9,17,12.21,10.46,8.71,4.17,11.71,9.04,4.42,5.54,8.04,6.46,9.42
5739,15.83,76,9,18,7.21,6.92,8.33,4.38,7.21,7.38,5.66,3.92,8.92,5.54,7.67
5740,18.88,76,9,19,12.83,14.21,13.37,7.0,11.25,10.0,9.75,7.58,12.71,8.25,12.79
5741,15.87,76,9,20,11.79,14.58,10.17,6.58,14.21,8.75,7.25,8.04,12.25,10.71,15.92
5742,6.92,76,9,21,6.25,6.38,6.67,1.83,4.17,3.79,3.21,2.17,4.63,3.46,8.71
5743,5.54,76,9,22,5.21,6.92,2.88,1.13,4.12,2.37,1.63,1.13,3.0,1.13,4.33
5744,18.08,76,9,23,17.04,16.0,13.88,6.17,15.04,9.62,6.34,10.96,10.71,6.46,11.67
5745,28.96,76,9,24,13.59,14.04,14.71,7.71,12.12,11.46,15.92,14.79,14.54,11.25,17.5
5746,33.17,76,9,25,10.92,12.58,5.88,3.67,8.42,6.42,10.13,7.17,10.34,9.92,15.34
5747,19.08,76,9,26,11.63,11.0,9.42,3.83,7.41,6.38,8.17,5.66,9.62,5.88,7.33
5748,16.71,76,9,27,11.25,9.5,11.17,4.71,9.38,6.83,7.04,9.08,9.59,4.67,10.88
5749,14.75,76,9,28,13.08,12.38,11.04,4.83,10.96,8.29,7.71,7.71,10.5,5.0,9.38
5750,8.79,76,9,29,13.5,9.54,7.83,3.37,10.75,5.88,6.96,9.0,8.92,5.63,11.83
5751,6.92,76,9,30,8.79,8.5,9.38,3.13,6.75,4.83,5.25,3.83,7.83,3.37,6.71
5752,5.0,76,10,1,10.96,6.71,10.41,4.63,7.58,5.04,5.04,5.54,6.5,3.92,6.79
5753,10.13,76,10,2,12.38,7.58,7.5,3.92,6.34,4.04,2.67,3.5,4.79,3.17,7.38
5754,15.83,76,10,3,12.38,10.63,12.08,6.34,11.21,8.67,8.96,8.75,10.75,9.0,14.37
5755,11.17,76,10,4,10.21,9.33,5.17,2.96,9.59,6.13,5.41,5.41,6.38,2.5,11.87
5756,21.46,76,10,5,22.04,20.71,17.46,10.21,18.25,13.62,11.54,16.29,13.62,12.5,21.54
5757,36.51,76,10,6,21.62,20.67,19.95,12.96,23.09,17.12,19.21,21.5,19.87,21.92,34.83
5758,16.58,76,10,7,16.33,13.08,12.12,5.75,11.96,8.58,7.71,6.42,7.46,5.88,12.0
5759,11.54,76,10,8,8.29,6.34,6.29,2.79,5.91,5.29,3.04,4.46,6.04,5.33,8.0
5760,15.12,76,10,9,5.66,6.21,7.54,1.38,6.58,5.75,1.63,7.92,5.37,6.08,14.67
5761,19.25,76,10,10,11.12,13.04,10.29,6.04,12.21,10.29,7.41,11.54,10.79,11.42,19.58
5762,13.5,76,10,11,17.16,14.71,10.67,5.5,11.96,7.92,5.29,9.79,9.38,8.38,13.17
5763,21.12,76,10,12,8.63,7.41,9.0,6.96,8.58,7.25,8.33,7.0,9.08,9.25,11.96
5764,11.46,76,10,13,7.92,7.29,5.88,2.5,7.79,4.63,2.25,4.5,5.21,3.13,8.79
5765,16.54,76,10,14,28.08,16.0,26.83,13.88,15.59,12.08,13.83,9.71,12.0,12.42,12.12
5766,27.08,76,10,15,15.59,10.41,12.83,10.25,10.96,10.67,14.83,8.42,11.58,13.62,12.79
5767,11.42,76,10,16,12.92,12.54,10.37,3.63,10.54,7.58,4.88,5.29,5.58,4.88,7.21
5768,22.5,76,10,17,13.96,9.67,14.79,6.79,9.54,10.08,13.5,9.29,11.04,12.5,9.83
5769,18.46,76,10,18,8.63,4.0,7.71,2.04,5.46,4.08,1.54,2.46,4.38,3.63,4.58
5770,12.75,76,10,19,9.0,12.08,4.58,0.42,9.71,5.29,2.42,5.71,5.5,4.83,9.87
5771,8.87,76,10,20,16.38,13.62,9.5,3.0,11.75,6.5,6.96,6.5,5.13,6.42,14.5
5772,17.88,76,10,21,14.46,13.67,13.59,5.37,14.17,8.29,9.17,9.79,10.71,11.17,19.5
5773,16.08,76,10,22,9.62,5.09,8.79,2.83,7.92,5.5,6.04,3.75,6.79,6.67,8.79
5774,13.42,76,10,23,11.87,7.33,10.58,5.17,7.67,5.91,6.21,5.66,6.71,6.83,9.42
5775,14.62,76,10,24,6.08,3.04,5.5,1.21,3.92,4.5,1.92,0.63,3.29,4.12,8.25
5776,6.17,76,10,25,4.58,1.79,7.5,1.42,0.87,0.83,0.92,0.17,1.46,3.13,7.12
5777,7.5,76,10,26,12.79,12.58,7.25,2.17,10.04,5.21,2.58,6.04,5.37,3.88,9.59
5778,17.58,76,10,27,7.87,6.34,7.08,2.46,7.38,5.96,6.54,9.13,6.83,6.38,13.08
5779,8.71,76,10,28,9.71,3.83,10.08,2.75,2.88,1.83,2.58,2.42,2.67,4.46,5.37
5780,11.87,76,10,29,12.79,5.83,14.67,5.66,4.79,4.96,6.71,4.83,6.13,7.54,9.17
5781,9.25,76,10,30,10.71,3.25,13.79,4.5,4.79,2.33,4.46,2.92,4.29,5.83,3.5
5782,18.05,76,10,31,15.5,11.96,10.04,5.96,12.17,8.17,4.21,9.59,9.42,10.13,17.33
5783,21.96,76,11,1,13.96,15.67,10.29,6.46,12.79,9.08,10.0,9.67,10.21,11.63,23.09
5784,18.71,76,11,2,12.71,15.04,8.83,4.79,11.34,8.83,11.79,7.75,9.71,9.59,18.88
5785,20.0,76,11,3,9.21,8.12,6.17,2.96,7.46,7.5,7.54,6.0,8.17,7.92,15.16
5786,18.63,76,11,4,10.46,12.29,9.33,4.75,9.92,9.08,5.96,7.87,9.04,8.63,15.41
5787,19.25,76,11,5,17.37,15.5,11.38,5.96,13.25,9.17,9.62,8.71,11.54,12.92,18.58
5788,16.21,76,11,6,15.37,12.29,10.29,4.46,12.21,10.46,5.17,9.33,9.75,10.5,12.46
5789,15.67,76,11,7,10.83,10.41,7.79,2.54,9.83,8.29,8.08,6.67,6.71,7.33,11.29
5790,17.88,76,11,8,9.79,9.13,6.17,1.71,8.58,8.04,5.33,7.33,5.71,7.87,10.34
5791,13.21,76,11,9,7.0,4.29,4.33,0.75,4.88,4.08,5.75,2.17,1.87,3.75,11.25
5792,13.5,76,11,10,6.13,5.79,4.88,1.33,4.79,6.04,8.38,1.63,3.58,4.21,7.71
5793,8.71,76,11,11,3.5,2.83,3.04,0.13,2.88,3.08,4.96,1.08,0.58,0.92,7.25
5794,6.0,76,11,12,6.29,1.79,9.38,1.75,0.25,0.83,8.83,0.0,0.92,1.42,1.92
5795,9.75,76,11,13,7.75,9.5,4.88,0.21,5.5,5.66,6.58,3.29,2.67,4.29,7.54
5796,18.63,76,11,14,15.21,9.17,13.33,6.21,8.83,10.17,11.38,5.91,10.0,8.83,8.42
5797,19.5,76,11,15,10.88,14.09,9.87,4.17,8.12,10.13,8.29,8.75,8.04,9.13,20.41
5798,9.96,76,11,16,9.67,6.42,10.71,3.79,1.58,3.96,8.63,1.5,3.17,3.88,5.54
5799,17.54,76,11,17,10.96,13.92,11.38,4.25,9.54,8.67,7.41,9.79,7.79,9.92,16.0
5800,8.25,76,11,18,9.79,6.87,10.5,3.79,2.71,5.66,7.5,4.5,6.17,4.04,7.38
5801,4.38,76,11,19,6.21,3.92,5.5,0.54,1.92,0.96,2.17,0.87,0.17,1.21,2.96
5802,9.29,76,11,20,5.66,2.71,6.5,1.0,0.17,0.67,3.71,0.08,0.79,1.92,3.71
5803,14.33,76,11,21,7.5,1.42,9.59,1.79,1.29,2.75,8.46,1.54,2.25,5.54,6.38
5804,12.42,76,11,22,7.62,3.92,9.38,2.5,3.46,3.46,7.83,2.37,2.88,5.75,6.46
5805,12.0,76,11,23,9.87,3.96,6.87,1.42,3.08,2.92,8.54,1.75,3.21,4.29,6.08
5806,17.75,76,11,24,7.75,2.96,6.25,1.79,4.29,6.83,11.21,5.13,6.0,7.21,13.96
5807,22.17,76,11,25,17.46,15.25,12.17,5.83,9.17,11.0,13.04,12.42,11.71,13.83,22.54
5808,17.04,76,11,26,18.0,16.38,15.92,8.71,13.0,12.38,16.75,12.04,13.0,14.21,16.71
5809,24.87,76,11,27,20.46,19.38,16.0,10.58,16.08,14.09,15.5,13.67,13.92,15.71,25.75
5810,29.75,76,11,28,16.38,19.29,15.16,8.71,18.16,13.33,21.84,12.83,13.92,15.0,28.79
5811,20.41,76,11,29,13.46,10.83,11.21,4.25,10.37,8.38,13.21,5.37,9.29,9.54,16.21
5812,12.79,76,11,30,11.63,10.17,8.96,3.75,8.33,5.29,8.29,3.71,4.54,4.38,8.87
5813,13.67,76,12,1,13.46,16.42,9.21,4.54,10.75,8.67,10.88,4.83,8.79,5.91,8.83
5814,11.29,76,12,2,13.08,13.46,9.54,3.33,7.41,6.13,10.0,3.75,4.88,5.04,10.58
5815,8.17,76,12,3,12.12,12.62,7.5,1.96,6.54,4.17,5.75,1.08,3.08,2.75,6.58
5816,8.87,76,12,4,10.29,9.62,9.21,1.5,3.5,2.67,11.0,0.63,3.63,4.67,4.04
5817,15.29,76,12,5,16.88,13.37,14.42,5.33,11.5,9.04,11.83,6.83,8.83,7.67,12.75
5818,18.88,76,12,6,21.12,22.71,15.96,8.54,19.08,12.71,16.75,11.17,13.17,13.79,18.08
5819,14.92,76,12,7,16.0,18.05,13.37,6.96,14.09,11.79,15.46,5.04,11.38,9.5,9.54
5820,18.91,76,12,8,12.21,8.75,8.12,3.83,7.08,5.88,10.75,4.12,7.08,6.75,11.5
5821,16.66,76,12,9,4.54,3.0,3.71,0.17,4.71,3.29,7.25,0.75,1.33,4.08,3.92
5822,11.92,76,12,10,4.46,2.17,4.54,0.58,1.87,2.5,9.0,0.37,2.04,4.17,4.79
5823,11.08,76,12,11,4.58,8.54,3.17,0.0,4.83,5.33,2.71,2.62,1.5,2.42,8.79
5824,8.92,76,12,12,12.92,11.96,4.58,0.33,6.04,4.17,1.21,2.88,0.92,1.75,6.21
5825,11.17,76,12,13,20.21,16.83,10.5,4.0,11.87,8.75,1.21,4.79,5.79,5.04,8.0
5826,12.33,76,12,14,15.92,14.29,12.71,4.08,11.29,8.54,5.33,6.58,7.67,7.83,7.5
5827,14.12,76,12,15,14.17,10.71,14.58,4.04,8.25,7.17,5.66,3.75,6.42,5.63,3.46
5828,14.62,76,12,16,7.62,8.08,10.92,2.33,8.96,6.87,6.63,6.42,6.29,5.41,7.75
5829,15.96,76,12,17,8.29,4.67,9.38,0.67,4.12,2.92,5.63,2.83,3.67,3.75,8.38
5830,14.29,76,12,18,14.0,8.58,14.67,4.21,6.71,4.58,9.92,4.88,6.83,7.58,7.0
5831,17.21,76,12,19,9.79,3.54,8.54,3.37,6.13,2.58,3.17,2.92,3.42,6.42,2.88
5832,4.58,76,12,20,7.54,1.58,6.5,1.96,2.46,0.96,6.21,0.33,2.67,2.37,1.08
5833,9.0,76,12,21,8.87,9.59,8.75,2.37,10.58,4.58,6.5,7.04,4.25,2.92,9.46
5834,21.42,76,12,22,12.25,9.04,12.0,4.88,9.92,8.63,9.71,8.79,8.21,10.08,10.67
5835,17.96,76,12,23,12.38,11.38,12.92,3.58,9.75,8.38,6.63,8.63,7.5,6.67,8.29
5836,15.09,76,12,24,13.83,12.42,11.96,3.29,7.33,8.04,8.25,8.04,8.0,7.29,7.96
5837,12.0,76,12,25,9.59,6.13,14.83,4.38,5.75,4.96,5.96,3.92,5.0,4.88,4.67
5838,11.92,76,12,26,8.21,6.34,9.08,1.38,0.75,0.79,6.5,1.21,2.08,3.21,0.67
5839,23.42,76,12,27,9.04,6.21,7.87,2.83,4.79,6.96,11.67,4.42,7.38,8.58,14.5
5840,16.58,76,12,28,9.62,5.96,13.59,3.71,3.83,4.29,7.58,4.71,5.71,5.54,8.46
5841,23.33,76,12,29,23.83,16.38,17.16,7.25,13.08,12.38,12.33,11.71,13.83,16.04,13.37
5842,15.5,76,12,30,15.34,11.46,16.04,5.83,8.67,8.29,9.67,2.67,8.71,8.46,6.17
5843,15.67,76,12,31,8.67,8.83,9.38,3.67,5.37,4.58,7.92,1.79,4.46,4.38,6.38
5844,25.7,77,1,1,20.04,11.92,20.25,9.13,9.29,8.04,10.75,5.88,9.0,9.0,14.88
5845,12.38,77,1,2,9.75,1.54,12.54,1.83,3.79,2.75,9.46,1.21,2.33,4.58,8.25
5846,21.59,77,1,3,13.21,16.66,9.25,1.71,9.46,8.17,7.87,8.96,7.75,7.21,22.25
5847,27.16,77,1,4,20.12,15.92,18.91,6.75,10.25,11.83,15.41,14.09,12.83,14.71,20.5
5848,18.08,77,1,5,12.5,9.5,12.04,4.67,9.25,6.87,11.5,8.0,8.33,9.75,13.33
5849,17.88,77,1,6,5.09,0.96,6.87,0.37,1.79,2.0,8.04,1.54,4.12,5.58,10.08
5850,16.46,77,1,7,5.29,3.0,6.67,1.67,4.25,3.54,8.04,1.54,6.58,6.34,8.29
5851,17.16,77,1,8,8.54,6.46,8.25,4.42,8.04,6.08,11.38,6.5,9.67,8.08,13.0
5852,20.96,77,1,9,19.92,16.0,9.96,9.79,17.12,10.96,12.71,11.42,12.08,11.08,20.12
5853,31.75,77,1,10,18.16,13.59,16.46,9.38,12.17,8.67,10.75,10.21,8.54,10.96,22.08
5854,15.09,77,1,11,12.12,10.37,13.17,4.25,5.13,3.17,7.62,4.75,3.54,3.58,12.75
5855,11.04,77,1,12,7.79,1.75,7.54,1.21,5.54,1.42,4.96,2.88,1.87,1.67,7.17
5856,22.95,77,1,13,26.92,19.12,24.96,14.09,18.46,13.59,17.04,12.62,12.58,14.17,13.79
5857,34.29,77,1,14,25.84,15.79,24.54,15.0,16.66,13.5,22.08,9.67,14.58,21.04,18.38
5858,17.96,77,1,15,17.75,11.79,14.42,10.41,11.04,9.79,11.75,6.34,8.63,9.92,12.04
5859,14.0,77,1,16,8.04,5.5,6.46,1.29,3.63,1.67,7.17,1.75,2.79,4.0,3.54
5860,16.08,77,1,17,19.46,18.05,15.12,6.0,12.87,10.96,9.21,10.04,8.21,8.58,12.12
5861,24.25,77,1,18,11.42,8.21,15.37,7.08,9.92,11.58,14.83,9.0,10.83,14.09,11.25
5862,17.79,77,1,19,14.58,17.62,10.25,5.58,10.63,9.83,7.17,10.54,8.67,10.5,16.17
5863,26.12,77,1,20,22.37,15.09,22.5,13.88,15.83,16.62,17.12,14.37,16.54,18.5,15.46
5864,27.04,77,1,21,15.29,10.88,15.34,9.42,12.54,13.04,14.79,10.71,14.67,18.75,11.83
5865,17.88,77,1,22,3.92,6.83,5.96,0.58,4.0,4.88,4.63,5.5,4.79,7.38,10.13
5866,12.71,77,1,23,4.67,8.75,4.08,0.92,4.58,5.54,2.04,4.29,3.5,4.42,10.75
5867,19.0,77,1,24,15.5,14.75,14.46,7.71,12.58,11.87,10.34,11.0,11.63,13.04,15.34
5868,15.79,77,1,25,16.71,10.96,13.59,6.96,11.0,9.29,10.88,6.67,10.96,12.33,6.83
5869,7.5,77,1,26,8.5,11.83,7.71,2.5,6.38,5.66,4.96,2.96,4.75,4.75,6.13
5870,22.95,77,1,27,8.75,6.5,11.83,7.41,11.25,11.38,12.17,12.71,12.17,10.71,13.92
5871,14.09,77,1,28,9.29,11.17,15.96,6.0,9.0,8.29,8.58,8.08,8.87,9.17,8.63
5872,11.58,77,1,29,6.21,6.08,8.29,2.83,2.92,3.25,2.54,2.29,2.0,3.37,6.04
5873,15.71,77,1,30,17.62,12.04,13.04,5.25,10.08,11.04,12.79,6.75,12.0,9.0,7.5
5874,10.79,77,1,31,10.17,3.08,9.92,4.33,4.5,2.88,4.75,1.29,1.87,2.92,3.54
5875,16.5,77,2,1,11.83,9.71,11.0,4.25,8.58,8.71,6.17,5.66,8.29,7.58,11.71
5876,17.75,77,2,2,16.38,13.33,15.54,8.79,11.12,10.75,9.21,9.25,11.21,11.34,12.46
5877,20.04,77,2,3,14.21,14.04,13.88,7.46,11.67,11.58,18.29,9.5,12.67,12.92,16.08
5878,15.75,77,2,4,13.88,15.09,12.17,4.0,11.0,10.88,10.5,7.46,9.33,9.17,11.5
5879,17.83,77,2,5,14.58,14.75,12.67,5.96,10.21,8.71,10.08,7.0,7.83,9.08,13.96
5880,13.13,77,2,6,19.38,17.79,15.96,6.04,10.75,9.71,7.58,5.79,7.25,5.71,8.25
