,history_num,session_num,user_cat
7643,166,findall ct ll setenv <2> ll rm -f <1> ll elm cd z,USER8
7644,167,X z,USER8
7645,169,elm findall f <1> f <1> elm z,USER8
7646,170,vi <1> vi <1> cd <1> ll vi <1> vi <1> z,USER8
7647,172,r -l <2> elm -f <1> findall f <1> z,USER8
7648,173,elm z,USER8
7649,174,X z,USER8
7650,177,elm z,USER8
7651,178,cd <1> ll k <1> elm <1> mv <2> vi <1> vi <1> ll <1> chmod <2> ll <1> cd findall uptime man <1> vmstat <1> rm <1> findall z,USER8
7652,179,cd <1> cd <1> k <1> cd cd <1> ll emacs -nw <1> z,USER8
7653,180,cd <1> cd <1> k <1> cd cd <1> ll md <1> cd <1> md <1> cd <1> ll push cd cd <1> cd <1> ll cd <1> ll dir dirs cp <2> ll pop ll md <1> cd - cd <1> ll cp <2> cd <1> ll rm <1> ll m <1> m <1> mv <2> cd <1> mv <2> cd <1> ll vi <1> ll k <1> grep -c <2> wc -l <1> man <1> head <1> cut -d -f <3> > <1> cut -d -f <3> > <1> k <1> grep -c <2> grep -c <2> grep -c <2> k <1> grep <2> | m cut -d -f <3> > <1> grep -c <2> k <1> h grep -c <2> wc -l <1> k <1> head <1> k <1> wc -l <1> grep -v <2> | grep -c <1> grep -v <2> | grep -c <1> grep -c <2> ll k <1> k <1> rm <1> ll grep -v <2> > <1> vi <1> ll md <1> cd <1> ll ln -s <2> ll cp <2> m <1> ll c4.5 c4.5 -f <1> ll l ll vi <1> c4.5 -f <1> cp <2> k <1> h vi <1> c4.5 -f <1> vi <1> c4.5 -f <1> cd <1> l ll rm <1> rm <1> vi <1> cp <2> vi <1> z,USER8
7654,181,elm findall vmstat <1> findall elm ct ll script rm <1> vmstat <1> z,USER8
7655,182,set z,USER8
7656,183,X z,USER8
7657,185,emacs -nw z,USER8
7658,187,cd <1> ll motd cat <1> ll cd <1> ll k <1> ll df <1> cv rehash ll cv cv -f  <2> ll <1> cv -f  <2> cd cd - ll man -s <2> man -s <2> man -s <2> man -s <2> man <1> man <1> man -s <2> push cd cd <1> k <1> pop cp <2> ll cd <1> ll k <1> grep <2> ll rm <1> rm <1> ll m <1> vi <1> cd <1> ll k <1> sed <1> < <1> > <1> man <1> sed  <1> < <1> > <1> k <1> k <1> sed  <1> < <1> > <1> k <1> sdiff -w <3> sdiff -w <3> | m ll mv <2> ll k <1> sed  <1> < <1> > <1> sed  <1> < <1> > <1> k <1> mv <2> rm <1> ll vi <1> ll cd <1> ll cp <2> vi <1> vi <1> m <1> fg ll ll <1> t300 cd <1> cd <1> ll latex <1> latex <1> latex <1> latex <1> xdvi <1> & xdvi <1> & latex <1> latex <1> latex <1> latex <1> man -s <2> akcl latex <1> latex <1> latex <1> latex <1> latex <1> cd <1> ll,USER8
7659,188,cd <1> df <1> ll cd <1> du -l du -k ll cd <1> ll man <1> df -k df -k <1> cd findall cd - cd <1> ll m <1> cd <1> ll ll <1> ll <1> ll <1> cd <1> ll cd <1> ll elm <1> ll cd <1> ll m <1> m <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll ln -s <2> cd <1> ll cd <1> ll cd cd <1> ll cd <1> ll rm <1> ln -s <2> ll rehash cd <1> cd <1> ll k <1> cd - cd cd <1> ll cd <1> ll ll <1> cd <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll ll <1> ll <1> cd <1> k <1> ll cd <1> ll cd <1> ll cd <1> ll ll <1> ll <1> ll <1> ll cd <1> ll ll <1> find -name -perm <2> find -name -print <2> find -name -print <2> cd elm <1> elm <1> f <1> elm vi <1> echo <1> cat <1> xlock -mode <1> elm elm nn z,USER8
7660,189,cxd <1> cd <1> ll cd <1> ll cd <1> find -name -print <2> cd man <1> findall findall findall cd <1> cd <1> ll cd <1> ll ll <1> findall z,USER8
7661,190,X z,USER8
7662,191,elm z,USER8
7663,193,cd <1> ll cd <1> ll cd <1> ll cv -f  <2> ll cd r -l <2> z,USER8
7664,195,spy <1> cd <1> ll <1> ll <1> ll <1> ll <1> ll <1> ll <1> cd <1> ll ll <1> find -name -print <2> cd <1> <GENSYM:1>/quake <GENSYM:1>/solitaire ll <GENSYM:1>/tetris <GENSYM:1>/Cube man <1> z,USER8
7665,196,X z,USER8
7666,199,cd <1> wc -l <1> k <1> vi <1> cd rm <1> cd <1> ll ll <1> ll <1> ll <1> ph <1> cd cd <1> k <1> ll vi <1> cat <1> vi <1> <GENSYM:1>/doit.sh m <1> k <1> cd <1> ll cd <1> ll md <1> mv <2> ll <1> ll <1> mv <2> cd <1> ll ghostview <1> & uc <1> z,USER8
7667,200,elm vi <1> newalias elm z,USER8
7668,201,X z,USER8
7669,202,cd <1> ll ll <1> ll <1> ll <1> push cd cd <1> grep -c <2> grep -c <2> ll cd <1> cd <1> ll vi <1> chmod <2> ll m <1> pop ll <1> ll <1> cd <1> ll cd <1> cd <1> lll cd <1> ll cd <1> ll ll <1> file <1> vi <1> cd <1> cd <1> cd <1> ll md <1> cd <1> ln -s <2> ll cd <1> ll chmod <2> ll chgrp <2> ll cd <1> ll man <1> chgrp -h <2> ll pop cd - cd s <1> cd <1> ll cd <1> ll cv  -f <2> ll k <1> vi <1> cv  -f <2> vi <1> cv  -f <2> ll cat <3> > <1> mv <2> mv <2> ll cd <1> ll vi <1> vi <1> <GENSYM:1>/doit ll wc -l <1> m <1> cd <1> ll ln <2> vi <1> <GENSYM:1>/doit & cd <1> ll ln <2> vi <1> <GENSYM:1>/doit & cd <1> cd <1> ll wc -l <1> mv <2> mv <2> mv <2> mv <2> ll mv <2> mv <2> mv <2> mv <2> ll cd <1> ll mv <2> mv <2> ll mv <2> mv <2> ll foreach ll cd <1> vi <1> m <1> elm <1> ll f <1> cd <1> cd <1> ll diff <2> cp <2> chgrp <2> chmod <2> ll <GENSYM:1>/ncftp ncftp ct ll cd - cd <1> ll mv <2> newgrp <1> z,USER8
7670,203,z,USER8
7671,204,elm z,USER8
7672,205,z,USER8
7673,206,f <1> f <1> findall info z,USER8
7674,207,r -l <2> findall f <1> f <1> cd <1> ll cd <1> cd <1> ll <GENSYM:1>/ncftp ct ll md <1> cd <1> lynx lynx <1> ll zcat <1> | tar - <1> ll cd <1> ll k <1> cd <1> ll ncftp <1> ncftp -u <1> ncftp -u <1> cd r -l <2> z,USER8
7675,208,ll chgrp <2> chmod <2> ll zcat <1> | tar - <1> ll cd <1> ll ll m <1> m <1> <GENSYM:1>/configure m <1> vi <1> k <1> make ll <1> mv <2> make <1> cd <1> ll chmod <2> ll cd ct ll cd <1> ll cd <1> ll k <1> k <1> k <1> ll k <1> cd <1> ll cd <1> z,USER8
7676,209,man <1> r -8 -l <2> r -l -8 <2> r -l -8 <2> cd <1> ll cd <1> ll rm <1> cp <2> mv <2> ln -s <2> ll ln -s <2> vi <1> ll man <1> push cd cd <1> ll <1> ll <1> ll m <1> ll <1> ll <1> which <1> pop c4.5 -f -t <1> > <1> ll m <1> c4.5 -f -u <1> > ! <1> m <1> wc -l <2> grep -c <2> grep -c <2> bc -l ll cd <1> cd <1> ll md <1> cd <1> cp <2> ln -s <2> vi <1> vi <1> chmod <2> <GENSYM:1>/doit ll k <1> grep -i <2> > <1> m <1> cd <1> md <1> cd <1> ll <1> cp <2> vi <1> ln -s <2> ll ln <2> m <1> <GENSYM:1>/doit rm <1> cp <2> vi <1> <GENSYM:1>/doit & cd <1> md <1> cd <1> ln -s <2> cp <2> vi <1> ll rm <1> ln -s <2> ll cp <2> vi <1> <GENSYM:1>/doit & cd <1> ll k <1> grep -i <2> > <1> m <1> k <1> ll cd <1> k <1> cd <1> k <1> grep -i <2> > <1> m <1> cd <1> elm cd cd cd <1> k <1> m <1> ll wc -l <1> grep -c <2> bc -l cp <2> vi <1> grep -c <2> bc -l grep -c <2> bc -l vi <1> wc -l <1> grep -c <2> grep -c <2> bc -l ll cv  -f <2> cat <3> > <1> cat <3> > ! <1> mv <2> mv <2> ll chmod <3> ll cd <1> ll c4.5 -f -u <1> > & ! <1> k <1> grep -c <2> grep -c <2> wc -l <1> bc -l cd <1> k <1> wc -l <1> grep -c <2> grep -c <2> bc -l elm -f <1> ll r -l -8 <2> cd cd <1> ll <1> ll mv <2> vi <1> cd ncftp -u <1> f <1> f <1> findall elm elm setenv f <1> f <1> cd <1> ll cd <1> k <1> cd cd <1> ll which <1> cd <1> ll <1> which <1> file <1> cd cd <1> ll cd cd <1> ll cd <1> ll ll cd <1> ll cd f <1> f <1> f <1> elm <1> cd <1> vi <1> newalias cd elm <1> f <1> findall findall cd <1> k <1> grep <2> cd <1> ll find -name -exec <6> ; z,USER8
7677,210,X z,USER8
7678,212,findall cd <1> ll which <1> cd <1> ll cd <1> ll ll <1> ll -d <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> cd <1> cd <1> ll z,USER8
7679,214,elm z,USER8
7680,215,r -l <2> z,USER8
7681,216,r -l <2> z,USER8
7682,217,akcl emacs -nw emacs -nw findall z,USER8
7683,218,elm findall z,USER8
7684,219,X z,USER8
7685,221,elm z,USER8
7686,223,man <1> man <1> z,USER8
7687,224,r -l <2> z,USER8
7688,225,X z,USER8
7689,227,elm z,USER8
7690,228,findall findall cd <1> ll cd <1> ll man <1> cd <1> cd <1> ll z,USER8
7691,230,r -l <2> z,USER8
7692,231,r -l <2> z,USER8
7693,232,24 elm ll <1> ll <1> ll <1> fg ct ll akcl ; fg akcl fg elm r -l <2> elm z,USER8
7694,233,X z,USER8
7695,234,which <1> which <1> which <1> which <1>,USER8
7696,236,cd <1> emacs -nw <1> z,USER8
7697,237,elm findall cd <1> ll k <1> ll m <1> <GENSYM:1>/doit.sh ll k <1> cd <1> k <1> mv <2> cd <1> tail <1> z,USER8
7698,238,ct akcl ln -s <2> fg z,USER8
7699,239,X z,USER8
7700,241,ct cd emacs -nw z,USER8
7701,242,elm findall cd <1> ll k <1> elm k <1> elm findall k <1> <GENSYM:1>/doit.sh wc -l <2> k <1> cd r -l <2> z,USER8
7702,244,cd <1> ll akcl <GENSYM:1>/doit.sh akcl <GENSYM:1>/doit.sh <GENSYM:1>/doit.sh z,USER8
7703,245,X z,USER8
7704,248,ll <1> z,USER8
7705,249,elm elm z,USER8
7706,250,r -l <2> z,USER8
7707,251,newgrp <1> z,USER8
7708,252,cd <1> ll ncftp -u <1> kk ll mv <2> chmod <2> ll <1> cd <1> ll chmod <2> ll cd <1> ll vi <1> df <1> df -k <1> z,USER8
7709,253,elm <1> < <1> slrp,USER8
7710,254,25 elm elm findall elm talk <1> f <1> talk <1> fg findall elm -f <1> lynx elm -f <1> findall z,USER8
7711,255,elm elm findall elm findall f <1> f <1> fsun rsh <2> | m man <1> findall elm findall elm <1> ct ll cd cd <1> ll cd <1> ll ll <1> cd <1> ll ll <1> cd ll <1> ll <1> ll <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll md <1> cd <1> vi <1> elm vi <1> vi <1> vi <1> man <1> vi <1> man <1> fg man -k <1> man <1> man -s <2> fg f <1> vi <1> elm <1> cd elm,USER8
7712,256,elm z,USER8
7713,257,elm findall talk <1> elm elm elm date talk <1> talk <1> f <1> f <1> elm findall elm <1> elm -f <1> fg elm findall nn elm elm findall elm cd <1> ll md <1> md <1> cd <1> ll,USER8
7714,258,ct ll vi <1> z,USER8
7715,259,elm elm z,USER8
7716,260,X z,USER8
7717,261,z,USER8
7718,263,nn z,USER8
7719,264,cd <1> ll com <1> mv <2> cd <1> ll com <1> cd <1> mv <2> ll cd <1> ll cd <1> ll cd cd <1> cd <1> vi <1> cd elm elm z,USER8
7720,265,r -l <2> r -l <2> z,USER8
7721,266,elm findall z,USER8
7722,267,X z,USER8
7723,270,elm z,USER8
7724,271,findall cd <1> ll cd <1> ll m <1> cd <1> ll m <1> ll k <1> k <1> cd man <1> man <2> man -s <2> man -s <2> man -s <2> z,USER8
7725,272,r -l <2> z,USER8
7726,273,elm elm elm cd <1> file <1> findall cd nn elm findall nn elm findall nn elm elm findall elm findall cd <1> ll cd <1> ps -guxa kill <1> spy <1> spy <1> emacs -nw findall f <1> date cd cd - emacs -nw,USER8
7727,274,elm findall nn vi <1> findall,USER8
7728,275,matlab unsetenv <1> matlab z,USER8
7729,276,unsetenv <1> matlab z,USER8
7730,277,elm cat <1> findall z,USER8
7731,278,X elm z,USER8
7732,280,elm z,USER8
7733,281,cd <1> ll cd <1> ll <GENSYM:1>/doit.sh m <1> ll rm <1> push cd <1> cd <1> ll file <1> pop vi <1> <GENSYM:1>/doit.sh vi <1> <GENSYM:1>/doit.sh ll <1> cd <1> cd <1> cd <1> cd <1>,USER8
7734,283,man <1> file <1> ll <1> cd <1> ll qu -v cd <1> ll cd <1> ll pwd man <1> man -s <2> findall man <1> qu cd <1> cd <1> cd <1> ll cd <1> ll du cd <1> ll rm <4> ll rm <4> ll rm -rf <1> ll ll <1> ll <1> fg qu findall f <1> nn z,USER8
7735,284,X z,USER8
7736,286,emacs -nw fg emacs -nw z,USER8
7737,287,elm z,USER8
7738,288,elm vi <1> mv <2> f fg z,USER8
7739,289,cd <1> ll cd <1> grep <2> k <1> cd <1> k <1> ll cd <1> mv <2> grep <2> cd <1> <GENSYM:1>/doit.sh k <1> k <1> mv <2> akcl z,USER8
7740,290,elm cd <1> ll vi <1> ll <1> ll <1> ln <2> k <1> ln <2> vi <1> vi <1> findall fg vi <1> elm findall elm elm elm elm elm elm elm elm elm elm findall elm elm findall elm z,USER8
7741,291,X z,USER8
7742,293,lpq -Pea3,USER8
7743,294,elm z,USER8
7744,295,emacs -nw z,USER8
7745,296,cd <1> matlab ll k <1> fg cat <1> fg z,USER8
7746,297,findall spy <1> findall nn findall ph <1> spy <1> findall findal findall findall findall elm -f <1> findall z,USER8
7747,298,elm ct m <1> f <1> ftp <2> m <1> ftp <2> telnet <2> elm <1> ll latex <1> k <1> ll man <1> dvips -D -Z <2> lpr -Pmsl3 <1> lpq -Pmsl13 lpq -Pmsl3 lpr -Pmsl23 <1> lpr -Pmsl23 <1> lpq -Pms23 lpq -Pmsl23 h cd <1> elm lpr -Pmsl22 <1> lpr -Pmsl22 <1> ct lpr -Pmsl22 <1> ll lpq -Pmsl23 lpq -Pmsl22 lpq -Pmsl22 lpq -Pmsl22 lpq -Pmsl22 z,USER8
7748,299,lpq -Pmsl20 which <1> elm z,USER8
7749,300,X z,USER8
7750,301,r <1> emacs -nw f <1> f <1> z,USER8
7751,303,elm z,USER8
7752,305,ncftp <1> ncftp -u <1> ncftp -u <1> findall which <1> cd <1> ll ll <1> k <1> wc -l <1> cd <1> cd <1> ll k <1> k <1> z,USER8
7753,306,r -l <2> r -l <2> z,USER8
7754,307,elm z,USER8
7755,308,elm z,USER8
7756,309,X z,USER8
7757,311,elm z,USER8
7758,313,f <1> findall cd <1> ll cd <1> ll vi <1> vi <1> mv <2> ll md <1> cd <1> mv <2> latex <1> vi <1> latex <1> xdvi <1> & vi <1> latex <1> vi <1> latex <1> h f <1> ct ll setenv <2> rm -f <1> ll cd - cd cd <1> ll vi <1> k <1> k <1> fg z,USER8
7759,314,cd <1> matlab cd cd <1> ll cd <1> ll vi <1> cd <1> ll cd <1> ll cd <1> ll m <1> ll m <1> akcl z,USER8
7760,315,cd <1> cd <1> ll cd <1> ll dvips -D -Z <2> mv <2> elm z,USER8
7761,316,ftp <2> man -k <1> man -s <2>,USER8
7762,317,elm,USER8
7763,318,elm 25 reset c reset less <1> reset c less <1> elm elm findall elm findall telnet <1> elm elm findall elm cd <1> ll mv <2> mv <2> vi <1> wc -l <1> wc <1> findall nn cd cd <1> ll cd <1> ll vi <1> cd <1> m <1> vi <1> emacs -nw <1> fg findall k <1> vi <1> vi <1> elm findall elm ll <1> k <1> k <1> elm tail <1> | od -c k <1> elm elm,USER8
7764,319,elm z,USER8
7765,320,elm r -l <2> r -l <2> cd <1> k <1> ll m <1> cd elm z,USER8
7766,321,z,USER8
7767,322,r -l <2> z,USER8
7768,323,X f <1> z,USER8
7769,325,z,USER8
7770,326,elm emacs -nw z,USER8
7771,327,elm findall z,USER8
7772,328,findall cat <1> z,USER8
7773,329,ll m <1> findall cd <1> ll m <1> <GENSYM:1>/doit.sh k <1> k <1> k <1> mv <2> k <1> k <1> k <1> mv <2> k <1> k <1> mv <2> <GENSYM:1>/doit.sh k <1> k <1> mv <2> <GENSYM:1>/doit.sh wc -l <1> wc -l <1> head -1753 <1> > <1> k <1> elm ll wc -l <1> tail <1> k <1> ll pwd tail <1> | od -c <1> tail <1> | od -c head -2 <1> > <1> m <1> cat <1> | od -c tail -3 <1> | od -c,USER8
7774,330,akcl <GENSYM:1>/doit.sh wc -l <1> l ll head -1753 <1> > <1> tail -3508 <1> > <1> wc -l <2> fg akcl,USER8
7775,331,X z,USER8
7776,333,cd <1> ll elm ghostview <1> & cd findall grep <2> elm <1> findall cd cd - cd - cd <1> ll cd z,USER8
7777,335,findall m <1> r -l <2> z,USER8
7778,336,cd <1> ll composer,USER8
7779,337,X z,USER8
7780,340,cd <1> ll ]] man -k <1> cd <1> ll cd cd <1> ll m <1> ll m <1> z,USER8
7781,341,xhost <2> elm elm elm z,USER8
7782,342,r -l <2> z,USER8
7783,343,elm elm ph <1> findall f <1> date rsh <2> | grep <1> f <1> f <1> talk <1> f <1> f <1> findall ct archie <1> > <1> ll rm <1> ncftp <1> ll elm h talk <1> elm elm elm elm ncftp <1> ll elm elm findall elm expr <3> elm cd cd <1> cd <1> ll vi <1> cd findall,USER8
7784,344,X z,USER8
7785,347,elm z,USER8
7786,348,cd <1> ll cd <1> ll tail -2 <1> > <1> m <1> vi <1> cd cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cm <1> k <1> cd <1> ll ll <1> k <1> ll xlock -mode <1> cd cd <1> ll cd <1>,USER8
7787,349,cd <1> ll ln <2> composer akcl ct ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> md <1> cd <1> ll ln -s <2> ln -s <2> ln -s <2> ll ln -s <2> ln -s <2> akcl z,USER8
7788,350,man <1> man <1> man <1> findall man <1> man <1> man -s <2> z,USER8
7789,351,catman -M <1> ll <1> ll <1> z,USER8
7790,352,elm elm -f <1> elm z,USER8
7791,353,X z,USER8
7792,355,f <1> cd <1> ll cd <1> ll cd <1> ll emacs -nw <1> z,USER8
7793,356,elm z,USER8
7794,358,telnet <2> z,USER8
7795,359,X,USER8
7796,360,xlock -mode <1> xlock -mode <1> cd <1> cd <1> ll cd <1> ll cd cd <1> ll <GENSYM:1>/runall.sh > & ! <1> & cd <1> cd <1> ll akcl cd <1> ll ln <2> cd <1> ln <2> cd <1> ln <2> cd <1> ln <2> cd <1> ll m <1> jobs kill <1> ll ll <1> rm <1> vi <1> <GENSYM:1>/runall.sh > & ! <1> & cd <1> tail <1> kk ll ll m <1> cd <1> m <1> ll cd <1> ll cd <1> k <1> ll m <1> m <1> tail <1> akcl ll akcl fstat <1> fstat <1> ll tail <1> tail -30 <1> cd <1> ll <GENSYM:1>/runall.sh > & ! <1> & cd <1> ll m <1> m <1> m <1> m <1> m <1> m <1> k <1> cd <1> ll cd <1> ll <1> m <1> m <1> m <1> m <1> jobs z,USER8
7797,361,man <1> man <1> man <1> emacs -nw z,USER8
7798,363,elm man <1> findall ct ll akcl composer elm fg z,USER8
7799,364,cd <1> ll matlab ll <1> ll <1> k <1> ln <2> ll fstat <1> m <1> fg k <1> m <1> fg ll <1> ll <1> m <1> fg ll ln <2> m <1> fg z,USER8
7800,365,findall f <1> elm elm ct ll elm z,USER8
7801,366,ct ncftp <1> z,USER8
7802,367,ps -guxa spy <1> elm ps -guxa kill -9 <1> spy <1> spy <1> | m man <1> man <1> kbd_mode -a spy <1> cd <1> ll cd <1> ll m <1> tail <1> cd <1> ll tail <1> tail -50 <1> | m k <1> k <1> vi <1> akcl cd <1>,USER8
7803,368,25 elm cd <1> ll m <1> m <1> m <1> cd,USER8
7804,369,elm z,USER8
7805,370,X z,USER8
7806,371,which <1> which <1> z,USER8
7807,373,cat <1> emacs -nw z,USER8
7808,374,elm z,USER8
7809,375,r -l <2> z,USER8
7810,376,man <1> man <2> man -s <2> telnet <2> telnet <2> man -s <2> findall man <1> m <1> complete <2> man <1> vi <1> ll <1> ll <1> fg s <1> elm -f <1> findall z,USER8
7811,377,"cd <1> ll k <1> k <1> ll vi <1> ll vi <1> ll fstat <1> akcl fstat <1> cd <1> m <1> <GENSYM:1>/runall.sh & fg <GENSYM:1>/runall.sh > & ! <1> & ll cd <1> cd <1> k <1> k <1> cd <1> ll grep <2> grep <2> grep <2> k <1> mv <2> grep <2> k <1> mv <2> cd <1> cd <1> ll m <1> cd <1> fg cd cd - cd <1> ll mv <2> chmod <2> ll cd <1> ll k <1> mv <2> k <1> fstat <1> cd <1> mv <2> cd <1> mv <2> ll ln <2> ll , <1> m <1> cd <1> ln <2> cd <1> ln <2> ll m <1> m <1> cd <1> ll ll <1> vi <1> <GENSYM:1>/runall.sh > & ! <1> & cd <1> ll m <1> m <1> ll jobs vi <1> spy <1> ll cd cd - ll m <1> k <1> cd <1> m <1> cd <1> ll z",USER8
7812,378,elm cd <1> m <1> elm <1> cd cd - ll m <1> cd man <1> elm elm -f <1> hostname fg elm talk <1> elm cd <1> ll vi <1> emacs -nw md <1> ll fg ci -l <2> ll m <1> ci -l <1> ll grep <2> grep <2> fg ll rm <1> vi <1> vi <1> ll m <1> m <1> m <1> fg vi <1> m <1> elm ll m <1> m <1> m <1> vi <1> vi <1> k <1> k <1> elm elm,USER8
7813,379,X z,USER8
7814,381,elm man <1> z,USER8
7815,383,cd <1> m <1> m <1> vi <1> vi <1> touch <1> foreach foreach m <1> vi <1> cd <1> cd cd <1> ll cd <1> ll m <1> emacs -nw <1> z,USER8
7816,384,cd <1> cd <1> ll matlab z,USER8
7817,385,cd <1> ll sort -u <1> > <1> k <1> k <1> ll man <1> fgrep -f -c <2> > <1> k <1> wc -l <1> wc -l <1> rm <1> man <1> ll <1> m <1> m <1> cd vi <1> findall nn z,USER8
7818,386,rlogin -l <2> man <1> spy <1> cd <1> ll cd <1> cd <1> ll wc -l <1> cd <1> wc -l <1> cd <1> ll cd <1> ll cd <1> ll wc -l <1> cd <1> wc -l <1> cd cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll k <1> cd <1> ll cd <1> ll m <1> cd <1> lll ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> cd <1> ll cd z,USER8
7819,387,cd <1> ll <1> ll <1> m <1> ll <1> m <1> ll ll <1> m <1> z,USER8
7820,388,elm cd <1> m <1> ncftp -u <1> ll fg elm z,USER8
7821,389,elm z,USER8
7822,390,X z,USER8
7823,391,ct ll cd cd <1> ll rm -f <1> mv <2> ll z,USER8
7824,394,elm z,USER8
7825,395,25 cd <1> ll matlab unsetenv <1> matlab ll m <1> fg ll k <1> fg,USER8
7826,396,elm cd <1> ll m <1> m <1> m <1> m <1> <GENSYM:2> <1> m <1> m <1> m <1> vi <1> matlab ll fg z,USER8
7827,397,X z,USER8
7828,399,cd <1> ll cd <1> ll matlab matlab ll cd <1> ll ghostview <1> & z,USER8
7829,401,emacs -nw z,USER8
7830,402,"ll <1> md <1> cd <1> ll cd <1> ll cp <2> ct ll cd <1> ll co <1> ll m <1> matlab cp <2> fg cd cd <1> ll md <1> mv <2> ll <1> ll <1> cd cd <1> grep -i <2> cd cd <1> ll md <1> cd <1> zcat <1> | tar - <1> ll cd <1> ll m <1> ll m <1> ghostview <1> & ll k <1> ll k <1> grep <2> k <1> akcl k <1> grep <2> fg grep <2> fg k <1> fg grep <2> | , grep <2> | m k <1> m <1> fg vi <1> fg vi <1> akcl vi <1> fg k <1> fg cd <1> ll mv <2> mv <2> rd <1> ll ll <1> cd z",USER8
7831,403,elm elm z,USER8
7832,404,cd <1> ll lpr -P <2> elm z,USER8
7833,405,X z,USER8
7834,408,elm z,USER8
7835,409,cd <1> ll akcl z,USER8
7836,410,cd <1> ghostview <1> & r <1> cd z,USER8
7837,411,X z,USER8
7838,412,elm z,USER8
7839,414,cd <1> cd <1> ll emacs -nw z,USER8
7840,415,elm z,USER8
7841,416,cd <1> ghostview <1> & z,USER8
7842,417,X z,USER8
7843,418,z,USER8
7844,420,elm findall z,USER8
7845,421,cd <1> ll emacs -nw <1> z,USER8
7846,422,cd <1> ll cd <1> ghostview <1> & k <1> akcl k <1> grep -i <2> ll k <1> grep <2> k <1> k <1> k <1> z,USER8
7847,423,composer rm <1> ll unrm akcl z,USER8
7848,424,telnet <2> ll setenv <2> rm -f <1> unsetenv <1> cd <1> ll ll <1> md <1> cd <1> mv <2> mv <2> ll pgp -c <1> ll pgp -c <1> ll rm <1> ll unrm ll cd <1> ll chmod <2> ll cd findall ct ll cd <1> ll cd <1> ll mv <2> ll df <1> df -k <1> chmod <2> chgrp <2> ll z,USER8
7849,425,elm elm elm findall elm,USER8
7850,426,X z,USER8
7851,427,emacs -nw z,USER8
7852,429,findall findall findall cd <1> ll cd <1> ll cd <1> ll cd <1> ll cd <1> ll m <1> ll ll <1> ll <1> ll <1> ll <1> cd <1> ll cd <1> ll cd <1> ll cd <1> ll ll <1> ll <1> find -name -print <2> cd <1> ll cd <1> ll ll <1> ll ll <1> k <1> ll ll <1> cd <1> <GENSYM:1>/fdesign & findall z,USER8
7853,430,elm elm z,USER8
7854,431,cd <1> cd <1> ll k <1> k <1> ll k <1> ghostview <1> & k <1> k <1> k <1> grep -i <2> l <1> k <1> grep <2> k <1> grep <2> k <1> k <1> k <1> xlock -mode <1> man <1> man <1> man <1> man <1> niscat <1> niscat <1> ll <1> m <1> k <1> k <1> md <1> ci -l <1> qll ll grep <2> | m grep <2> | m k <1> cd <1> ll cd <1> ll cd cd <1> cd <1> ll k <1> push push ct ll cd - m <1> cp <2> ct vi <1> vi <1> make antlr make m <1> cd <1> ll cd <1> ll cd <1> ll cd <1> find -name -print <2> ct make make pop k <1> ct ll m <1> ll m <1> make make make make dlg make make make make k <1> make k <1> pop k <1> k <1> ll k <1> ct m <1> ll k <1> make cd cd <1> ll cd <1> ll cd <1> ll ll <1> cd <1> ll cd <1> ll rm -rf <1> cp <2> cp <2> cd <1> ll cd <1> ll rm <1> cd <1> ll cd z,USER8
7855,432,telnet <2> telnet <2> r -l <2> findall xload & jobs kill <1> man <1> grep <2> xload -bg -fg -bg -fg --help <6> kill <1> vi <1> vi <1> xload --help vi <1> vi <1> xrdb -merge <1> vi <1> findall findall z,USER8
7856,433,elm findall elm findall,USER8
7857,434,X z,USER8
7858,435,vmstat f <1> z,USER8
7859,436,xhost <2> elm z,USER8
7860,437,talk <1> talk <1> f <1> date f <1> findall findall xlock -mode <1> findall telnet <2> xrdit xrsdit man -k <1> man <1> editres & vi <1> mv <2> k <1> vi <1> r <1> man <1> vi <1> r <1> mv <2> mv <2> m <1> z,USER8
7861,438,xhost - <1> emacs -nw z,USER8
7862,439,r -l <2> z,USER8
7863,440,findall m <1> f <1> f <1> f <1> f <1> nn cd <1> grep <2> k <1> ghostview <1> & findall f <1> f <1> telnet <2> telnet <2> rsh <3> rsh <3> r <1> findall k <1> k <1> ll grep <2> k <1> findall cp <2> vi <1> akcl k <1> rm <1> findall talk <1> f <1> f <1> findall k <1> f <1> f <1> users who composer rm <1> r <1> z,USER8
7864,441,cd <1> composer k <1> findall k <1> z,USER8
7865,442,z,USER8
7866,443,elm elm elm df -k <1> cd <1> ll cd <1> cd <1> ll ll <1> ll <1> cd <1> l ll cd <1> k <1> cd <1> ll cat <1> >> <1> ll cd elm man <1> uptime help findall cd <1> cd <1> k <1> elm uptime f <1> f <1> f <1> elm z,USER8
7867,444,cd <1> ll k <1> k <1> ll k <1> exit,USER8
7868,445,X z,USER8
