,binaryClass_cat,OBS._num,TOWN_cat,TOWN_ID_num,TRACT_num,LON_num,LAT_num,MEDV_num,CMEDV_num,CRIM_num,ZN_num,INDUS_num,CHAS_cat,NOX_num,RM_num,AGE_num,DIS_num,RAD_cat,TAX_num,PTRATIO_num,B_num
474,N,475.0,Boston_Forest_Hills,86.0,1202.0,-71.055,42.183,13.8,13.8,8.05579,0.0,18.1,0,0.584,5.427,95.4,2.4298,24,666.0,20.2,352.58
475,N,476.0,Boston_Forest_Hills,86.0,1203.0,-71.0511,42.1879,13.3,13.3,6.39312,0.0,18.1,0,0.584,6.162,97.4,2.206,24,666.0,20.2,302.76
476,N,477.0,Boston_Forest_Hills,86.0,1204.0,-71.0565,42.188,16.7,16.7,4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666.0,20.2,396.21
477,N,478.0,Boston_Forest_Hills,86.0,1205.0,-71.0528,42.192,12.0,12.0,15.0234,0.0,18.1,0,0.614,5.304,97.3,2.1007,24,666.0,20.2,349.48
478,N,479.0,Boston_Forest_Hills,86.0,1206.0,-71.0558,42.1913,14.6,14.6,10.233,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666.0,20.2,379.7
479,N,480.0,Boston_Forest_Hills,86.0,1207.0,-71.067,42.1945,21.4,21.4,14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666.0,20.2,383.32
480,P,481.0,Boston_West_Roxbury,87.0,1301.0,-71.1008,42.174,23.0,23.0,5.82401,0.0,18.1,0,0.532,6.242,64.7,3.4242,24,666.0,20.2,396.9
481,P,482.0,Boston_West_Roxbury,87.0,1302.0,-71.095,42.173,23.7,23.7,5.70818,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666.0,20.2,393.07
482,P,483.0,Boston_West_Roxbury,87.0,1303.0,-71.09,42.1665,25.0,25.0,5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666.0,20.2,395.28
483,P,484.0,Boston_West_Roxbury,87.0,1304.0,-71.0975,42.1608,21.8,21.8,2.81838,0.0,18.1,0,0.532,5.762,40.3,4.0983,24,666.0,20.2,392.92
484,N,485.0,Boston_Hyde_Park,88.0,1401.0,-71.0804,42.154,20.6,20.6,2.37857,0.0,18.1,0,0.583,5.871,41.9,3.724,24,666.0,20.2,370.73
485,P,486.0,Boston_Hyde_Park,88.0,1402.0,-71.075,42.1455,21.2,21.2,3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666.0,20.2,388.62
486,N,487.0,Boston_Hyde_Park,88.0,1403.0,-71.0715,42.155,19.1,19.1,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666.0,20.2,392.68
487,P,488.0,Boston_Hyde_Park,88.0,1404.0,-71.065,42.161,20.6,20.6,4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666.0,20.2,388.22
488,N,489.0,Chelsea,89.0,1601.0,-71.0189,42.2344,15.2,15.2,0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711.0,20.1,395.09
489,N,490.0,Chelsea,89.0,1602.0,-71.0228,42.2335,7.0,7.0,0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711.0,20.1,344.05
490,N,491.0,Chelsea,89.0,1604.0,-71.0245,42.2368,8.1,8.1,0.20746,0.0,27.74,0,0.609,5.093,98.0,1.8226,4,711.0,20.1,318.43
491,N,492.0,Chelsea,89.0,1605.0,-71.016,42.2382,13.6,13.6,0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711.0,20.1,390.11
492,N,493.0,Chelsea,89.0,1606.0,-71.0297,42.2447,20.1,20.1,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711.0,20.1,396.9
493,P,494.0,Revere,90.0,1701.0,-71.0125,42.2462,21.8,21.8,0.17331,0.0,9.69,0,0.585,5.707,54.0,2.3817,6,391.0,19.2,396.9
494,N,495.0,Revere,90.0,1702.0,-71.0125,42.25,24.5,24.5,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391.0,19.2,396.9
495,N,496.0,Revere,90.0,1703.0,-71.0105,42.2547,23.1,23.1,0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391.0,19.2,393.29
496,N,497.0,Revere,90.0,1704.0,-71.001,42.2525,19.7,19.7,0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391.0,19.2,396.9
497,N,498.0,Revere,90.0,1705.0,-70.9947,42.2496,18.3,18.3,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391.0,19.2,396.9
498,N,499.0,Revere,90.0,1706.0,-71.005,42.2455,21.2,21.2,0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391.0,19.2,396.9
499,N,500.0,Revere,90.0,1707.0,-70.9985,42.243,17.5,17.5,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391.0,19.2,395.77
500,N,501.0,Revere,90.0,1708.0,-70.992,42.238,16.8,16.8,0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391.0,19.2,396.9
501,P,502.0,Winthrop,91.0,1801.0,-70.986,42.2312,22.4,22.4,0.06263,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273.0,21.0,391.99
502,P,503.0,Winthrop,91.0,1802.0,-70.991,42.2275,20.6,20.6,0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273.0,21.0,396.9
503,P,504.0,Winthrop,91.0,1803.0,-70.9948,42.226,23.9,23.9,0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273.0,21.0,396.9
504,P,505.0,Winthrop,91.0,1804.0,-70.9875,42.224,22.0,22.0,0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273.0,21.0,393.45
505,P,506.0,Winthrop,91.0,1805.0,-70.9825,42.221,11.9,19.0,0.04741,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273.0,21.0,396.9
