,binaryClass_cat,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num
7411,N,3.7,0.0,-0.0027,0.001,0.0,0.0
7412,P,-3.2,0.0,-0.0027,-0.011,-0.2,0.0
7413,N,-0.5,-10.0,0.004,-0.007,0.1,0.0
7414,N,0.4,-10.0,-0.0045,-0.012,0.0,0.01
7415,N,2.4,-10.0,0.0067,-0.02,0.0,0.0
7416,N,1.5,0.0,0.0103,-0.006,-0.1,0.01
7417,P,-2.4,0.0,0.0081,0.014,-0.2,0.01
7418,N,-1.7,-10.0,0.0037,0.026,0.2,-0.02
7419,P,-2.4,-20.0,-0.0089,0.015,-0.1,0.0
7420,N,1.4,-30.0,0.0038,-0.011,0.1,0.0
7421,P,-2.5,-30.0,0.0027,0.006,-0.1,0.0
7422,N,-1.0,-30.0,0.0032,0.011,0.3,-0.01
7423,P,1.8,-30.0,-0.0058,0.006,-0.1,0.0
7424,N,5.8,-10.0,0.0038,-0.011,0.1,0.0
7425,P,-3.1,10.0,-0.0011,0.002,-0.2,0.0
7426,P,-3.5,-10.0,0.0004,-0.013,-0.2,0.0
7427,N,2.0,-10.0,0.0059,-0.003,0.1,0.0
7428,P,-1.4,-10.0,0.0051,0.013,-0.3,0.01
7429,N,2.4,-10.0,-0.0006,0.013,0.1,0.0
7430,P,-3.2,-10.0,-0.0001,0.015,-0.1,0.0
7431,P,-8.3,-30.0,0.0007,-0.005,0.0,0.0
7432,N,-1.6,-50.0,0.0068,0.011,0.2,0.0
7433,P,1.2,-50.0,0.0051,0.026,0.1,0.0
7434,P,2.9,-40.0,0.0031,0.032,0.1,0.0
7435,P,5.3,-40.0,0.0003,0.035,0.2,0.0
7436,N,8.6,-30.0,-0.0032,0.033,0.2,0.0
7437,N,9.3,0.0,-0.008,0.019,0.0,0.0
7438,P,-1.3,20.0,-0.0023,-0.009,-0.3,0.0
7439,P,-3.2,10.0,0.0009,-0.01,0.1,-0.01
7440,N,-1.4,10.0,0.0049,-0.007,0.3,0.01
7441,N,5.1,20.0,0.001,0.007,0.2,0.0
7442,P,0.5,30.0,-0.008,-0.006,-0.2,0.0
7443,P,-2.5,30.0,-0.0079,-0.018,-0.2,0.0
7444,N,-1.9,20.0,0.0048,-0.027,0.0,0.0
7445,P,-8.5,0.0,0.0064,0.007,-0.2,0.0
7446,N,5.7,-30.0,-0.0068,0.009,0.3,0.0
7447,N,9.8,-10.0,-0.0079,-0.012,0.1,0.0
7448,N,-1.4,30.0,0.0064,-0.017,0.1,-0.02
7449,N,-1.7,30.0,0.0075,-0.007,-0.1,0.0
7450,P,-4.6,20.0,-0.0039,0.002,-0.1,0.0
7451,P,-4.8,0.0,-0.0093,-0.019,0.0,0.0
7452,N,4.5,0.0,0.0049,-0.048,0.2,0.0
7453,P,-4.2,10.0,0.0015,-0.002,-0.2,0.0
7454,P,-7.5,-10.0,-0.0023,-0.004,-0.1,0.0
7455,N,2.0,-40.0,0.0054,0.011,0.0,0.0
7456,P,2.1,-30.0,-0.0078,0.007,0.1,0.0
7457,N,8.6,-10.0,0.0044,-0.009,0.2,0.0
7458,P,-1.6,20.0,-0.0029,0.017,-0.3,0.0
7459,N,-4.5,10.0,-0.0137,-0.004,-0.1,0.01
7460,P,-4.7,0.0,-0.0099,-0.028,0.0,0.0
7461,N,-1.7,-10.0,0.0037,-0.035,0.2,-0.01
7462,P,-1.9,-10.0,0.0108,-0.019,-0.1,0.02
7463,P,-4.8,-20.0,0.0096,0.021,-0.1,0.0
7464,N,-3.5,-40.0,0.0004,0.044,0.0,0.0
7465,P,-4.3,-50.0,-0.0052,0.039,-0.1,0.01
7466,N,8.5,-40.0,-0.0027,0.026,0.2,0.0
7467,P,3.9,-20.0,-0.0053,0.016,-0.6,0.02
7468,P,-2.5,-30.0,0.0044,0.001,0.0,0.0
7469,N,-0.2,-30.0,0.0109,0.019,0.1,0.0
7470,P,-1.1,-30.0,0.0026,0.045,-0.1,0.0
7471,N,-0.4,-40.0,-0.0069,0.041,0.1,0.0
7472,N,4.3,-30.0,-0.0005,0.003,0.1,0.0
7473,N,5.3,-10.0,-0.0004,0.003,0.0,0.0
7474,P,-7.7,-20.0,0.0007,0.01,-0.1,0.0
7475,P,-7.8,-30.0,-0.0015,0.009,0.0,-0.02
7476,N,-6.1,-50.0,-0.0066,0.001,0.1,0.0
7477,P,-4.5,-70.0,0.0005,-0.017,0.0,0.0
7478,N,4.2,-70.0,0.0066,0.012,0.2,-0.01
7479,N,5.3,-50.0,-0.0131,0.004,0.0,0.0
7480,N,2.1,-40.0,0.0048,-0.04,0.1,-0.01
7481,N,3.4,-20.0,0.0058,-0.007,0.0,0.0
7482,N,1.8,0.0,0.0065,-0.004,-0.1,0.0
7483,P,-2.8,0.0,0.0035,0.014,-0.2,0.0
7484,P,-7.1,-20.0,-0.0089,0.005,-0.1,0.0
7485,N,6.0,-30.0,0.0081,-0.022,0.2,0.0
7486,N,9.4,-10.0,0.0056,-0.003,0.1,0.0
7487,P,-5.1,0.0,0.0022,-0.035,-0.2,0.0
7488,N,-6.9,-10.0,0.0112,-0.021,0.0,0.02
7489,P,-8.4,-20.0,0.0123,-0.002,-0.2,0.02
7490,N,-9.0,-40.0,0.0117,0.015,0.1,-0.01
7491,P,-8.1,-50.0,0.0054,0.031,0.0,0.01
7492,N,0.0,-70.0,-0.0097,0.022,0.3,0.0
7493,N,6.6,-60.0,-0.0097,-0.001,0.3,0.0
7494,N,10.4,-40.0,-0.0068,-0.018,0.1,0.01
7495,N,12.3,-20.0,-0.0008,-0.025,0.1,0.0
7496,N,10.3,0.0,0.0028,-0.022,-0.2,0.01
7497,P,-6.1,20.0,0.0051,-0.002,-0.3,0.0
7498,P,-9.5,0.0,0.0043,0.007,-0.1,0.0
7499,P,-11.2,-30.0,0.0004,0.015,-0.1,0.0
7500,P,-11.1,-50.0,-0.0042,0.011,0.0,0.0
7501,N,6.0,-70.0,0.003,-0.004,0.6,0.0
7502,N,11.6,-40.0,0.0083,0.012,0.0,0.0
7503,N,9.7,-10.0,0.0019,0.028,-0.1,0.0
7504,P,5.1,10.0,-0.0047,0.024,-0.2,0.0
7505,N,5.1,20.0,-0.0074,0.004,0.0,0.0
7506,N,-2.7,30.0,0.007,-0.02,-0.1,0.0
7507,P,-8.4,20.0,0.0039,-0.005,-0.3,0.0
7508,P,-6.7,-10.0,-0.002,-0.002,0.2,-0.01
7509,N,7.9,0.0,0.0026,-0.004,0.3,0.0
7510,N,10.4,10.0,0.003,0.001,0.1,0.02
7511,N,9.6,30.0,0.0025,0.005,-0.2,0.01
7512,P,-4.3,40.0,-0.0008,0.01,-0.4,0.0
7513,P,-7.8,30.0,-0.0038,0.006,0.0,-0.02
7514,N,0.2,10.0,0.0071,0.015,0.0,0.01
7515,N,-4.0,10.0,0.0035,0.033,-0.2,0.0
7516,P,-7.2,-10.0,-0.003,0.033,-0.1,0.0
7517,P,-5.1,-30.0,-0.006,0.02,0.1,0.0
7518,N,4.0,-30.0,-0.0007,0.008,0.3,0.0
7519,P,-6.1,40.0,-0.0005,-0.012,-0.2,0.0
7520,P,-7.0,30.0,0.0027,-0.011,0.0,-0.02
7521,N,-5.2,10.0,0.0069,0.001,0.1,0.0
7522,P,-4.0,0.0,0.0003,0.016,0.0,0.0
7523,N,-0.8,0.0,0.0054,-0.005,-0.1,0.01
7524,P,-3.6,0.0,0.004,0.004,-0.2,0.0
7525,P,-6.6,-20.0,-0.0023,0.006,-0.1,0.0
7526,N,6.0,-20.0,0.0024,0.021,0.1,0.0
7527,N,7.5,0.0,-0.0027,0.02,0.0,0.0
7528,P,4.5,30.0,-0.0064,-0.004,-0.1,0.0
7529,P,-7.6,20.0,0.0043,-0.016,-0.1,0.0
7530,P,-8.7,0.0,0.0073,0.0,0.0,0.0
7531,N,-6.2,-30.0,0.0048,0.019,0.1,0.0
7532,P,-1.8,-40.0,-0.0058,0.017,0.1,0.0
7533,N,8.1,-30.0,-0.0021,-0.013,0.2,0.0
7534,N,5.4,10.0,0.0043,-0.007,-0.1,0.0
7535,P,-2.6,10.0,0.0004,0.005,-0.2,0.0
7536,N,-2.0,0.0,0.0031,0.01,0.1,0.0
7537,P,-4.5,-10.0,-0.0131,-0.003,-0.1,0.0
7538,P,-4.2,-20.0,-0.012,-0.026,0.1,0.0
7539,N,0.3,-20.0,0.0029,-0.038,0.2,0.0
7540,N,3.1,-20.0,0.0093,-0.024,0.1,0.0
7541,N,3.2,-10.0,0.0106,-0.001,0.0,0.0
7542,P,-2.5,-10.0,-0.0109,0.01,0.0,0.0
7543,N,2.4,0.0,0.0041,-0.023,0.0,0.0
7544,P,-2.8,0.0,-0.0007,-0.018,-0.2,0.0
7545,N,-3.6,-10.0,0.0079,-0.005,0.0,0.0
7546,P,-4.4,-20.0,0.0068,0.005,-0.1,0.0
7547,P,-5.5,-30.0,-0.0022,0.014,-0.1,0.01
7548,P,2.0,-40.0,-0.0112,-0.024,0.3,0.0
7549,N,11.7,-20.0,-0.0029,-0.046,0.3,0.0
7550,P,-6.6,40.0,0.0028,-0.016,-0.6,0.01
7551,P,-11.1,0.0,0.0036,-0.011,0.1,0.01
7552,P,-7.7,-20.0,0.0088,0.004,0.0,-0.01
7553,N,2.7,-30.0,-0.0071,0.024,0.1,0.0
7554,P,3.2,-30.0,-0.0119,0.011,-0.1,0.01
7555,N,5.7,-10.0,0.003,-0.019,0.1,0.0
7556,N,5.2,0.0,0.0116,-0.004,-0.1,0.0
7557,P,-2.7,10.0,0.002,0.03,-0.3,0.0
7558,P,-5.9,0.0,-0.004,0.028,-0.1,-0.01
7559,P,-7.7,-10.0,-0.0046,0.017,-0.1,0.0
7560,P,-0.9,-30.0,-0.0068,0.004,0.3,0.0
7561,N,6.2,-30.0,-0.0022,-0.007,0.4,0.0
7562,N,10.5,20.0,0.0029,-0.001,-0.1,0.01
7563,P,3.0,30.0,0.002,0.004,-0.4,-0.01
7564,P,-8.4,10.0,-0.0004,0.008,-0.2,0.0
7565,P,-4.0,-30.0,-0.0005,0.004,0.1,0.0
7566,N,6.7,-20.0,0.0005,0.004,0.2,0.0
7567,N,8.2,-10.0,0.0004,0.004,0.0,0.01
7568,N,6.9,10.0,-0.0012,0.004,-0.1,0.0
7569,P,-2.4,20.0,-0.0042,-0.011,-0.2,0.0
7570,N,0.9,0.0,0.0048,-0.014,0.1,0.0
7571,P,-3.0,0.0,0.0026,0.013,-0.1,0.0
7572,P,-4.9,-10.0,-0.0064,0.01,-0.1,0.0
7573,P,-4.8,-20.0,-0.0148,-0.022,0.1,0.02
7574,P,-1.0,-30.0,0.0051,-0.039,0.1,-0.01
7575,N,1.9,-30.0,0.0151,-0.015,0.1,0.0
7576,N,2.5,-30.0,0.0169,0.008,-0.1,0.0
7577,P,-3.9,-30.0,-0.0237,0.014,-0.3,0.0
7578,N,3.0,-40.0,-0.0003,-0.048,0.3,0.0
7579,N,8.9,-20.0,0.0143,-0.02,0.0,0.01
7580,N,8.3,0.0,0.007,0.002,-0.1,0.01
7581,N,5.5,10.0,-0.0034,0.004,-0.2,0.01
7582,P,-0.3,20.0,-0.0086,-0.009,-0.3,0.01
7583,P,-5.5,10.0,-0.0034,-0.023,-0.2,0.01
7584,N,1.3,-10.0,0.0037,-0.012,0.2,0.0
7585,N,3.7,0.0,0.005,-0.006,0.1,0.0
7586,P,-5.3,0.0,-0.0063,-0.007,-0.2,0.0
7587,P,-7.3,-10.0,-0.0059,-0.025,-0.1,0.01
7588,N,-6.0,-20.0,-0.0023,-0.032,0.2,-0.01
7589,N,-3.0,-30.0,0.0051,-0.03,0.2,0.02
7590,P,-0.6,-40.0,0.0047,-0.02,0.1,0.0
7591,N,5.9,-30.0,0.0053,-0.004,0.1,0.0
7592,N,5.7,0.0,0.0003,0.009,0.1,0.0
7593,P,2.6,10.0,-0.0041,0.005,-0.3,0.01
7594,P,-4.7,10.0,0.0003,-0.003,-0.2,0.0
7595,P,-5.7,-10.0,0.0006,-0.003,0.0,0.0
7596,N,1.6,-20.0,0.0039,0.012,0.1,0.0
7597,N,4.7,-10.0,-0.0026,0.016,0.1,0.0
7598,N,1.5,0.0,-0.0072,0.003,-0.3,0.0
7599,P,-2.3,0.0,-0.0071,-0.008,-0.3,0.01
7600,P,-5.4,-10.0,-0.0039,-0.017,-0.1,-0.01
7601,P,-6.4,-20.0,0.0006,-0.02,0.0,-0.01
7602,P,-5.4,-30.0,0.0053,-0.01,0.0,0.0
7603,N,1.0,-40.0,0.0045,0.011,0.2,0.0
7604,N,4.4,-20.0,-0.0058,-0.015,0.0,0.0
7605,P,-2.7,-10.0,0.0013,-0.014,-0.1,0.0
7606,P,-3.4,-20.0,-0.0009,-0.018,-0.1,0.0
7607,P,-1.1,-30.0,0.0039,-0.007,0.1,0.0
7608,P,-2.2,-20.0,0.0006,-0.022,-0.2,0.0
7609,N,-0.8,-20.0,0.0041,-0.015,0.1,0.01
7610,P,-1.6,-30.0,-0.0061,-0.014,-0.1,0.0
7611,N,1.4,-30.0,0.0077,-0.004,0.0,0.0
7612,N,4.4,-10.0,0.0006,-0.028,0.0,0.0
7613,P,-3.3,0.0,0.0017,-0.016,-0.2,0.0
7614,P,-7.0,-20.0,0.0029,-0.01,-0.1,0.0
7615,N,-7.2,-30.0,0.0045,-0.005,0.1,-0.01
7616,P,-7.6,-40.0,0.0019,0.001,0.0,0.0
7617,P,-5.5,-60.0,-0.002,0.0,0.1,0.0
7618,N,1.3,-60.0,-0.0043,-0.006,0.4,-0.01
7619,N,8.4,-40.0,-0.0039,-0.024,0.1,0.0
7620,N,9.2,-30.0,-0.0022,-0.029,0.0,0.01
7621,N,5.7,10.0,0.005,-0.021,-0.1,0.0
7622,N,-5.1,10.0,0.0031,0.003,-0.1,0.0
7623,P,-7.4,0.0,0.0009,0.007,-0.1,0.0
7624,P,-8.5,-10.0,-0.0009,0.006,0.0,0.0
7625,N,7.5,-30.0,0.0008,0.005,0.1,0.0
7626,P,-5.8,-30.0,0.0088,-0.031,-0.1,0.0
7627,P,-4.5,-50.0,0.0052,-0.003,0.0,0.0
7628,N,5.8,-40.0,-0.0003,-0.001,0.1,0.0
7629,P,-3.0,0.0,0.0021,-0.011,-0.1,0.0
7630,N,-1.6,-10.0,0.0039,-0.005,0.1,-0.01
7631,N,2.3,-20.0,-0.0043,-0.013,0.1,0.0
7632,P,-2.0,-10.0,0.0049,0.012,-0.1,0.0
7633,P,-3.4,-20.0,-0.0016,0.018,0.0,0.0
7634,N,-1.1,-30.0,-0.0071,0.006,0.1,0.0
7635,N,0.9,-30.0,-0.0053,-0.009,0.1,0.0
7636,N,4.6,-20.0,0.0057,-0.009,0.2,0.0
7637,N,5.9,0.0,0.0066,0.01,0.0,0.0
7638,P,5.0,0.0,0.0061,0.019,-0.1,0.0
7639,N,3.8,10.0,0.0039,0.027,0.0,-0.01
7640,N,-1.7,10.0,-0.0054,0.022,0.2,-0.02
7641,N,2.4,10.0,-0.0042,0.007,0.1,0.0
7642,P,-4.3,0.0,0.0024,0.019,-0.1,0.0
7643,N,1.5,-10.0,-0.0053,0.006,0.1,0.0
7644,P,0.7,-10.0,-0.0045,-0.005,-0.1,0.0
7645,N,3.3,-10.0,0.001,-0.014,0.2,-0.01
7646,P,-3.0,10.0,0.005,0.033,-0.2,0.0
7647,P,-4.7,-30.0,-0.0066,0.003,0.0,0.0
7648,N,5.2,-30.0,0.0032,-0.012,0.1,0.0
7649,P,-2.4,-20.0,-0.0007,0.024,-0.1,0.0
7650,P,-2.9,-30.0,-0.0043,0.015,0.0,0.0
7651,P,-1.4,-30.0,-0.0065,0.0,0.1,0.0
7652,P,-1.6,-40.0,0.0058,-0.007,-0.1,0.0
7653,N,-0.2,-40.0,0.0078,0.013,0.1,0.0
7654,N,4.2,-20.0,-0.004,0.041,0.0,0.0
7655,P,0.1,-10.0,-0.0053,0.03,-0.4,0.01
7656,P,-3.8,-10.0,-0.0048,0.022,-0.1,-0.02
7657,P,-4.8,-30.0,-0.0039,0.012,-0.1,-0.02
7658,N,-4.6,-40.0,-0.0046,0.004,0.1,-0.01
7659,P,-4.3,-40.0,-0.0026,-0.002,-0.1,0.01
7660,N,3.0,-50.0,0.0055,0.013,0.1,0.0
7661,N,6.1,-10.0,-0.0051,0.002,0.0,0.0
7662,N,-3.0,10.0,0.0043,-0.005,-0.2,0.0
7663,P,-5.0,0.0,0.0033,0.006,0.0,0.0
7664,N,-3.9,-10.0,0.002,0.009,0.1,-0.01
7665,N,-3.8,-20.0,-0.005,0.006,0.0,0.0
7666,P,-6.8,-30.0,-0.0055,-0.004,-0.3,0.02
7667,N,-4.4,-70.0,0.0071,0.0,0.0,-0.01
7668,P,-4.1,-80.0,0.0051,0.013,0.0,0.0
7669,N,4.5,-90.0,-0.0033,0.017,0.4,0.01
7670,N,9.8,-80.0,-0.0064,0.01,0.3,0.0
7671,P,9.6,-40.0,-0.009,-0.017,-0.2,0.01
7672,N,5.9,10.0,0.0097,-0.016,-0.1,0.0
7673,P,-6.4,20.0,0.0088,0.018,-0.6,-0.02
7674,P,-11.3,10.0,0.0058,0.028,0.0,-0.03
7675,P,-13.1,-10.0,0.0009,0.034,-0.1,-0.01
7676,P,-12.6,-30.0,-0.0032,0.032,0.2,-0.01
7677,N,-9.5,-50.0,-0.0067,0.024,0.2,-0.01
7678,P,-6.3,-60.0,-0.0074,0.012,0.2,0.0
7679,P,-0.9,-70.0,-0.0052,-0.003,0.2,-0.01
7680,N,3.0,-70.0,-0.0027,-0.008,0.3,-0.01
7681,N,9.3,-60.0,-0.0007,-0.013,0.2,0.0
7682,P,2.5,-10.0,0.0053,0.016,-0.1,-0.01
7683,N,2.2,-10.0,-0.0043,0.018,0.0,0.0
7684,P,1.2,0.0,-0.007,0.003,-0.1,0.0
7685,P,1.0,10.0,0.0055,-0.007,0.0,0.0
7686,N,-0.4,0.0,-0.006,0.005,0.1,0.01
7687,N,0.0,20.0,0.005,-0.024,-0.1,0.0
7688,P,-5.1,10.0,0.0048,-0.005,-0.1,0.0
7689,P,-4.6,-10.0,0.0012,0.007,0.0,0.0
7690,P,-2.1,-30.0,-0.0079,0.004,0.0,-0.01
7691,N,3.0,-30.0,-0.0057,-0.025,0.2,0.0
7692,P,-2.8,-20.0,0.0043,-0.022,-0.1,0.0
7693,N,5.4,-20.0,0.0085,0.012,0.2,0.0
7694,P,-3.1,-10.0,-0.0032,0.028,0.0,0.0
7695,P,-2.3,-20.0,-0.0052,0.004,-0.1,0.0
7696,N,4.1,-10.0,-0.0037,-0.008,0.1,0.0
7697,P,-4.3,10.0,0.0018,-0.023,-0.1,0.0
7698,N,-2.5,-10.0,0.0063,-0.008,0.1,0.0
7699,N,3.6,-20.0,0.0046,0.01,0.1,0.0
7700,N,-0.8,-10.0,0.0077,0.0,0.0,0.0
7701,P,-2.5,-20.0,0.0062,0.01,-0.2,0.01
7702,N,-1.8,-30.0,-0.0077,0.005,0.1,0.0
7703,N,2.8,-40.0,0.0044,-0.011,0.2,0.0
7704,P,-0.1,-30.0,-0.0057,0.028,0.0,0.0
7705,P,0.6,-30.0,-0.0008,-0.014,-0.2,0.0
7706,N,-0.6,-30.0,0.0059,-0.002,0.0,-0.01
7707,P,-4.6,-40.0,0.0023,0.01,-0.2,0.0
7708,N,6.1,-50.0,0.0034,0.0,0.2,0.0
7709,N,6.0,-30.0,0.005,0.015,0.0,0.0
7710,N,4.9,-10.0,-0.0005,0.003,0.2,0.0
7711,N,5.6,20.0,0.0027,0.008,-0.1,0.0
7712,P,-5.3,-10.0,-0.002,-0.006,-0.1,0.0
7713,N,2.5,-20.0,0.004,-0.004,0.2,0.0
7714,N,2.5,-10.0,-0.0067,-0.011,0.1,0.01
7715,P,-1.4,10.0,0.0052,-0.024,-0.1,0.0
7716,P,-4.1,0.0,0.0029,-0.008,-0.1,0.0
7717,P,-5.2,-10.0,0.0028,-0.004,-0.1,0.0
7718,N,-4.4,-20.0,-0.0059,-0.009,0.1,0.0
7719,P,-5.0,-40.0,-0.0051,-0.03,-0.1,0.0
7720,P,-4.6,-50.0,-0.0019,-0.036,0.1,-0.01
7721,N,-2.7,-50.0,0.0012,-0.036,0.2,-0.01
7722,N,6.2,-40.0,0.0007,-0.024,0.1,0.0
7723,P,-3.0,-20.0,0.0057,0.0,-0.1,0.0
7724,P,-1.2,-30.0,0.0059,0.023,-0.1,0.0
7725,P,-2.3,-30.0,-0.0015,0.032,-0.1,0.0
7726,N,-0.8,-40.0,-0.0057,0.025,0.2,-0.01
7727,N,0.7,-40.0,-0.0042,0.016,0.1,0.01
7728,N,-0.6,-40.0,0.0069,-0.005,0.0,0.0
7729,P,-2.1,-40.0,0.0052,0.007,-0.1,0.0
7730,N,-3.1,-40.0,0.0001,0.014,-0.1,0.0
7731,N,-3.5,-50.0,-0.0108,-0.001,0.2,-0.02
7732,N,2.9,-60.0,0.0062,-0.023,0.1,0.0
7733,P,-0.8,-50.0,0.0015,-0.002,-0.1,0.0
7734,N,7.9,-10.0,-0.0035,-0.006,0.1,0.0
7735,P,-4.4,20.0,0.0019,-0.02,-0.2,0.0
7736,P,-7.9,0.0,0.0062,-0.001,-0.1,0.0
7737,N,6.3,-10.0,-0.0066,0.007,0.2,0.0
7738,P,-0.9,0.0,-0.0054,-0.028,-0.2,0.0
7739,P,-3.7,0.0,-0.0007,-0.034,-0.1,0.0
7740,N,-4.6,-10.0,0.006,-0.029,0.0,0.0
7741,P,-5.6,-20.0,0.0066,-0.02,-0.1,0.01
7742,P,-5.6,-30.0,0.0033,-0.005,0.0,0.01
7743,P,-2.9,-50.0,-0.0034,-0.007,0.1,0.0
7744,N,3.0,-50.0,-0.0012,-0.016,0.2,0.0
7745,P,-2.1,-40.0,0.0021,0.006,-0.1,0.0
7746,N,-1.2,-30.0,0.0079,-0.003,0.0,0.0
7747,N,5.5,-40.0,-0.0031,-0.027,0.3,0.0
7748,N,9.1,-30.0,0.0026,-0.028,0.2,0.01
7749,N,11.2,-10.0,0.0076,-0.02,0.1,0.01
7750,N,9.6,0.0,0.0089,-0.008,-0.2,0.01
7751,P,-1.9,20.0,-0.001,0.02,-0.3,0.0
7752,P,-4.2,10.0,-0.0109,0.002,0.0,0.0
7753,P,2.5,10.0,0.0071,-0.003,0.0,0.0
7754,P,-6.0,-10.0,0.0005,-0.05,-0.3,0.0
7755,N,-5.3,-30.0,0.0066,-0.04,0.1,0.01
7756,P,-4.2,-40.0,0.007,-0.024,0.0,0.01
7757,N,2.3,-50.0,0.0052,-0.006,0.3,0.0
7758,P,0.1,-10.0,-0.0054,-0.011,-0.1,0.0
7759,P,-0.9,-10.0,0.01,-0.009,-0.1,0.0
7760,P,-1.5,-10.0,0.0095,0.009,0.0,-0.01
7761,P,-1.7,-20.0,-0.0062,0.021,0.0,0.0
7762,N,4.1,-10.0,-0.0015,0.003,0.3,0.0
7763,N,6.5,0.0,0.0026,0.004,0.1,0.0
7764,P,-2.2,20.0,0.0044,0.026,-0.2,0.0
7765,N,5.3,20.0,-0.0049,0.0,0.1,0.0
7766,N,3.9,50.0,0.0054,-0.002,0.1,0.0
7767,P,-7.7,50.0,0.0047,0.022,-0.4,0.0
7768,P,-11.9,20.0,-0.0001,0.027,-0.1,-0.02
7769,N,3.8,-10.0,-0.0075,-0.011,0.3,0.0
7770,N,6.0,0.0,-0.0031,-0.022,0.0,0.02
7771,P,-5.4,10.0,0.0046,-0.002,-0.2,0.0
7772,N,-3.5,-10.0,0.0051,0.009,0.2,0.0
7773,N,6.2,0.0,-0.0013,0.021,0.1,0.0
7774,N,6.7,20.0,-0.0019,0.017,0.0,0.0
7775,P,-5.5,30.0,-0.0039,0.006,-0.4,0.0
7776,N,0.1,10.0,-0.0024,-0.007,0.3,0.0
7777,P,-2.5,10.0,0.0035,-0.007,-0.2,0.0
7778,P,-5.1,0.0,-0.0007,0.017,-0.3,0.0
7779,P,-5.4,-20.0,-0.0044,0.006,0.1,0.0
7780,N,4.2,-30.0,-0.003,-0.017,0.1,0.0
7781,N,4.1,-20.0,-0.0035,-0.023,-0.1,0.02
7782,P,-0.7,-10.0,-0.0002,-0.03,-0.2,0.0
7783,N,3.8,-10.0,0.0053,-0.022,0.3,0.0
7784,P,-4.4,0.0,-0.0057,0.013,-0.2,0.0
7785,P,-4.1,0.0,-0.0075,0.002,0.2,-0.02
7786,N,3.3,-10.0,0.0049,-0.02,0.1,0.0
7787,P,-2.7,0.0,0.005,0.006,-0.2,0.0
7788,P,-4.5,-20.0,0.0018,0.017,0.0,-0.01
7789,N,5.5,-20.0,-0.0064,0.0,0.2,0.0
7790,N,6.8,10.0,-0.0055,-0.023,0.0,0.0
7791,P,-4.3,20.0,0.0029,-0.032,-0.2,0.0
7792,P,-5.8,-10.0,0.0067,-0.003,0.0,0.0
7793,N,-2.1,-20.0,0.0055,0.011,0.2,-0.01
7794,N,6.0,-10.0,-0.0002,0.021,0.2,0.0
7795,P,-0.6,0.0,-0.0055,0.012,-0.4,-0.01
7796,N,3.4,-10.0,-0.0049,-0.022,0.3,0.0
7797,P,-5.7,-10.0,0.0025,-0.026,-0.5,0.01
7798,N,3.6,-30.0,0.003,0.004,0.2,0.0
7799,N,2.1,-20.0,-0.0008,-0.033,0.2,0.0
7800,N,5.7,-10.0,0.0072,-0.023,0.1,0.0
7801,P,-8.1,0.0,0.0053,0.031,-0.3,0.0
7802,P,-8.1,-30.0,-0.0024,0.036,0.1,0.01
7803,N,0.5,-40.0,-0.0085,0.02,0.4,0.0
7804,N,6.7,-30.0,-0.0067,0.001,0.3,0.0
7805,P,-6.3,10.0,-0.0037,0.006,-0.1,0.0
7806,N,3.2,-10.0,-0.0001,-0.004,0.1,0.0
7807,P,-3.2,0.0,-0.0014,-0.007,-0.2,0.0
7808,N,1.7,-10.0,-0.0012,-0.011,0.3,0.0
7809,N,6.2,0.0,0.0013,-0.012,0.1,0.0
7810,P,-6.1,10.0,-0.0018,-0.003,-0.1,0.0
7811,N,0.3,0.0,0.001,-0.004,0.3,0.0
7812,N,6.6,20.0,0.0028,0.006,0.1,0.0
7813,N,6.8,40.0,0.0011,0.014,0.0,0.0
7814,P,-5.2,50.0,-0.0028,0.01,-0.4,0.0
7815,P,-6.8,40.0,-0.0037,0.004,0.1,-0.02
7816,N,-2.5,30.0,-0.0023,-0.002,0.3,-0.01
7817,P,-7.0,0.0,0.0,-0.007,-0.1,0.0
7818,N,6.5,-10.0,0.0006,0.006,0.1,0.0
7819,P,-3.7,10.0,-0.0014,-0.001,-0.1,0.0
7820,P,-5.2,-10.0,0.0006,-0.004,-0.1,0.0
7821,N,6.9,-10.0,0.0014,0.001,0.3,0.0
7822,P,-4.2,20.0,-0.0012,0.001,-0.1,0.0
7823,N,2.4,10.0,0.0001,-0.005,0.1,0.0
7824,N,2.6,-10.0,0.0003,0.001,0.1,0.0
7825,N,4.2,10.0,0.0006,0.001,0.1,0.0
7826,N,0.3,40.0,-0.0002,-0.018,0.1,0.0
7827,P,-7.4,20.0,0.0023,-0.009,-0.1,0.0
7828,N,-5.5,-20.0,0.0011,0.0,0.1,0.0
7829,N,6.1,-20.0,0.0001,-0.022,0.1,0.0
7830,N,4.1,20.0,0.0014,-0.016,0.0,0.0
7831,P,-6.9,10.0,0.0003,-0.009,-0.2,0.0
7832,P,-8.6,-30.0,0.002,-0.005,0.0,0.0
7833,P,-7.2,-50.0,0.0022,0.0,0.1,0.0
7834,N,9.6,-40.0,0.0011,0.012,0.3,0.0
7835,N,6.2,0.0,-0.0021,0.011,-0.2,0.0
7836,P,0.3,10.0,-0.0037,0.004,-0.3,0.0
7837,P,-6.8,0.0,-0.0027,-0.006,-0.2,0.0
7838,N,3.9,-20.0,0.0041,0.0,0.2,0.0
