,binaryClass_cat,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
5312,P,75.0,7.0,19.0,11.79,12.58,12.0,5.04,8.42,6.67,8.54,11.21,10.63,8.79,16.21
5313,N,75.0,7.0,20.0,10.13,10.71,9.71,5.13,10.75,5.58,9.79,7.75,9.71,6.08,15.25
5314,N,75.0,7.0,21.0,12.58,13.17,13.08,5.71,15.59,9.08,13.79,12.75,13.25,11.71,20.83
5315,P,75.0,7.0,22.0,18.88,16.29,20.04,9.71,20.12,11.71,17.29,11.08,15.63,12.25,16.88
5316,N,75.0,7.0,23.0,15.96,14.88,13.42,8.54,15.67,9.13,14.62,13.42,13.13,10.83,16.75
5317,N,75.0,7.0,24.0,16.75,12.87,12.04,7.96,15.75,8.67,13.75,11.79,11.04,10.21,15.09
5318,P,75.0,7.0,25.0,7.87,7.58,8.96,2.54,9.59,4.75,9.59,6.67,9.46,7.33,13.88
5319,N,75.0,7.0,26.0,4.17,5.41,9.13,3.0,6.87,4.79,9.46,7.08,8.63,5.71,15.12
5320,P,75.0,7.0,27.0,5.33,2.83,5.21,1.83,3.17,0.92,4.08,3.0,2.92,1.46,11.54
5321,P,75.0,7.0,28.0,6.34,6.04,6.04,1.96,4.88,3.33,5.83,10.17,7.38,7.92,17.62
5322,P,75.0,7.0,29.0,9.0,6.25,12.04,3.5,5.75,4.83,6.04,8.75,8.71,6.92,12.62
5323,P,75.0,7.0,30.0,7.25,9.25,11.96,2.62,6.58,3.54,3.75,5.83,6.96,5.17,7.38
5324,P,75.0,7.0,31.0,9.21,10.41,21.42,5.21,6.87,3.46,6.04,4.25,6.54,2.5,3.88
5325,P,75.0,8.0,1.0,8.12,5.29,16.38,2.96,4.29,0.83,2.71,2.58,3.37,1.63,3.71
5326,P,75.0,8.0,2.0,7.41,1.08,11.12,2.29,2.54,0.46,3.33,1.58,4.75,2.37,4.29
5327,P,75.0,8.0,3.0,5.83,2.46,5.54,2.62,2.0,1.25,4.38,0.46,4.08,1.96,3.71
5328,P,75.0,8.0,4.0,9.5,5.13,5.25,5.17,8.17,4.71,3.83,6.63,7.92,6.75,7.29
5329,N,75.0,8.0,5.0,12.46,15.12,10.96,9.33,14.96,8.63,7.75,9.5,11.63,8.92,8.29
5330,N,75.0,8.0,6.0,14.71,15.75,11.46,10.63,14.62,9.25,9.46,12.04,13.7,12.29,20.12
5331,P,75.0,8.0,7.0,8.92,10.58,6.46,5.09,10.34,6.42,4.83,9.46,9.71,8.54,20.08
5332,P,75.0,8.0,8.0,8.42,3.29,8.08,3.79,4.67,1.54,4.83,2.88,3.5,3.29,7.87
5333,P,75.0,8.0,9.0,17.83,8.46,11.79,7.92,7.54,4.75,5.29,8.92,9.54,6.67,9.21
5334,P,75.0,8.0,10.0,8.08,3.54,5.63,2.75,2.67,1.04,0.92,2.54,4.75,0.46,6.54
5335,P,75.0,8.0,11.0,6.13,5.41,5.79,3.92,5.58,2.29,2.75,1.38,5.41,2.96,4.79
5336,P,75.0,8.0,12.0,11.92,7.58,9.59,5.41,9.04,4.63,5.88,4.96,7.83,1.92,6.75
5337,P,75.0,8.0,13.0,6.04,4.38,5.13,3.0,4.96,2.92,2.62,4.75,7.46,4.54,6.42
5338,P,75.0,8.0,14.0,6.67,7.38,7.33,3.96,6.71,3.83,3.25,6.38,6.54,2.42,12.08
5339,P,75.0,8.0,15.0,6.87,7.87,6.42,3.46,8.96,4.96,5.75,6.0,8.79,6.25,10.75
5340,P,75.0,8.0,16.0,8.46,4.92,10.13,4.92,6.17,5.17,9.54,7.58,8.0,8.12,8.5
5341,P,75.0,8.0,17.0,3.67,5.29,4.67,1.79,3.37,0.92,2.79,2.13,0.87,2.25,8.38
5342,P,75.0,8.0,18.0,4.92,6.96,5.46,2.71,3.58,2.79,5.33,4.92,6.54,5.13,9.0
5343,P,75.0,8.0,19.0,14.25,13.5,13.92,6.17,11.92,6.92,8.38,11.96,11.21,8.92,15.25
5344,N,75.0,8.0,20.0,14.67,10.54,12.92,6.29,14.17,9.08,11.5,10.58,12.08,10.96,16.04
5345,N,75.0,8.0,21.0,13.42,9.87,8.25,4.33,10.0,5.71,8.42,7.5,8.5,7.21,12.29
5346,N,75.0,8.0,22.0,12.12,8.25,10.0,7.0,9.13,5.66,9.42,7.08,8.46,7.87,9.13
5347,P,75.0,8.0,23.0,9.5,6.92,8.63,4.88,8.58,5.09,6.29,7.96,8.08,7.21,11.63
5348,P,75.0,8.0,24.0,5.46,4.17,6.46,2.17,5.58,3.33,6.34,6.0,7.29,3.54,10.0
5349,P,75.0,8.0,25.0,5.37,5.83,6.34,1.96,3.83,2.42,5.0,6.92,6.38,4.88,12.71
5350,P,75.0,8.0,26.0,3.13,5.66,7.21,1.46,1.46,1.13,2.46,6.96,5.37,4.33,12.58
5351,P,75.0,8.0,27.0,4.21,3.75,3.46,1.5,2.08,1.58,3.0,3.04,2.96,1.29,7.0
5352,P,75.0,8.0,28.0,4.58,2.75,3.33,1.5,2.75,0.75,3.17,2.75,2.75,2.25,7.62
5353,N,75.0,8.0,29.0,12.87,9.42,14.5,5.75,7.04,4.46,8.29,8.46,7.83,7.58,11.5
5354,N,75.0,8.0,30.0,17.5,9.71,16.62,9.25,8.12,6.79,14.0,6.58,10.17,10.63,8.04
5355,P,75.0,8.0,31.0,8.08,3.46,9.13,3.96,2.46,1.75,6.42,2.88,4.79,1.46,8.67
5356,P,75.0,9.0,1.0,5.96,2.71,5.29,1.67,2.96,0.58,5.5,3.25,2.25,1.46,12.42
5357,P,75.0,9.0,2.0,7.33,7.58,8.87,3.58,6.17,3.83,7.46,8.63,7.21,4.67,14.25
5358,P,75.0,9.0,3.0,9.08,5.54,7.71,3.88,4.96,2.33,6.54,2.62,6.71,5.5,8.54
5359,N,75.0,9.0,4.0,9.17,7.83,9.17,5.04,8.29,5.29,9.71,6.79,8.46,6.63,15.37
5360,P,75.0,9.0,5.0,7.08,6.34,7.5,3.88,6.5,3.13,7.04,4.92,6.83,3.83,10.5
5361,P,75.0,9.0,6.0,7.21,7.0,6.46,1.63,6.25,3.17,5.09,5.17,6.21,3.88,7.54
5362,P,75.0,9.0,7.0,6.08,4.0,5.66,1.96,2.08,1.38,4.96,4.96,3.92,1.92,9.83
5363,N,75.0,9.0,8.0,11.5,9.75,11.38,5.75,10.25,6.75,10.0,9.71,10.13,9.42,17.62
5364,N,75.0,9.0,9.0,16.62,13.17,13.0,5.54,13.62,7.87,11.5,9.92,12.08,9.29,15.34
5365,P,75.0,9.0,10.0,10.37,9.59,9.42,3.37,9.79,5.79,9.33,6.96,8.75,6.42,12.21
5366,P,75.0,9.0,11.0,15.83,16.92,12.46,5.63,14.62,8.12,8.79,6.75,9.29,3.33,12.29
5367,N,75.0,9.0,12.0,16.88,10.67,12.54,8.33,12.92,8.5,12.87,8.63,10.58,10.21,13.21
5368,N,75.0,9.0,13.0,10.25,8.83,13.75,3.54,5.17,3.92,9.25,4.96,5.71,5.0,8.92
5369,N,75.0,9.0,14.0,20.5,12.83,16.46,8.21,10.41,8.17,12.92,9.38,10.13,11.08,18.12
5370,N,75.0,9.0,15.0,10.37,7.21,10.25,3.25,5.33,2.92,7.75,5.91,6.5,6.46,12.62
5371,P,75.0,9.0,16.0,5.63,3.88,7.83,1.38,3.96,4.21,4.92,5.0,7.46,3.92,9.83
5372,P,75.0,9.0,17.0,9.04,5.71,14.5,4.21,4.63,3.79,6.29,6.04,7.25,5.04,10.71
5373,P,75.0,9.0,18.0,9.38,5.83,8.96,4.42,4.75,4.12,6.63,5.04,5.96,5.0,8.58
5374,N,75.0,9.0,19.0,14.37,17.08,11.83,5.71,13.0,9.29,8.25,13.25,11.54,11.17,18.91
5375,N,75.0,9.0,20.0,12.46,11.96,11.04,5.5,13.13,8.33,11.42,9.62,11.29,10.96,19.58
5376,N,75.0,9.0,21.0,8.75,10.21,7.17,3.79,7.0,5.5,9.29,8.08,8.5,7.79,18.0
5377,N,75.0,9.0,22.0,22.21,20.91,19.67,12.04,16.21,14.96,16.25,19.29,17.54,18.12,28.79
5378,N,75.0,9.0,23.0,12.33,10.54,11.87,6.83,12.42,7.92,12.25,10.0,10.67,10.46,19.33
5379,N,75.0,9.0,24.0,23.54,20.08,19.04,9.38,15.37,12.96,15.67,18.25,15.37,14.62,25.5
5380,N,75.0,9.0,25.0,13.5,12.12,11.5,6.58,12.67,8.04,12.42,10.67,11.87,10.21,13.59
5381,P,75.0,9.0,26.0,11.5,6.71,8.75,3.88,5.25,3.58,8.12,4.17,7.04,4.5,7.25
5382,N,75.0,9.0,27.0,19.75,15.04,18.41,9.25,13.92,10.58,14.12,11.21,12.21,13.13,12.62
5383,N,75.0,9.0,28.0,20.33,16.92,17.33,8.67,13.59,8.5,9.96,10.13,10.71,9.46,13.21
5384,N,75.0,9.0,29.0,19.79,12.75,17.83,11.71,12.46,10.29,14.42,10.63,14.46,14.46,14.88
5385,P,75.0,9.0,30.0,13.17,11.25,14.88,4.79,8.92,6.75,8.67,6.34,8.29,6.83,7.71
5386,N,75.0,10.0,1.0,13.79,11.04,14.67,6.29,10.29,7.04,11.25,6.46,10.5,6.17,9.17
5387,N,75.0,10.0,2.0,19.0,17.0,16.04,8.38,12.75,9.42,9.75,9.71,11.04,8.42,11.5
5388,N,75.0,10.0,3.0,13.29,13.25,11.17,5.79,14.71,9.04,13.88,11.38,12.38,11.63,22.79
5389,N,75.0,10.0,4.0,16.25,15.46,15.46,8.12,20.67,12.46,18.46,14.67,16.04,14.0,26.71
5390,N,75.0,10.0,5.0,14.25,14.83,15.21,5.91,12.25,8.5,13.33,10.34,11.58,10.29,18.05
5391,P,75.0,10.0,6.0,3.25,3.21,4.38,1.71,1.83,1.17,5.09,2.13,3.88,3.54,8.71
5392,P,75.0,10.0,7.0,7.21,7.12,4.08,1.25,3.63,1.46,2.08,3.21,3.63,1.25,5.21
5393,P,75.0,10.0,8.0,4.21,5.75,6.58,0.33,1.75,0.17,1.08,1.13,0.29,0.21,5.17
5394,P,75.0,10.0,9.0,4.92,3.21,3.75,1.0,3.21,0.79,4.58,2.67,3.25,2.46,8.58
5395,P,75.0,10.0,10.0,12.08,12.12,14.17,5.5,9.17,5.29,8.38,6.38,7.96,4.79,11.21
5396,P,75.0,10.0,11.0,8.42,3.79,13.42,3.92,4.42,1.87,6.0,2.88,5.09,1.67,6.08
5397,P,75.0,10.0,12.0,5.37,7.12,4.92,0.96,4.96,2.13,1.46,3.5,4.17,2.42,10.58
5398,P,75.0,10.0,13.0,17.62,15.79,13.13,3.37,13.04,9.25,7.96,11.21,7.04,7.83,16.13
5399,N,75.0,10.0,14.0,9.83,9.29,11.54,3.0,10.25,6.08,7.08,5.54,8.58,9.08,11.0
5400,P,75.0,10.0,15.0,16.21,12.17,12.58,5.0,10.37,6.13,6.96,6.46,7.75,5.13,7.17
5401,P,75.0,10.0,16.0,12.12,10.08,7.62,3.5,8.5,4.63,5.09,5.66,6.67,5.71,10.58
5402,P,75.0,10.0,17.0,4.21,5.13,5.91,0.42,3.54,0.29,6.04,1.54,2.25,1.25,4.46
5403,P,75.0,10.0,18.0,11.21,16.75,6.42,2.21,10.08,4.67,4.29,7.0,6.08,4.71,11.21
5404,N,75.0,10.0,19.0,17.79,22.46,16.5,9.71,19.38,12.83,14.0,14.33,12.83,12.5,22.79
5405,N,75.0,10.0,20.0,22.0,24.41,18.21,9.67,23.13,13.7,16.04,15.87,15.34,15.37,24.04
5406,N,75.0,10.0,21.0,23.83,25.84,18.88,9.59,22.79,14.37,16.66,16.71,14.75,12.5,20.67
5407,N,75.0,10.0,22.0,27.42,22.54,24.41,14.42,24.41,19.55,21.42,19.29,20.3,19.79,23.5
5408,N,75.0,10.0,23.0,13.75,16.42,15.92,8.29,12.75,8.25,11.75,10.54,13.62,12.17,20.88
5409,N,75.0,10.0,24.0,17.5,17.25,15.29,9.0,13.46,8.79,8.04,12.46,13.0,12.46,24.58
5410,N,75.0,10.0,25.0,17.75,21.04,14.42,12.62,18.84,12.71,9.96,16.04,17.08,15.34,26.71
5411,N,75.0,10.0,26.0,14.67,18.16,12.42,9.5,15.0,12.17,3.46,14.33,16.21,12.17,19.17
5412,N,75.0,10.0,27.0,12.21,18.79,10.25,7.25,14.29,8.42,2.29,9.87,12.83,8.04,13.92
5413,P,75.0,10.0,28.0,10.75,15.54,11.54,8.29,12.25,9.46,5.5,7.41,11.54,7.0,13.88
5414,P,75.0,10.0,29.0,15.63,18.08,13.83,7.92,14.0,10.63,9.46,9.92,12.79,8.29,11.46
5415,N,75.0,10.0,30.0,19.92,17.96,17.21,9.5,14.29,9.79,11.42,12.75,13.37,12.92,19.04
5416,N,75.0,10.0,31.0,15.25,10.34,15.16,7.41,10.79,7.92,12.46,9.83,11.92,11.34,12.0
5417,P,75.0,11.0,1.0,14.12,11.92,9.71,4.08,8.54,3.67,9.92,4.79,6.58,6.17,11.21
5418,N,75.0,11.0,2.0,15.54,15.29,13.75,6.46,14.62,9.13,9.71,12.21,11.08,10.29,22.88
5419,N,75.0,11.0,3.0,9.75,12.46,8.25,4.79,12.33,5.88,11.67,8.58,9.54,8.75,20.08
5420,N,75.0,11.0,4.0,17.92,13.79,13.92,5.33,12.83,8.46,12.5,11.29,12.42,12.29,19.04
5421,P,75.0,11.0,5.0,10.0,10.13,8.46,2.08,9.08,2.54,6.38,3.63,7.08,5.25,10.71
5422,N,75.0,11.0,6.0,8.75,4.67,6.87,1.25,5.29,1.96,8.58,2.54,4.88,4.38,6.83
5423,P,75.0,11.0,7.0,3.33,2.46,8.38,0.37,3.08,0.08,5.5,0.63,0.37,0.75,5.88
5424,P,75.0,11.0,8.0,9.08,7.08,14.71,1.67,7.0,3.25,8.79,4.71,4.67,3.58,7.29
5425,P,75.0,11.0,9.0,12.42,8.92,16.13,4.25,6.21,3.71,11.67,7.04,5.54,5.79,7.96
5426,N,75.0,11.0,10.0,6.46,7.21,8.0,3.29,4.5,1.96,6.13,4.42,6.87,6.5,4.29
5427,P,75.0,11.0,11.0,7.33,4.96,8.0,0.67,2.58,0.29,5.66,2.75,6.29,3.5,4.21
5428,P,75.0,11.0,12.0,17.04,14.12,16.04,5.79,11.96,8.58,9.71,8.67,7.58,5.79,7.92
5429,P,75.0,11.0,13.0,11.38,9.0,11.71,3.67,11.67,5.63,6.96,6.83,5.54,4.83,6.46
5430,P,75.0,11.0,14.0,9.75,9.67,9.25,2.54,7.71,3.88,4.96,4.17,5.58,3.25,5.58
5431,P,75.0,11.0,15.0,13.67,14.0,11.75,5.17,11.34,6.54,9.87,8.54,9.87,7.75,11.54
5432,N,75.0,11.0,16.0,27.63,20.25,23.38,15.12,18.21,11.04,18.21,15.0,13.96,15.67,22.25
5433,N,75.0,11.0,17.0,22.75,19.12,23.16,13.0,13.0,7.75,14.0,10.41,11.08,11.46,18.96
5434,N,75.0,11.0,18.0,9.21,7.33,9.96,2.17,8.0,3.08,11.54,5.91,6.75,5.66,10.67
5435,N,75.0,11.0,19.0,12.87,13.0,9.83,8.5,16.96,10.46,18.54,14.5,14.42,14.21,16.92
5436,P,75.0,11.0,20.0,11.04,5.13,7.79,3.37,5.71,2.46,7.08,2.67,4.21,3.88,3.67
5437,P,75.0,11.0,21.0,2.67,2.17,1.5,0.58,2.71,0.37,0.63,2.04,0.42,1.21,5.79
5438,N,75.0,11.0,22.0,18.21,17.29,10.37,8.71,13.42,9.25,9.38,11.96,11.63,11.12,18.75
5439,P,75.0,11.0,23.0,14.29,7.5,12.21,5.83,8.33,5.66,9.21,5.75,10.29,9.38,12.25
5440,N,75.0,11.0,24.0,9.17,10.88,8.71,3.33,10.13,5.13,10.92,8.17,8.63,8.54,14.92
5441,N,75.0,11.0,25.0,13.13,15.37,9.83,5.96,12.42,6.17,11.87,8.5,10.41,8.21,15.29
5442,N,75.0,11.0,26.0,14.83,11.38,7.92,4.42,10.79,6.0,12.0,7.21,9.54,8.21,15.79
5443,N,75.0,11.0,27.0,19.0,18.41,16.46,9.71,19.46,10.5,18.66,12.29,14.92,14.58,20.17
5444,N,75.0,11.0,28.0,7.5,6.25,6.34,2.5,6.96,3.25,10.83,5.41,8.54,6.92,8.67
5445,N,75.0,11.0,29.0,6.38,4.63,4.83,0.17,3.63,0.92,8.38,1.87,5.0,5.21,7.67
5446,N,75.0,11.0,30.0,10.96,10.34,6.71,0.71,8.0,4.25,10.63,4.04,6.34,5.21,8.79
5447,N,75.0,12.0,1.0,20.3,20.04,18.16,8.54,18.91,9.71,13.96,11.0,14.17,10.17,17.71
5448,N,75.0,12.0,2.0,26.96,22.08,20.67,14.33,19.55,12.92,16.62,16.88,15.83,17.83,26.38
5449,N,75.0,12.0,3.0,14.09,10.04,13.54,5.83,7.62,4.04,10.46,6.92,8.0,6.92,12.38
5450,N,75.0,12.0,4.0,7.38,5.37,7.5,2.79,7.92,3.42,11.29,6.21,10.41,6.5,9.75
5451,N,75.0,12.0,5.0,8.75,4.42,5.96,2.54,5.33,1.67,10.46,5.09,7.17,6.75,7.21
5452,P,75.0,12.0,6.0,7.79,3.67,7.92,2.58,2.92,0.96,6.29,2.29,5.58,4.67,5.58
5453,N,75.0,12.0,7.0,8.33,3.58,6.79,3.25,4.83,2.5,8.87,4.38,6.83,5.96,9.79
5454,P,75.0,12.0,8.0,6.29,2.29,10.04,2.04,2.21,0.13,6.04,0.67,2.08,3.25,4.58
5455,P,75.0,12.0,9.0,5.63,3.96,7.25,1.17,1.25,0.13,7.29,0.21,2.29,1.75,5.13
5456,P,75.0,12.0,10.0,4.33,5.5,6.92,0.58,1.13,0.0,5.71,0.08,1.83,0.92,4.58
5457,N,75.0,12.0,11.0,2.21,3.0,3.08,0.58,4.79,2.37,5.33,5.25,5.63,4.42,13.21
5458,N,75.0,12.0,12.0,20.0,16.75,18.08,9.67,10.0,6.38,11.63,7.62,9.83,8.54,19.0
5459,P,75.0,12.0,13.0,13.62,7.0,18.5,4.08,3.71,1.5,9.5,1.96,6.63,4.67,6.79
5460,N,75.0,12.0,14.0,8.29,1.54,9.08,1.04,2.37,1.13,8.42,2.08,6.71,4.21,6.5
5461,P,75.0,12.0,15.0,8.58,2.62,9.92,2.04,1.21,0.21,7.92,1.71,3.37,2.17,4.08
5462,N,75.0,12.0,16.0,9.08,3.0,10.5,3.54,2.62,2.0,9.42,3.83,7.12,5.88,10.17
5463,N,75.0,12.0,17.0,16.17,13.33,24.41,8.5,8.12,5.96,12.04,5.79,9.0,6.71,11.04
5464,P,75.0,12.0,18.0,10.67,2.5,9.87,1.79,3.04,0.67,10.0,2.13,4.75,3.42,6.92
5465,P,75.0,12.0,19.0,6.71,0.54,6.92,1.21,0.54,0.25,6.67,1.08,2.58,2.08,4.46
5466,P,75.0,12.0,20.0,3.37,2.5,3.92,0.33,1.67,3.04,9.17,2.25,6.79,4.79,8.54
5467,N,75.0,12.0,21.0,9.87,9.96,8.92,3.08,7.87,5.71,12.33,6.79,10.58,9.21,16.88
5468,N,75.0,12.0,22.0,10.58,11.87,7.96,4.79,8.04,6.87,10.88,10.0,10.83,11.46,20.38
5469,N,75.0,12.0,23.0,16.17,14.04,14.29,7.17,8.71,6.87,12.5,9.33,12.08,10.5,13.7
5470,N,75.0,12.0,24.0,12.67,12.62,7.92,3.29,8.42,4.33,12.21,8.58,10.58,8.12,15.46
5471,N,75.0,12.0,25.0,18.71,12.33,12.58,9.33,12.71,8.75,13.96,11.0,12.87,13.59,15.79
5472,N,75.0,12.0,26.0,8.38,5.29,6.96,4.29,7.04,4.0,11.38,5.91,10.17,7.25,14.21
5473,N,75.0,12.0,27.0,12.92,12.92,11.92,5.79,7.38,6.83,13.17,13.04,11.96,12.42,20.08
5474,N,75.0,12.0,28.0,16.29,15.04,14.37,8.0,9.87,8.33,13.04,11.67,13.21,12.71,14.71
5475,N,75.0,12.0,29.0,12.42,13.62,12.04,5.25,8.46,6.42,9.46,8.75,9.42,8.71,14.58
5476,N,75.0,12.0,30.0,19.17,15.54,18.34,9.04,13.17,11.25,17.79,14.71,16.25,15.71,21.92
5477,N,75.0,12.0,31.0,15.59,12.33,13.42,2.37,4.08,1.17,7.08,4.25,5.91,6.34,11.38
5478,P,76.0,1.0,1.0,18.34,17.67,14.83,8.0,16.62,10.13,13.17,9.04,13.13,5.75,11.38
5479,N,76.0,1.0,2.0,29.2,25.29,20.25,15.46,23.58,14.88,18.96,17.25,17.62,18.29,24.71
5480,N,76.0,1.0,3.0,11.25,9.59,7.62,5.46,9.46,4.0,13.29,6.38,10.13,9.0,12.12
5481,N,76.0,1.0,4.0,12.67,12.79,12.92,6.46,12.92,8.71,13.62,10.41,13.13,6.96,14.04
5482,N,76.0,1.0,5.0,12.79,11.67,12.58,4.96,9.71,6.08,15.63,10.13,13.04,10.63,15.16
5483,N,76.0,1.0,6.0,11.17,12.08,13.37,3.33,9.92,7.5,14.83,13.33,13.13,10.96,18.71
5484,N,76.0,1.0,7.0,17.79,15.75,15.71,5.88,10.29,9.67,14.58,14.83,13.67,15.59,23.63
5485,P,76.0,1.0,8.0,15.59,16.96,15.41,7.87,11.08,9.5,14.37,5.5,11.34,5.25,4.21
5486,P,76.0,1.0,9.0,15.21,14.62,11.75,3.92,7.08,4.5,7.17,2.88,7.83,1.46,5.33
5487,N,76.0,1.0,10.0,18.0,20.75,14.29,12.96,23.29,15.04,21.29,18.63,19.12,16.38,23.83
5488,N,76.0,1.0,11.0,14.12,11.67,11.25,9.54,16.62,10.92,19.12,18.46,16.38,14.62,19.0
5489,N,76.0,1.0,12.0,12.58,12.12,11.67,6.92,14.25,8.29,16.42,10.88,14.33,10.88,17.41
5490,N,76.0,1.0,13.0,13.79,14.46,10.63,4.83,8.46,5.63,11.46,9.83,11.5,9.08,16.46
5491,N,76.0,1.0,14.0,9.13,8.87,8.67,4.79,9.13,5.21,11.92,8.96,10.96,10.46,16.75
5492,N,76.0,1.0,15.0,2.92,7.41,4.67,2.04,4.92,2.88,8.38,5.75,8.29,7.46,11.21
5493,P,76.0,1.0,16.0,1.63,4.33,4.29,0.21,1.17,0.96,8.25,1.17,5.17,4.46,6.38
5494,P,76.0,1.0,17.0,5.13,7.38,3.67,0.63,5.71,2.25,3.42,4.63,4.38,4.33,10.54
5495,N,76.0,1.0,18.0,16.5,15.09,11.46,7.54,12.83,8.12,13.83,12.29,12.58,12.71,18.88
5496,N,76.0,1.0,19.0,19.79,21.0,16.88,11.96,20.83,12.96,20.75,18.66,19.41,16.25,25.75
5497,N,76.0,1.0,20.0,24.25,23.5,17.58,15.34,26.25,16.75,25.96,21.29,22.5,21.79,29.33
5498,N,76.0,1.0,21.0,18.54,19.17,12.5,11.17,21.46,14.71,20.79,19.33,18.63,18.58,23.54
5499,N,76.0,1.0,22.0,20.58,19.7,15.67,10.71,20.12,14.29,21.67,18.54,20.17,18.71,22.83
5500,N,76.0,1.0,23.0,22.54,18.41,13.88,10.83,16.46,9.0,14.12,12.58,12.92,10.0,20.21
5501,N,76.0,1.0,24.0,19.92,17.25,19.08,8.96,10.0,8.08,13.29,8.5,12.38,12.46,22.13
5502,N,76.0,1.0,25.0,16.96,10.34,17.46,5.83,7.71,5.13,10.21,3.0,9.5,7.75,14.0
5503,N,76.0,1.0,26.0,11.96,7.62,11.0,6.54,7.25,5.09,11.46,7.21,10.0,9.04,12.87
5504,P,76.0,1.0,27.0,13.13,12.04,9.13,4.04,9.96,6.04,9.25,7.08,8.08,6.87,11.21
5505,N,76.0,1.0,28.0,20.3,11.34,20.79,12.21,12.29,11.08,16.71,7.41,16.5,18.08,6.54
5506,N,76.0,1.0,29.0,26.0,18.71,27.12,15.87,21.75,20.21,23.13,21.87,22.21,20.12,21.87
5507,N,76.0,1.0,30.0,21.17,14.37,26.08,12.33,17.46,16.83,23.5,19.12,18.63,16.29,17.88
5508,N,76.0,1.0,31.0,11.46,9.5,17.67,4.88,6.96,4.67,18.21,8.92,11.63,7.96,8.54
5509,P,76.0,2.0,1.0,9.04,6.13,12.04,3.04,3.83,1.58,11.58,5.54,5.66,6.17,8.0
5510,N,76.0,2.0,2.0,10.96,10.96,14.33,3.88,6.46,4.08,11.21,8.58,7.33,7.46,10.54
5511,P,76.0,2.0,3.0,13.37,10.96,15.37,4.88,9.83,5.09,10.58,8.63,8.79,5.91,7.04
5512,N,76.0,2.0,4.0,11.42,10.54,17.41,6.04,8.75,6.58,13.62,9.67,11.21,9.46,10.46
5513,N,76.0,2.0,5.0,11.46,11.87,14.0,4.33,7.21,3.08,12.79,7.87,11.12,10.75,9.04
5514,P,76.0,2.0,6.0,8.42,12.46,4.33,2.04,6.46,1.96,4.58,5.46,7.12,4.79,9.29
5515,N,76.0,2.0,7.0,16.75,16.08,12.04,9.17,14.04,9.5,9.5,10.88,13.62,9.87,17.21
5516,P,76.0,2.0,8.0,10.5,12.71,9.75,4.42,7.79,4.88,11.17,7.58,9.21,7.33,15.12
5517,N,76.0,2.0,9.0,16.46,19.08,16.83,8.71,15.79,11.29,16.17,16.83,16.58,15.71,27.58
5518,N,76.0,2.0,10.0,14.46,19.75,11.25,7.54,13.92,7.41,15.16,11.96,13.04,11.21,23.16
5519,N,76.0,2.0,11.0,16.88,18.46,10.67,8.5,16.79,7.17,17.12,12.67,13.29,10.83,21.87
5520,N,76.0,2.0,12.0,18.63,19.95,15.21,11.87,19.0,11.63,17.41,15.34,15.12,12.21,17.79
5521,P,76.0,2.0,13.0,12.12,7.25,14.04,5.63,5.09,2.37,8.79,3.21,4.38,3.54,5.83
5522,N,76.0,2.0,14.0,6.96,7.08,6.96,2.75,3.54,3.92,4.25,7.41,7.96,6.04,13.5
5523,P,76.0,2.0,15.0,8.0,12.46,13.33,5.0,6.38,4.08,9.42,4.96,6.67,6.63,6.0
5524,P,76.0,2.0,16.0,11.67,9.83,10.88,3.33,6.75,2.75,8.5,5.54,6.42,5.41,8.54
5525,P,76.0,2.0,17.0,9.04,11.34,7.79,2.75,9.13,5.75,4.38,8.25,8.21,6.42,14.71
5526,P,76.0,2.0,18.0,5.29,11.25,5.13,1.17,6.17,2.21,2.92,5.58,4.88,2.37,11.34
5527,N,76.0,2.0,19.0,16.04,19.33,12.0,4.92,12.71,7.38,10.08,10.13,10.34,5.58,13.92
5528,N,76.0,2.0,20.0,17.25,21.84,14.42,9.59,15.25,10.41,12.25,13.54,13.29,10.0,17.54
5529,P,76.0,2.0,21.0,12.62,13.79,12.83,7.25,9.59,5.09,10.17,7.0,10.63,8.87,11.04
5530,N,76.0,2.0,22.0,18.16,18.84,15.46,10.83,13.88,11.71,12.08,14.67,15.92,16.92,22.71
5531,P,76.0,2.0,23.0,14.46,7.79,14.37,7.12,6.54,3.79,11.29,6.29,8.17,6.5,10.34
5532,N,76.0,2.0,24.0,5.66,8.38,8.75,4.88,7.58,5.21,13.29,14.62,11.38,10.63,21.04
5533,N,76.0,2.0,25.0,10.08,11.46,14.33,5.04,8.58,6.21,14.17,13.33,13.7,13.79,19.79
5534,P,76.0,2.0,26.0,4.42,7.29,5.88,2.0,3.88,1.83,8.46,7.0,7.12,6.08,14.25
5535,P,76.0,2.0,27.0,7.25,10.71,6.42,4.58,7.04,3.17,5.75,6.58,7.71,6.79,11.5
5536,N,76.0,2.0,28.0,8.54,10.54,9.46,4.92,7.5,5.29,6.71,8.04,10.58,9.96,14.75
5537,N,76.0,2.0,29.0,10.41,10.79,11.08,5.96,8.58,6.21,11.71,10.58,10.34,10.17,17.16
5538,P,76.0,3.0,1.0,6.13,4.79,3.42,3.21,7.5,2.5,6.5,3.67,5.54,4.04,7.75
5539,P,76.0,3.0,2.0,7.96,7.75,7.5,4.0,8.92,5.37,6.96,5.25,7.79,5.79,8.87
